,t0 pain,t1 metformin,t2 cyst,t3 hair,t4 amp,t5 since,t6 insulin,t7 doctor,t8 day,t9 eat,t10 hair,t11 pregnant,t12 level,t13 started,t14 help,t15 weight,t16 control,t17 skin,t18 feel,t19 health,dominant_topic
m298tj,0.0,0.27,0.0,0.0,0.0,0.0,0.28,0.12,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,6
m29jmz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.13,0.0,7
m29ytc,0.05,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.37,0.0,0.0,0.0,0.26,0.0,14
m2aygr,0.01,0.01,0.01,0.01,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.21,4
m2bmab,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,11
m2c8t4,0.0,0.0,0.0,0.18,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,19
m2ckbb,0.0,0.0,0.0,0.0,0.0,0.67,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,5
m2dg5l,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.33,14
m2dj4m,0.0,0.0,0.0,0.0,0.05,0.19,0.09,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.28,0.06,0.21,0.0,0.0,0.0,14
m2dzkd,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.21,0.0,0.0,0.0,14
m2flzi,0.12,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.09,0.07,0.0,0.15,0.0,0.25,0.0,18
m2gic7,0.0,0.0,0.0,0.03,0.19,0.0,0.19,0.0,0.0,0.26,0.0,0.0,0.0,0.17,0.0,0.14,0.0,0.0,0.0,0.0,9
m2goii,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.16,0.0,0.0,8
m2gscg,0.0,0.0,0.0,0.17,0.0,0.0,0.09,0.0,0.0,0.2,0.0,0.0,0.09,0.12,0.13,0.0,0.17,0.0,0.0,0.0,9
m2hste,0.2,0.0,0.07,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.32,0.0,0.07,0.0,0.0,0.0,0.13,0.0,0.0,11
m2hw2i,0.28,0.0,0.34,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.0,0.0,0.0,0.0,0.0,2
m2i8p0,0.0,0.0,0.0,0.04,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.04,0.0,0.32,0.0,0.0,0.06,0.0,0.14,0.23,13
m2ih2v,0.12,0.0,0.13,0.05,0.0,0.0,0.0,0.0,0.37,0.0,0.1,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.07,0.0,8
m2izfn,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.12,0.0,0.41,0.0,0.0,0.0,0.0,0.09,14
m2j0v1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.06,0.04,0.05,0.02,0.13,0.0,0.0,0.0,7
m2j306,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.1,3
m2jico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.27,0.0,0.15,0.0,0.25,0.0,0.0,0.0,0.0,0.0,9
m2khs7,0.0,0.03,0.0,0.01,0.0,0.06,0.34,0.0,0.21,0.25,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.02,0.0,0.0,6
m2kphp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.41,0.0,0.0,0.0,0.0,0.0,12
m2l2df,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.01,0.01,8
m2mmit,0.0,0.42,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1
m2nw7z,0.01,0.73,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
m2pu4h,0.0,0.0,0.1,0.16,0.09,0.07,0.0,0.0,0.0,0.0,0.29,0.06,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,10
m2qops,0.0,0.0,0.0,0.36,0.0,0.21,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.07,0.0,3
m2r044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.38,0.0,17
m2r62e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.12,0.09,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
m2s6fz,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.13,0.0,0.0,0.0,15
m2sc8u,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.14,0.0,0.0,0.07,0.06,0.17,0.0,0.06,0.0,0.0,0.32,0.06,18
m2taz0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.15,0.0,0.0,0.05,0.0,0.14,0.16,0.0,0.0,0.0,0.0,7
m2tjg9,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.02,0.0,0.22,0.2,0.0,0.0,0.0,0.05,11
m2tmb2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.17,0.18,0.0,3
m2uuz5,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
m2v3iz,0.0,0.0,0.0,0.01,0.04,0.04,0.11,0.0,0.0,0.45,0.0,0.0,0.02,0.0,0.08,0.0,0.0,0.06,0.13,0.06,9
m2vm7h,0.09,0.0,0.03,0.0,0.0,0.08,0.06,0.05,0.11,0.0,0.0,0.0,0.0,0.19,0.0,0.17,0.19,0.03,0.0,0.0,13
m2w8su,0.01,0.01,0.01,0.53,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
m2wxzv,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.22,0.09,0.0,0.5,0.0,18
m2wyba,0.0,0.31,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.15,0.0,0.0,0.24,1
m2x8ln,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.15,0.0,0.0,0.12,0.0,0.05,0.03,0.04,0.0,0.04,0.05,8
m2xg9b,0.0,0.06,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.2,0.17,0.0,0.0,0.0,0.12,0.0,3
m2xvei,0.0,0.07,0.0,0.0,0.2,0.03,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.08,0.09,14
m2yiq9,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.33,0.0,0.0,0.0,0.08,15
m2yomz,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.17,0.0,0.0,0.13,0.0,0.23,0.0,0.0,0.0,0.0,0.31,0.1,18
m2yqgg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.19,0.16,0.13,0.0,0.11,0.0,0.0,0.0,7
m2zhht,0.0,0.0,0.0,0.37,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.05,0.33,0.0,3
m2zr22,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.07,0.0,0.0,0.0,0.0,0.55,19
m303h3,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.34,0.06,0.07,17
m30oev,0.0,0.1,0.0,0.0,0.39,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.16,0.0,4
m30x7m,0.0,0.0,0.0,0.31,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,18
m31lzt,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.06,0.3,0.0,0.0,0.09,0.0,0.04,8
m31rc3,0.0,0.0,0.0,0.04,0.0,0.0,0.33,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.07,0.08,0.0,0.0,0.15,0.0,6
m32jjo,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.39,0.12,0.0,0.0,0.0,0.0,0.0,13
m33phv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.54,0.31,0.0,17
m34zag,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.15,0.17,10
m35al9,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.11,0.0,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,5
m363e1,0.0,0.05,0.0,0.0,0.0,0.09,0.0,0.05,0.31,0.0,0.0,0.0,0.22,0.28,0.0,0.0,0.0,0.0,0.0,0.0,8
m368bz,0.0,0.0,0.0,0.0,0.06,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.16,0.25,0.0,0.26,0.0,0.0,17
m376gb,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.06,0.2,0
m37dxe,0.0,0.21,0.25,0.0,0.0,0.19,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
m37osr,0.01,0.02,0.03,0.0,0.03,0.14,0.0,0.25,0.15,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.02,0.0,0.12,0.08,7
m381t9,0.1,0.15,0.0,0.0,0.0,0.0,0.03,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.07,8
m38gx1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.37,0.31,0.1,0.0,16
m38xyi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.33,0.01,14
m39jm1,0.0,0.06,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.49,0.0,18
m3a1le,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.44,0.11,0.07,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
m3a274,0.0,0.27,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,1
m3apo4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,14
m3ax0b,0.05,0.1,0.01,0.0,0.0,0.06,0.11,0.25,0.0,0.0,0.0,0.0,0.04,0.11,0.0,0.02,0.04,0.0,0.0,0.19,7
m3basx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,9
m3bd90,0.0,0.06,0.0,0.0,0.0,0.1,0.0,0.47,0.0,0.08,0.0,0.0,0.06,0.0,0.0,0.03,0.03,0.0,0.0,0.16,7
m3bdpb,0.07,0.0,0.34,0.0,0.0,0.21,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,2
m3bjae,0.05,0.0,0.0,0.0,0.0,0.23,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,7
m3bnut,0.17,0.0,0.19,0.02,0.0,0.05,0.0,0.24,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.09,7
m3bwhw,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,18
m3bwnx,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.2,0.06,0.0,0.07,0.11,0.06,0.33,19
m3bycy,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.24,0.01,14
m3c514,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.42,0.26,0.0,0.12,0.0,0.0,0.0,13
m3cy4k,0.0,0.0,0.0,0.0,0.03,0.0,0.07,0.0,0.33,0.0,0.0,0.02,0.0,0.4,0.0,0.03,0.0,0.0,0.08,0.03,13
m3e4xt,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.22,0.06,0.0,0.16,0.0,0.0,0.07,0.04,0.0,0.07,0.0,0.17,0.1,7
m3e6x0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,16
m3eiwc,0.0,0.07,0.05,0.0,0.0,0.54,0.0,0.15,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
m3ek9e,0.0,0.28,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.22,0.0,0.04,0.0,0.07,0.0,0.13,0.0,0.0,0.0,0.0,1
m3gdku,0.0,0.0,0.04,0.0,0.0,0.22,0.0,0.03,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.0,0.02,8
m3icdp,0.0,0.0,0.02,0.0,0.01,0.11,0.0,0.34,0.1,0.1,0.02,0.0,0.1,0.0,0.06,0.0,0.09,0.0,0.05,0.0,7
m3j0ru,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.27,0.08,0.0,0.03,0.0,0.0,0.04,0.08,0.06,0.01,0.06,0.06,0.0,5
m3j5aj,0.0,0.0,0.0,0.25,0.03,0.25,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,3
m3jmgc,0.01,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.1,0.0,0.05,0.31,0.06,0.11,0.18,0.02,0.0,0.0,0.0,12
m3k22d,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.16,0.0,0.05,0.0,0.0,0.0,3
m3k7hn,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
m3loft,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.27,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.24,0.0,0.2,0.07,7
m3m782,0.21,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,1
m3n6jm,0.1,0.1,0.12,0.0,0.08,0.0,0.0,0.13,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
m3njap,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.31,0.18,0.0,0.0,0.0,0.0,0.0,8
m3nk62,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.34,0.13,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.13,7
m3nyy6,0.03,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.14,0.15,0.0,0.04,0.0,0.0,0.02,0.05,0.0,0.08,0.11,7
m3nzkc,0.12,0.0,0.0,0.18,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.03,0.0,0.0,0.34,0.0,18
m3o5wi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.28,14
m3ortb,0.03,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.09,0.1,0.0,0.11,0.13,0.09,0.18,0.0,0.0,0.09,0.0,15
m3owcg,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.04,0.03,0.29,0.09,0.06,17
m3p0tr,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.37,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,8
m3plnu,0.0,0.0,0.08,0.0,0.0,0.28,0.0,0.52,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,7
m3qhpq,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.1,0.0,0.18,0.0,0.0,0.13,0.19,0.0,0.0,0.12,8
m3r8n3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.45,0.0,0.0,0.0,13
m3rf6t,0.0,0.0,0.04,0.0,0.0,0.19,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.11,0.3,0.0,0.0,0.0,16
m3s1am,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.21,0.19,0.0,0.05,0.09,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,7
m3s5nc,0.02,0.0,0.0,0.0,0.0,0.05,0.12,0.07,0.02,0.18,0.0,0.0,0.0,0.0,0.0,0.25,0.21,0.0,0.08,0.0,15
m3s8lw,0.0,0.0,0.0,0.07,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.36,0.0,4
m3sgoo,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.15,0.01,0.01,14
m3t2nu,0.0,0.0,0.0,0.0,0.0,0.31,0.17,0.0,0.25,0.07,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
m3ufzy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.35,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
m3v1rb,0.0,0.13,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.23,0.03,0.0,0.24,0.0,0.0,0.0,0.16,0.0,0.13,13
m3vbly,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.35,0.0,0.1,0.0,0.16,0.0,14
m3vbpb,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.13,0.0,0.0,0.16,0.0,0.0,0.0,0.23,0.0,0.0,8
m3vxdx,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.33,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,6
m3w1rd,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.01,3
m3w8ce,0.0,0.4,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.11,0.0,0.0,0.0,0.0,0.18,1
m3xr6s,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.05,0.0,0.0,3
m3y1q9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
m3ygs5,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.08,0.0,0.0,10
m3yhtu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.57,0.0,0.0,0.0,0.0,15
m3ylgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.23,0.0,14
m3ys6i,0.01,0.08,0.03,0.0,0.0,0.05,0.08,0.27,0.02,0.06,0.0,0.0,0.21,0.08,0.0,0.0,0.03,0.08,0.0,0.0,7
m40b5f,0.07,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.05,0.0,0.12,0.0,0.13,0.0,0.13,0.0,0.05,0.0,0.2,0.0,18
m40y5h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.11,0.09,0.0,0.0,0.17,0.0,0.14,0.0,0.1,0.0,0.04,8
m42c5s,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
m42k8p,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.2,0.03,0.05,0.17,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,16
m42nef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.43,0.0,0.0,17
m42ozx,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
m42rh6,0.15,0.1,0.0,0.0,0.0,0.0,0.06,0.0,0.31,0.0,0.0,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.19,0.0,8
m42s0n,0.38,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
m44zfn,0.02,0.0,0.02,0.04,0.0,0.04,0.22,0.0,0.0,0.0,0.16,0.0,0.02,0.25,0.0,0.0,0.0,0.0,0.06,0.15,13
m45r3k,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.26,0.0,0.0,0.0,6
m468ay,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.33,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
m46akf,0.0,0.0,0.0,0.0,0.29,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.47,19
m46p43,0.21,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.29,0.17,0.0,0.0,0.0,0.15,0.0,0.0,0.07,0.0,0.0,0.0,8
m48n9y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.27,15
m48puz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,14
m48qn7,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
m4aj2d,0.0,0.08,0.0,0.0,0.03,0.0,0.0,0.0,0.13,0.39,0.0,0.11,0.0,0.13,0.06,0.0,0.0,0.0,0.07,0.0,9
m4ax7j,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.36,0.0,0.0,3
m4b2gt,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.22,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.21,0.03,0.0,0.3,0.0,18
m4b76a,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,11
m4bdsn,0.0,0.0,0.62,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
m4bq0u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.37,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11
m4ceth,0.0,0.1,0.22,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
m4cl8x,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.22,0.0,0.0,0.0,0.0,0.18,0.21,0.0,0.28,0.0,0.0,0.0,16
m4cplz,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.19,0.09,0.0,0.0,0.0,0.1,0.0,1
m4dti3,0.0,0.0,0.0,0.0,0.03,0.0,0.38,0.0,0.0,0.16,0.0,0.18,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,6
m4figj,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
m4fwoa,0.02,0.0,0.07,0.0,0.0,0.0,0.13,0.06,0.0,0.19,0.06,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.11,0.0,12
m4g8ry,0.07,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.07,0.0,0.03,9
m4gddu,0.0,0.0,0.03,0.0,0.0,0.0,0.05,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.15,7
m4h0ek,0.55,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.17,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
