,t0 pain,t1 metformin,t2 cyst,t3 hair,t4 amp,t5 since,t6 insulin,t7 doctor,t8 day,t9 eat,t10 hair,t11 pregnant,t12 level,t13 started,t14 help,t15 weight,t16 control,t17 skin,t18 feel,t19 health,dominant_topic
m4h2f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,7
m4h65n,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.19,0.06,0.0,0.0,0.19,0.0,5
m4hndk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.0,0.0,0.3,0.0,0.12,0.16,0.0,0.2,0.0,0.0,0.0,11
m4imh3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,0.01,0.01,0.01,0.01,0.01,14
m4iqux,0.38,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
m4j9mm,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.19,0.01,0.01,16
m4jfkm,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7
m4ju6t,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,4
m4ld5q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,13
m4lr16,0.06,0.0,0.03,0.1,0.0,0.03,0.01,0.44,0.0,0.0,0.13,0.0,0.0,0.04,0.15,0.0,0.0,0.0,0.0,0.0,7
m4mp4x,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.51,0.0,0.0,0.0,0.0,0.0,14
m4n5ti,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.06,0.0,0.13,0.06,0.0,0.0,0.0,0.28,0.0,18
m4nbcj,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.32,0.11,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,8
m4nl44,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.11,0.0,0.0,0.0,0.2,0.0,0.0,0.21,10
m4nl4k,0.08,0.0,0.17,0.0,0.0,0.0,0.0,0.23,0.02,0.06,0.02,0.14,0.01,0.19,0.0,0.0,0.0,0.02,0.05,0.0,7
m4nusb,0.0,0.0,0.0,0.28,0.0,0.32,0.06,0.08,0.0,0.05,0.12,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.0,0.0,5
m4nvjg,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,18
m4ormj,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6
m4ou0p,0.43,0.0,0.07,0.03,0.0,0.13,0.0,0.07,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0
m4ov1s,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.18,0.0,0.1,0.0,0.0,6
m4p02e,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.07,0.0,0.12,0.0,0.6,0.0,0.09,0.0,0.07,0.0,0.0,0.0,12
m4plfh,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.38,0.07,18
m4pylj,0.0,0.14,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.21,0.0,0.0,0.0,0.0,0.0,11
m4qwu1,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.23,0.0,0.0,0.0,0.29,0.0,18
m4qxyt,0.0,0.0,0.03,0.08,0.0,0.22,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.0,0.21,0.11,0.0,0.0,0.11,0.0,5
m4tr88,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.18,0.0,0.0,0.13,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,14
m4ua9g,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.51,0.0,0.07,0.09,0.0,0.0,14
m4ubmw,0.21,0.08,0.0,0.0,0.0,0.0,0.26,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.09,0.0,6
m4uhjs,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.23,0.0,0.0,0.0,8
m4vcos,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
m4vfsg,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.33,0.0,0.0,0.0,0.0,0.07,0.0,0.21,0.0,0.0,0.0,0.0,0.19,7
m4wbmy,0.15,0.0,0.0,0.0,0.05,0.06,0.3,0.0,0.24,0.06,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
m4xles,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.5,0.11,0.07,0.0,0.0,0.03,14
m4xpvj,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.14,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.04,8
m4yoq8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.12,0.28,0.0,0.0,0.0,0.0,0.0,0.0,8
m4yqok,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.17,0.07,0.0,0.16,0.22,19
m4yvmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.05,0.0,0.29,0.0,0.18,0.09,0.08,0.08,0.0,0.0,0.05,11
m4z7w6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,15
m4z7zd,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.07,0.0,0.0,0.0,0.17,0.16,0.0,0.06,0.09,0.0,0.21,0.0,18
m4z89k,0.51,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.09,0
m4zxwq,0.0,0.1,0.0,0.0,0.0,0.0,0.33,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.24,0.02,6
m5052d,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.08,0.04,0.09,0.0,0.0,0.06,0.0,0.0,0.0,0.29,19
m5062l,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.07,0.0,0.11,0.14,0.08,0.0,0.0,0.0,1
m509fd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,9
m50ryp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.42,0.0,0.0,0.0,0.22,0.29,14
m50t2o,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.0,0.08,0.39,0.11,0.11,0.0,16
m50tmm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.15,18
m51620,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
m518z5,0.0,0.05,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.05,0.21,0.08,0.0,0.25,0.0,0.0,0.06,16
m519ux,0.06,0.02,0.07,0.0,0.0,0.3,0.04,0.07,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.12,0.0,0.0,0.0,0.11,5
m51l4o,0.0,0.0,0.0,0.0,0.11,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.18,0.0,0.0,0.0,0.35,19
m531i4,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.13,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.01,0.14,0.0,0.07,0.08,5
m53w1l,0.0,0.0,0.0,0.07,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.15,0.33,0.28,18
m5412p,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8
m541b6,0.0,0.0,0.0,0.22,0.0,0.0,0.3,0.0,0.27,0.0,0.0,0.0,0.12,0.0,0.0,0.08,0.0,0.0,0.0,0.0,6
m549b8,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.12,0.0,8
m54ahe,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,6
m54fyv,0.0,0.0,0.03,0.0,0.0,0.16,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.04,0.0,0.28,0.22,18
m55106,0.0,0.02,0.15,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.1,0.0,0.04,0.0,0.25,0.14,18
m55j42,0.18,0.2,0.02,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.06,0.17,0.0,1
m55jcn,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.19,0.0,0.24,0.0,0.12,0.0,0.0,0.0,0.12,13
m55nyq,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9
m560jy,0.0,0.55,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
m56sl5,0.47,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
m57l88,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,7
m57u8m,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.16,0.0,14
m58pcv,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.17,0.0,0.33,0.0,18
m597ua,0.0,0.07,0.14,0.0,0.0,0.0,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.09,0.0,0.0,0.0,0.0,13
m59tv4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.43,0.11,0.0,0.0,0.0,15
m5c1w4,0.06,0.42,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
m5c2gi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.32,0.09,0.12,0.0,13
m5d2y1,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.34,0.19,3
m5eimv,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.13,0.0,0.0,0.26,0.09,3
m5f9o3,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.15,0.01,0.01,0.01,0.46,0.01,18
m5fkrj,0.0,0.05,0.05,0.0,0.0,0.0,0.01,0.41,0.08,0.0,0.0,0.07,0.07,0.04,0.0,0.13,0.08,0.0,0.0,0.0,7
m5fny8,0.0,0.0,0.0,0.0,0.0,0.28,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.19,0.15,0.0,0.0,5
m5gyu6,0.0,0.24,0.0,0.0,0.0,0.0,0.11,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,14
m5hcnl,0.0,0.0,0.0,0.34,0.0,0.34,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,3
m5hk82,0.31,0.01,0.46,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
m5hp30,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.04,0.0,0.04,0.15,0.0,0.0,0.0,0.0,0.0,7
m5jl7d,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.16,0.0,0.04,0.35,0.0,0.07,0.0,0.0,0.0,0.0,0.31,0.0,0.0,10
m5jxcl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.37,13
m5kurk,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.13,0.0,0.08,0.0,0.33,0.0,0.24,0.0,16
m5kuwm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.35,0.0,0.0,0.24,0.0,0.0,0.0,0.17,0.0,11
m5kznu,0.26,0.0,0.17,0.0,0.01,0.0,0.0,0.12,0.16,0.02,0.02,0.0,0.02,0.13,0.0,0.03,0.0,0.0,0.0,0.06,0
m5li3x,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.09,0.23,0.0,0.22,0.0,0.0,0.0,14
m5lqvu,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
m5mapa,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.45,0.0,18
m5mqx2,0.0,0.06,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.07,0.24,0.0,0.04,0.0,0.0,0.0,0.0,0.19,12
m5mw6f,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.01,0.11,0.02,0.0,0.0,0.04,0.0,0.07,0.0,0.46,0.09,18
m5n0as,0.0,0.13,0.0,0.0,0.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.05,0.0,5
m5noip,0.03,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.17,0.0,0.06,1
m5nr0s,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.19,0.0,8
m5nrty,0.0,0.0,0.0,0.09,0.0,0.2,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.14,0.1,0.2,7
m5ozxq,0.0,0.0,0.0,0.15,0.0,0.29,0.0,0.0,0.04,0.0,0.0,0.04,0.21,0.0,0.06,0.0,0.09,0.0,0.0,0.11,5
m5p6ad,0.0,0.29,0.0,0.0,0.0,0.03,0.0,0.12,0.0,0.3,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.09,9
m5p92w,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,4
m5pd4l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.0,0.0,0.75,19
m5peex,0.43,0.04,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.04,0.0,0.0,0
m5pz3e,0.47,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0
m5q791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.16,0.15,0.1,0.22,0.0,0.0,0.0,0.05,0.0,7
m5qqkv,0.0,0.0,0.08,0.04,0.0,0.14,0.0,0.33,0.0,0.04,0.0,0.01,0.0,0.02,0.02,0.14,0.0,0.12,0.03,0.03,7
m5r1ja,0.21,0.0,0.06,0.0,0.1,0.0,0.02,0.07,0.17,0.0,0.0,0.0,0.07,0.05,0.0,0.0,0.1,0.0,0.07,0.09,0
m5rw05,0.0,0.11,0.0,0.0,0.06,0.0,0.11,0.0,0.0,0.0,0.07,0.0,0.26,0.1,0.0,0.27,0.0,0.0,0.0,0.0,15
m5s4gl,0.0,0.04,0.09,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.28,0.03,0.17,0.0,0.21,0.06,0.0,0.0,0.0,0.0,10
m5su50,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,4
m5t8oj,0.08,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.03,0.18,0.0,3
m5tgpk,0.0,0.14,0.05,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.19,0.08,0.0,0.0,0.0,0.0,0.0,11
m5tqe0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.01,0.58,0.01,0.01,0.01,16
m5u850,0.0,0.08,0.0,0.0,0.08,0.26,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.18,0.16,0.0,0.0,0.0,0.0,5
m5uapx,0.0,0.0,0.0,0.0,0.06,0.24,0.19,0.33,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.0,0.0,0.0,0.0,0.0,7
m5uj29,0.0,0.29,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,14
m5ulc8,0.0,0.05,0.04,0.0,0.0,0.0,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.25,0.07,0.06,0.11,13
m5uqd2,0.05,0.0,0.11,0.09,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.0,0.11,0.0,0.07,0.0,0.0,0.14,5
m5vyd9,0.0,0.08,0.0,0.12,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.1,0.11,0.06,0.0,0.0,0.0,0.27,0.0,18
m5w7y6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
m5w9g6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.01,0.63,0.01,18
m5wh56,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.11,0.0,0.33,0.0,0.0,0.0,16
m5wkcr,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
m5wkwx,0.0,0.0,0.0,0.0,0.18,0.0,0.23,0.0,0.0,0.0,0.16,0.0,0.25,0.0,0.0,0.07,0.0,0.0,0.0,0.08,12
m5ww9a,0.0,0.0,0.32,0.0,0.0,0.39,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.06,5
m5xbo6,0.28,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,15
m5xtfk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.23,0.26,0.17,0.0,17
m5xznk,0.01,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,6
m5z9od,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.23,0.26,0.15,0.07,0.0,0.0,0.06,0.0,13
m5zv7c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.0,0.07,0.64,0.0,18
m5zvmc,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.24,0.0,0.1,0.0,0.0,0.04,0.0,0.12,0.2,0.0,0.0,0.21,0.0,7
m5zvn2,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.32,0.1,0.0,0.0,0.0,0.19,0.0,0.06,0.0,0.08,0.0,0.0,0.0,7
m601dn,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.26,0.3,0.0,0.0,0.0,0.0,0.0,5
m60icv,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.35,0.18,0.0,0.0,0.0,0.0,14
m60phs,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,14
m61f97,0.24,0.0,0.0,0.0,0.0,0.04,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.05,0.0,0.0,0.0,0.11,7
m61rcb,0.0,0.0,0.05,0.11,0.0,0.11,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.44,0.15,18
m61yvu,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.32,0.0,0.0,0.1,0.0,0.08,0.0,0.0,0.07,0.0,0.33,0.0,18
m62dns,0.0,0.17,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.19,0.0,6
m62o5f,0.66,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0
m62qy4,0.0,0.5,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
m64o0v,0.0,0.15,0.18,0.0,0.0,0.24,0.0,0.23,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.0,0.0,0.0,5
m64q72,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.34,0.01,13
m654hy,0.0,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,19
m65o93,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
m65she,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.12,0.0,0.0,0.57,0.0,0.0,17
m65ub9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.19,0.05,0.0,0.0,0.0,0.29,0.14,0.08,0.0,0.06,0.0,0.1,13
m65w07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.17,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,7
m66w3o,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.11,0.0,0.0,0.0,8
m6733j,0.06,0.0,0.0,0.0,0.41,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,4
m67xm1,0.52,0.0,0.17,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0
m69bv5,0.0,0.0,0.11,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,17
m69h35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.0,0.0,0.18,0.11,0.0,0.09,0.17,0.12,0.0,10
m69py6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.22,0.0,0.0,0.0,13
m6a0i5,0.08,0.04,0.0,0.02,0.0,0.0,0.1,0.0,0.0,0.11,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.12,0.43,0.04,18
m6a3nk,0.0,0.07,0.0,0.0,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.21,0.0,0.0,0.0,0.26,0.0,18
m6aod4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,14
m6arba,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,6
m6au8x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.56,0.0,0.0,0.0,16
m6blsz,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.18,0.0,16
m6cmle,0.0,0.0,0.0,0.26,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.24,0.0,0.07,0.0,0.0,0.0,3
