,t0 help,t1 control,t2 want,t3 symptom,t4 ultrasound,t5 nt,t6 ovary,t7 bleeding,t8 bad,t9 surgery,dominant_topic
m4kkvy,0.01,0.01,0.01,0.01,0.48,0.01,0.42,0.01,0.01,0.01,4
m4l862,0.0,0.2,0.0,0.1,0.45,0.0,0.0,0.0,0.0,0.24,4
m4lzyd,0.0,0.0,0.0,0.0,0.41,0.56,0.0,0.0,0.0,0.0,5
m4m7b8,0.03,0.03,0.32,0.48,0.03,0.03,0.03,0.03,0.03,0.03,3
m4nxwu,0.07,0.04,0.14,0.26,0.13,0.0,0.07,0.09,0.2,0.0,3
m4pr5n,0.22,0.32,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
m4prst,0.05,0.0,0.0,0.07,0.0,0.18,0.34,0.05,0.23,0.08,6
m4rp53,0.02,0.01,0.0,0.15,0.33,0.16,0.0,0.13,0.19,0.0,4
m4tkjj,0.02,0.14,0.1,0.0,0.22,0.3,0.04,0.18,0.0,0.0,5
m4tymi,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.78,9
m55kcw,0.1,0.08,0.06,0.39,0.26,0.0,0.0,0.0,0.03,0.07,3
m56oko,0.0,0.0,0.0,0.0,0.03,0.65,0.0,0.0,0.0,0.31,5
m57flz,0.0,0.0,0.12,0.07,0.69,0.12,0.0,0.0,0.0,0.0,4
m57ja7,0.0,0.06,0.18,0.0,0.08,0.0,0.0,0.34,0.33,0.0,7
m57u3c,0.0,0.0,0.0,0.11,0.33,0.0,0.0,0.0,0.52,0.03,8
m5dfuh,0.0,0.0,0.0,0.02,0.0,0.37,0.19,0.13,0.13,0.16,5
m5e0jz,0.31,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.51,0.0,8
m5h50u,0.0,0.08,0.09,0.35,0.2,0.0,0.0,0.0,0.27,0.0,3
m5iy7x,0.01,0.01,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.01,3
m5j7n0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,5
m5kvs3,0.0,0.0,0.0,0.0,0.0,0.44,0.41,0.0,0.12,0.0,5
m5mj5g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.48,0.0,7
m5onpe,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.21,0.39,0.0,8
m5q800,0.77,0.05,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0
m5rruu,0.08,0.0,0.0,0.0,0.0,0.85,0.0,0.01,0.0,0.05,5
m5t9yq,0.0,0.0,0.0,0.0,0.57,0.22,0.18,0.0,0.0,0.0,4
m5xrwx,0.01,0.01,0.01,0.19,0.01,0.63,0.01,0.01,0.01,0.13,5
m5xvrk,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.7,0.12,8
m5zl0t,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.54,9
m61x9t,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.22,0.17,0.0,3
m6273v,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.01,0.85,0.01,8
m66awn,0.74,0.0,0.03,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0
m67cav,0.0,0.0,0.1,0.0,0.07,0.41,0.04,0.0,0.27,0.1,5
m6882z,0.0,0.21,0.0,0.0,0.13,0.0,0.0,0.42,0.22,0.0,7
m68wxt,0.0,0.0,0.07,0.0,0.0,0.39,0.0,0.0,0.0,0.51,9
m69ppo,0.44,0.0,0.22,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0
m69sp6,0.12,0.0,0.18,0.14,0.0,0.0,0.0,0.32,0.22,0.0,7
m6b297,0.0,0.05,0.3,0.06,0.0,0.27,0.13,0.09,0.07,0.02,2
m6big3,0.09,0.03,0.0,0.04,0.38,0.02,0.0,0.25,0.19,0.0,4
m6ch0s,0.51,0.0,0.0,0.0,0.0,0.35,0.0,0.11,0.0,0.0,0
m6cu1d,0.17,0.0,0.09,0.05,0.0,0.05,0.29,0.0,0.0,0.34,9
m6e43e,0.62,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.24,0.01,0
m6end6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,7
m6fzzl,0.0,0.03,0.0,0.0,0.52,0.07,0.0,0.19,0.0,0.18,4
m6g96f,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
m6hyrd,0.67,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0
m6i5zx,0.19,0.0,0.5,0.28,0.0,0.0,0.0,0.0,0.0,0.0,2
m6k1bm,0.0,0.0,0.0,0.06,0.0,0.23,0.09,0.0,0.42,0.2,8
m6l17q,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.45,0.0,3
m6mj6b,0.0,0.12,0.58,0.0,0.0,0.12,0.0,0.16,0.0,0.0,2
m6o3rt,0.32,0.0,0.0,0.0,0.17,0.49,0.0,0.0,0.0,0.0,5
m6ouly,0.0,0.0,0.0,0.05,0.24,0.38,0.0,0.1,0.23,0.0,5
m6q9uh,0.0,0.0,0.0,0.08,0.0,0.32,0.0,0.23,0.36,0.0,8
m6r40c,0.05,0.0,0.0,0.06,0.25,0.53,0.0,0.0,0.08,0.04,5
m6rgcp,0.0,0.26,0.35,0.09,0.19,0.0,0.0,0.0,0.0,0.1,2
m6virw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,9
m6vnmg,0.0,0.0,0.17,0.04,0.2,0.16,0.37,0.07,0.0,0.0,6
m6yi4t,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.68,0.0,0.06,7
m6zwwu,0.07,0.0,0.08,0.21,0.0,0.49,0.0,0.0,0.15,0.0,5
m70wfx,0.0,0.0,0.14,0.08,0.0,0.0,0.0,0.0,0.0,0.76,9
m73cdq,0.0,0.0,0.0,0.03,0.52,0.08,0.0,0.19,0.18,0.0,4
meks8r,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.46,0.0,0.26,7
memtm1,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.77,0.01,0.01,7
menvy7,0.0,0.03,0.04,0.0,0.22,0.32,0.21,0.1,0.07,0.0,5
meok2e,0.0,0.0,0.0,0.08,0.26,0.49,0.0,0.09,0.0,0.08,5
mes33z,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
mexyk0,0.0,0.06,0.0,0.0,0.34,0.19,0.0,0.21,0.09,0.11,4
mf1bnh,0.24,0.01,0.01,0.69,0.01,0.01,0.01,0.01,0.01,0.01,3
mf1gc5,0.33,0.0,0.18,0.05,0.0,0.24,0.0,0.0,0.0,0.19,0
mf5sbo,0.0,0.0,0.0,0.39,0.0,0.1,0.0,0.0,0.47,0.0,8
mf7na8,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
mfecex,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.59,0.0,0.36,7
mfiq9y,0.0,0.08,0.46,0.0,0.0,0.0,0.0,0.29,0.16,0.0,2
mfjm0c,0.0,0.0,0.0,0.0,0.48,0.49,0.0,0.0,0.0,0.0,5
mfl7eb,0.0,0.02,0.0,0.23,0.0,0.27,0.02,0.0,0.45,0.0,8
mfnv3o,0.0,0.0,0.0,0.0,0.47,0.0,0.51,0.0,0.0,0.0,6
mfp7ay,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.62,0.0,8
mfpv93,0.0,0.1,0.0,0.24,0.0,0.0,0.03,0.6,0.0,0.0,7
mfriky,0.46,0.01,0.01,0.01,0.01,0.49,0.01,0.01,0.01,0.01,5
mft9nl,0.11,0.0,0.0,0.32,0.31,0.0,0.2,0.05,0.0,0.0,3
mfvqdi,0.0,0.0,0.0,0.0,0.62,0.19,0.17,0.0,0.0,0.0,4
mfy5qk,0.01,0.01,0.29,0.01,0.26,0.01,0.41,0.01,0.01,0.01,6
mfzkqy,0.13,0.0,0.0,0.04,0.0,0.2,0.0,0.0,0.0,0.61,9
mg04tp,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.32,0.0,0.36,9
mg0cks,0.14,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.73,9
mg0xu5,0.0,0.0,0.04,0.1,0.0,0.15,0.0,0.33,0.37,0.0,8
mg183d,0.28,0.0,0.2,0.0,0.0,0.0,0.0,0.17,0.14,0.21,0
mg3n8o,0.06,0.18,0.0,0.08,0.31,0.06,0.0,0.31,0.0,0.0,4
mg4n0x,0.0,0.0,0.17,0.09,0.29,0.0,0.0,0.45,0.0,0.0,7
mg4o68,0.01,0.01,0.1,0.01,0.01,0.42,0.01,0.44,0.01,0.01,7
mg8hf2,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
mg8t4y,0.01,0.01,0.01,0.01,0.01,0.37,0.57,0.01,0.01,0.01,6
mg9bwf,0.14,0.0,0.05,0.0,0.29,0.0,0.09,0.24,0.19,0.0,4
mg9ojr,0.01,0.09,0.01,0.01,0.01,0.41,0.47,0.01,0.01,0.01,6
mg9yqf,0.13,0.0,0.0,0.06,0.0,0.06,0.23,0.26,0.0,0.26,7
mgcfuw,0.01,0.01,0.48,0.01,0.01,0.42,0.01,0.01,0.01,0.01,2
mge23s,0.0,0.09,0.0,0.0,0.0,0.52,0.33,0.05,0.0,0.0,5
mge9le,0.0,0.0,0.04,0.28,0.0,0.0,0.0,0.12,0.54,0.0,8
mgfge0,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,0.01,0.01,5
mggoas,0.79,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
mghi4p,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,5
mgksy5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.93,0.01,8
mgl37d,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.7,0.01,0.01,7
mgngjt,0.0,0.0,0.04,0.0,0.44,0.12,0.0,0.39,0.0,0.0,4
mgnzrh,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.19,0.32,7
mgossx,0.33,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.3,0.0,0
mgpp00,0.19,0.0,0.0,0.0,0.23,0.41,0.1,0.06,0.0,0.0,5
mgps98,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.26,0.36,0.0,8
mgq1m3,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.11,0.0,5
mgqz5e,0.11,0.0,0.23,0.02,0.0,0.23,0.11,0.0,0.18,0.12,2
mgr1rv,0.0,0.0,0.0,0.0,0.25,0.0,0.07,0.04,0.63,0.0,8
mgr6qx,0.36,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.41,0.01,8
mgrmaa,0.18,0.0,0.12,0.0,0.31,0.0,0.14,0.0,0.25,0.0,4
mgruti,0.02,0.03,0.0,0.12,0.27,0.44,0.0,0.06,0.0,0.05,5
mgtskm,0.0,0.03,0.0,0.04,0.38,0.35,0.1,0.1,0.0,0.0,4
mgu1yz,0.02,0.22,0.02,0.02,0.02,0.02,0.02,0.62,0.02,0.02,7
mgu96u,0.13,0.0,0.18,0.18,0.38,0.0,0.0,0.0,0.0,0.12,4
mgunxu,0.0,0.0,0.0,0.37,0.22,0.0,0.09,0.23,0.08,0.0,3
mgw9cf,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.5,9
mgwwwj,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.73,0.0,8
mho8qn,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,4
mhra7h,0.42,0.02,0.24,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0
mhw036,0.19,0.17,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.25,4
mhwh0w,0.0,0.0,0.0,0.25,0.0,0.4,0.0,0.0,0.0,0.35,5
mhx76g,0.0,0.06,0.12,0.0,0.0,0.64,0.16,0.0,0.0,0.0,5
mhxinz,0.34,0.01,0.62,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
mi0lyd,0.0,0.0,0.0,0.2,0.55,0.0,0.0,0.0,0.0,0.25,4
mi1s40,0.01,0.01,0.15,0.01,0.01,0.69,0.01,0.01,0.01,0.13,5
mi2ipy,0.01,0.01,0.78,0.01,0.16,0.01,0.01,0.01,0.01,0.01,2
mi3q8c,0.31,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
mi68qc,0.0,0.0,0.0,0.17,0.21,0.19,0.19,0.0,0.23,0.0,8
mi7tpv,0.28,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.18,0.13,5
mi9ic1,0.46,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.4,0
micdnc,0.19,0.0,0.0,0.09,0.15,0.23,0.0,0.11,0.0,0.23,5
micf3r,0.0,0.0,0.0,0.0,0.26,0.39,0.33,0.0,0.0,0.0,5
midn9a,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,9
mifbue,0.0,0.18,0.41,0.14,0.0,0.0,0.26,0.0,0.0,0.0,2
mil3g2,0.0,0.0,0.0,0.22,0.49,0.0,0.04,0.0,0.24,0.0,4
mil7xw,0.01,0.01,0.01,0.48,0.01,0.01,0.46,0.01,0.01,0.01,3
milpos,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.11,0.19,5
mimngi,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.19,0.0,0.52,9
miniu0,0.0,0.04,0.27,0.0,0.0,0.0,0.0,0.0,0.61,0.06,8
mis58q,0.12,0.0,0.07,0.27,0.41,0.0,0.0,0.13,0.0,0.0,4
miv64t,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,7
miy9na,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.68,0.0,8
mj5brd,0.0,0.0,0.0,0.02,0.0,0.51,0.11,0.0,0.36,0.0,5
mj63yf,0.18,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.52,9
mj65rp,0.35,0.0,0.0,0.0,0.0,0.4,0.0,0.24,0.0,0.0,5
mj7870,0.0,0.07,0.59,0.0,0.0,0.14,0.0,0.0,0.07,0.12,2
mj7zok,0.0,0.0,0.0,0.03,0.0,0.0,0.36,0.0,0.53,0.07,8
mj9p1p,0.0,0.0,0.1,0.16,0.0,0.12,0.26,0.0,0.0,0.35,9
mjcu0e,0.0,0.0,0.44,0.0,0.0,0.24,0.11,0.11,0.05,0.04,2
mjcyws,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
mjek4z,0.69,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
mjfa9k,0.2,0.0,0.21,0.0,0.0,0.0,0.06,0.0,0.0,0.52,9
mjfaxy,0.0,0.0,0.0,0.0,0.0,0.25,0.09,0.65,0.0,0.0,7
mjfcui,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.55,0.01,0.41,7
mjisvi,0.0,0.44,0.27,0.0,0.25,0.0,0.0,0.0,0.0,0.04,1
mjknaw,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.42,0.36,0.01,7
mjmiwg,0.0,0.26,0.1,0.05,0.0,0.0,0.0,0.26,0.12,0.21,1
mjn3of,0.0,0.0,0.0,0.0,0.26,0.22,0.0,0.16,0.0,0.36,9
mjnrfp,0.26,0.03,0.0,0.0,0.0,0.0,0.41,0.07,0.0,0.22,6
mjo2mg,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.78,0.01,8
mjq7n9,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.24,0.49,0.0,8
mjr9ju,0.35,0.0,0.0,0.23,0.0,0.0,0.0,0.33,0.08,0.0,0
mjsz2f,0.0,0.0,0.2,0.0,0.04,0.44,0.19,0.0,0.0,0.12,5
mjy7wc,0.29,0.09,0.0,0.0,0.0,0.0,0.29,0.0,0.32,0.0,8
mk179r,0.0,0.06,0.0,0.21,0.0,0.29,0.1,0.0,0.33,0.0,8
mk3vfj,0.02,0.02,0.02,0.28,0.02,0.02,0.02,0.02,0.56,0.02,8
mk4nk3,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.73,0.0,8
mk6y8y,0.0,0.0,0.3,0.0,0.0,0.23,0.0,0.11,0.0,0.35,9
mk7vft,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.32,0.13,0.0,2
mk9bzq,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,8
mkb6eu,0.16,0.06,0.09,0.26,0.22,0.0,0.0,0.21,0.0,0.0,3
mkcaeb,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.1,0.41,0.16,8
mkcswt,0.0,0.0,0.22,0.0,0.16,0.0,0.0,0.0,0.62,0.0,8
mkdtwl,0.0,0.0,0.14,0.0,0.0,0.53,0.0,0.0,0.31,0.0,5
mkmb1w,0.01,0.08,0.09,0.03,0.05,0.28,0.01,0.21,0.25,0.0,5
mkmrle,0.0,0.07,0.09,0.35,0.0,0.0,0.0,0.09,0.39,0.0,8
mkpqod,0.31,0.0,0.28,0.0,0.0,0.26,0.13,0.0,0.0,0.0,0
mkqxnm,0.09,0.04,0.0,0.0,0.13,0.43,0.03,0.0,0.0,0.28,5
mkrwy2,0.0,0.04,0.34,0.0,0.0,0.05,0.23,0.0,0.08,0.25,2
mksze5,0.0,0.01,0.0,0.05,0.16,0.28,0.0,0.2,0.29,0.0,8
mktynb,0.0,0.32,0.14,0.0,0.0,0.16,0.0,0.37,0.0,0.0,7
mkz00c,0.0,0.0,0.15,0.0,0.5,0.0,0.0,0.0,0.32,0.0,4
mkzov6,0.0,0.04,0.0,0.0,0.0,0.0,0.1,0.46,0.39,0.0,7
ml0sh8,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.42,0.18,0.0,7
ml1f2c,0.0,0.0,0.0,0.0,0.0,0.62,0.25,0.0,0.12,0.0,5
ml1fx7,0.32,0.02,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.43,9
ml1qmb,0.78,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0
ml3x72,0.17,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.62,0.0,8
ml3ygf,0.1,0.07,0.0,0.0,0.07,0.16,0.0,0.19,0.41,0.0,8
ml8mjl,0.0,0.14,0.27,0.0,0.15,0.3,0.0,0.13,0.0,0.0,5
mlcp66,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.25,0.01,0.55,9
mld3n9,0.0,0.0,0.05,0.0,0.04,0.74,0.0,0.0,0.0,0.16,5
mlfmtt,0.19,0.06,0.22,0.0,0.06,0.26,0.0,0.15,0.06,0.0,5
mlfv0y,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.44,0.01,5
mlhr8i,0.0,0.0,0.28,0.0,0.0,0.0,0.3,0.06,0.0,0.34,9
mljnsz,0.42,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,4
mljv24,0.0,0.0,0.09,0.0,0.0,0.66,0.0,0.0,0.0,0.24,5
mlko78,0.05,0.28,0.1,0.0,0.0,0.0,0.0,0.55,0.0,0.0,7
mllgm0,0.31,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.33,0.21,8
mlmtev,0.06,0.0,0.0,0.0,0.71,0.21,0.0,0.0,0.0,0.0,4
mlmxyb,0.0,0.0,0.0,0.61,0.0,0.37,0.0,0.0,0.0,0.0,3
mln55p,0.36,0.01,0.01,0.21,0.01,0.01,0.01,0.39,0.01,0.01,7
mlodie,0.05,0.0,0.0,0.0,0.28,0.18,0.16,0.1,0.22,0.0,4
mlosdc,0.18,0.0,0.56,0.0,0.0,0.0,0.13,0.0,0.0,0.11,2
mlpdl9,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.12,0.5,0.0,8
mlqns3,0.0,0.0,0.26,0.0,0.0,0.0,0.08,0.0,0.0,0.65,9
mlqyji,0.02,0.02,0.02,0.61,0.02,0.02,0.02,0.02,0.02,0.26,3
mlt891,0.0,0.0,0.0,0.0,0.33,0.0,0.12,0.52,0.0,0.0,7
mlv3se,0.01,0.01,0.01,0.01,0.01,0.55,0.01,0.01,0.41,0.01,5
mlwkpn,0.0,0.0,0.25,0.03,0.15,0.26,0.22,0.0,0.0,0.09,5
mlx26l,0.0,0.0,0.0,0.0,0.14,0.31,0.54,0.0,0.0,0.0,6
mlxddg,0.0,0.0,0.39,0.1,0.0,0.0,0.34,0.0,0.16,0.0,2
mlz234,0.12,0.0,0.22,0.0,0.07,0.0,0.0,0.0,0.0,0.58,9
mm2xgf,0.0,0.0,0.29,0.33,0.0,0.0,0.0,0.19,0.17,0.0,3
mm4rku,0.34,0.01,0.01,0.28,0.01,0.01,0.01,0.16,0.01,0.2,0
mm6ajn,0.0,0.06,0.14,0.05,0.31,0.0,0.0,0.17,0.05,0.22,4
mm8ar3,0.0,0.0,0.0,0.0,0.07,0.85,0.06,0.0,0.0,0.0,5
mmaqtv,0.0,0.0,0.0,0.0,0.36,0.62,0.0,0.0,0.0,0.0,5
mmc8ah,0.0,0.0,0.0,0.0,0.15,0.0,0.18,0.0,0.5,0.15,8
mmdxp5,0.07,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.49,9
mmf22q,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.7,9
mmfanv,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.11,0.44,0.12,8
mmgkrl,0.0,0.0,0.09,0.0,0.35,0.0,0.0,0.18,0.37,0.0,8
mmif7j,0.05,0.0,0.0,0.05,0.0,0.16,0.0,0.0,0.73,0.0,8
mmiv0q,0.0,0.19,0.16,0.04,0.52,0.0,0.0,0.0,0.08,0.0,4
mmjxcf,0.0,0.0,0.04,0.05,0.19,0.09,0.15,0.3,0.17,0.0,7
mmnywe,0.49,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0
mmquky,0.0,0.0,0.0,0.14,0.47,0.0,0.0,0.36,0.0,0.0,4
mmri7m,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
mmt19e,0.0,0.09,0.02,0.05,0.06,0.0,0.11,0.13,0.54,0.0,8
mmtyay,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.65,0.01,8
mmuiyx,0.41,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,5
mmwt8i,0.0,0.37,0.0,0.0,0.0,0.0,0.16,0.21,0.0,0.23,1
mmx07v,0.0,0.0,0.29,0.0,0.43,0.0,0.18,0.0,0.08,0.0,4
mmxjv4,0.0,0.06,0.0,0.1,0.24,0.25,0.17,0.17,0.0,0.0,5
mmxk0x,0.07,0.03,0.0,0.15,0.43,0.2,0.12,0.0,0.0,0.0,4
mmxzx8,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.16,0.0,0.44,9
mmy3co,0.04,0.0,0.0,0.48,0.0,0.0,0.0,0.23,0.24,0.0,3
mmz1lm,0.28,0.01,0.64,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
mmz528,0.18,0.18,0.0,0.0,0.11,0.0,0.17,0.34,0.0,0.0,7
mn15fu,0.0,0.28,0.26,0.09,0.0,0.2,0.0,0.16,0.0,0.0,1
mn35sv,0.24,0.03,0.05,0.18,0.0,0.5,0.0,0.0,0.0,0.0,5
mn4eom,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.08,0.75,0.0,8
mn4o9u,0.25,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.55,9
mn6neb,0.0,0.0,0.26,0.0,0.0,0.0,0.27,0.0,0.45,0.0,8
mn6yx7,0.0,0.06,0.27,0.0,0.39,0.0,0.18,0.0,0.0,0.09,4
mn79mf,0.03,0.0,0.0,0.33,0.36,0.0,0.2,0.07,0.0,0.0,4
mn7qwk,0.0,0.0,0.38,0.0,0.0,0.0,0.25,0.34,0.0,0.0,2
mn7w2h,0.46,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.34,0
mn7wdq,0.13,0.0,0.0,0.0,0.33,0.3,0.0,0.0,0.23,0.0,4
mn8wus,0.07,0.04,0.14,0.15,0.0,0.43,0.0,0.16,0.0,0.0,5
mn9yhf,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,5
mnbigd,0.0,0.0,0.0,0.3,0.22,0.0,0.11,0.21,0.16,0.0,3
mnbyy6,0.0,0.0,0.0,0.51,0.19,0.0,0.29,0.0,0.0,0.0,3
mnd1jq,0.07,0.0,0.13,0.0,0.0,0.39,0.0,0.05,0.0,0.35,5
mnf90k,0.0,0.0,0.0,0.0,0.0,0.14,0.24,0.34,0.25,0.0,7
mnnalj,0.0,0.0,0.0,0.37,0.56,0.0,0.0,0.07,0.0,0.0,4
mnpauw,0.06,0.0,0.0,0.15,0.22,0.35,0.04,0.0,0.0,0.18,5
mnqurk,0.0,0.11,0.0,0.0,0.0,0.33,0.0,0.46,0.1,0.0,7
mqovp5,0.0,0.0,0.0,0.03,0.64,0.0,0.0,0.0,0.32,0.0,4
mqqrr6,0.0,0.06,0.0,0.0,0.0,0.0,0.13,0.74,0.05,0.0,7
mqrfp1,0.0,0.07,0.14,0.1,0.0,0.05,0.08,0.22,0.0,0.35,9
mqtqdp,0.21,0.0,0.0,0.0,0.05,0.0,0.13,0.11,0.18,0.32,9
mqw3t3,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46,0.26,8
mqwd52,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.3,0.63,0.0,8
mqwrc3,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,7
mqxon7,0.0,0.0,0.0,0.19,0.0,0.43,0.0,0.37,0.0,0.0,5
mqyftk,0.0,0.0,0.0,0.1,0.6,0.14,0.0,0.0,0.0,0.15,4
mqyzay,0.0,0.04,0.0,0.03,0.08,0.62,0.0,0.0,0.13,0.1,5
mqz3ay,0.0,0.1,0.0,0.15,0.11,0.27,0.16,0.14,0.0,0.05,5
mqzqcz,0.0,0.0,0.19,0.09,0.0,0.21,0.0,0.1,0.41,0.0,8
mr0zu5,0.0,0.0,0.0,0.16,0.0,0.28,0.0,0.08,0.33,0.14,8
mr2mmb,0.07,0.0,0.0,0.0,0.47,0.0,0.23,0.23,0.0,0.0,4
mr2sf1,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,0.01,0.01,5
mr64q7,0.07,0.02,0.0,0.0,0.41,0.49,0.0,0.0,0.0,0.0,5
mr6ztz,0.19,0.06,0.19,0.0,0.0,0.17,0.05,0.16,0.0,0.17,0
mr94df,0.0,0.05,0.0,0.0,0.41,0.0,0.0,0.0,0.53,0.0,8
mr9n71,0.37,0.0,0.16,0.0,0.0,0.44,0.0,0.0,0.0,0.0,5
mrbapw,0.0,0.07,0.0,0.18,0.27,0.0,0.0,0.09,0.38,0.0,8
mrc0iy,0.01,0.01,0.01,0.42,0.01,0.01,0.16,0.01,0.38,0.01,3
mrez7t,0.26,0.0,0.12,0.0,0.2,0.0,0.0,0.0,0.0,0.41,9
mrg3e5,0.1,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.16,0.07,5
mrizc3,0.0,0.05,0.09,0.0,0.56,0.14,0.1,0.0,0.0,0.06,4
mrjb2b,0.09,0.0,0.36,0.0,0.29,0.0,0.08,0.16,0.0,0.0,2
mrjne6,0.6,0.01,0.01,0.1,0.01,0.24,0.01,0.01,0.01,0.01,0
