,t0 help,t1 control,t2 want,t3 symptom,t4 ultrasound,t5 nt,t6 ovary,t7 bleeding,t8 bad,t9 surgery,dominant_topic
63fikm,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.21,0.23,2
63n9ps,0.0,0.0,0.12,0.0,0.44,0.11,0.0,0.0,0.28,0.05,4
63ytab,0.08,0.02,0.0,0.04,0.16,0.39,0.0,0.0,0.31,0.0,5
64akt7,0.11,0.0,0.0,0.0,0.19,0.4,0.0,0.0,0.28,0.0,5
64p8dk,0.03,0.0,0.0,0.0,0.15,0.4,0.12,0.0,0.14,0.16,5
655gq9,0.0,0.04,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.36,2
65o0jh,0.0,0.03,0.0,0.0,0.27,0.41,0.0,0.0,0.28,0.0,5
65pjck,0.0,0.0,0.2,0.0,0.0,0.25,0.06,0.14,0.19,0.17,5
65skcs,0.0,0.0,0.0,0.17,0.0,0.0,0.13,0.29,0.14,0.26,7
65yugg,0.02,0.02,0.26,0.61,0.02,0.02,0.02,0.02,0.02,0.02,3
666s32,0.0,0.15,0.2,0.0,0.0,0.43,0.02,0.08,0.0,0.13,5
66crem,0.17,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.76,0.0,8
66ozzp,0.07,0.0,0.24,0.0,0.0,0.0,0.31,0.06,0.14,0.18,6
66ufqn,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,6
67bivw,0.0,0.17,0.0,0.27,0.0,0.15,0.17,0.0,0.22,0.0,3
68by6q,0.0,0.0,0.0,0.26,0.0,0.0,0.2,0.0,0.23,0.29,9
6936v0,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.43,0.01,0.39,7
694o36,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01,8
698ckk,0.15,0.0,0.13,0.0,0.41,0.0,0.0,0.24,0.06,0.0,4
69jrkw,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.33,0.0,0.49,9
69mcf1,0.0,0.01,0.06,0.0,0.46,0.03,0.0,0.15,0.24,0.04,4
69o7p1,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.32,0.49,0.0,8
69roow,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.51,0.25,8
69t7gg,0.0,0.0,0.28,0.13,0.0,0.0,0.17,0.0,0.0,0.39,9
69ukux,0.03,0.04,0.12,0.0,0.0,0.31,0.12,0.36,0.0,0.0,7
6a2nwa,0.28,0.0,0.35,0.0,0.0,0.0,0.24,0.0,0.0,0.1,2
6a2wne,0.17,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0.18,5
6a5me8,0.0,0.13,0.3,0.14,0.0,0.13,0.0,0.09,0.14,0.08,2
6ael98,0.18,0.36,0.0,0.11,0.0,0.16,0.0,0.0,0.0,0.18,1
6ax83h,0.0,0.13,0.0,0.0,0.31,0.16,0.17,0.0,0.16,0.07,4
6b97dd,0.01,0.14,0.01,0.16,0.01,0.37,0.1,0.21,0.01,0.01,5
6bkri3,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.6,0.0,0.0,7
6bpca3,0.35,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.26,0.0,2
6bqmy4,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.34,0.49,0.08,8
6bqubd,0.0,0.0,0.13,0.0,0.36,0.0,0.0,0.47,0.0,0.03,7
6btq56,0.19,0.01,0.36,0.01,0.01,0.01,0.1,0.01,0.32,0.01,2
6bz4jl,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.01,0.43,0.01,3
6c4lrk,0.0,0.0,0.0,0.0,0.0,0.27,0.18,0.0,0.0,0.53,9
6c5bxz,0.0,0.0,0.09,0.0,0.19,0.17,0.12,0.43,0.0,0.0,7
6c8s4q,0.05,0.14,0.0,0.08,0.16,0.0,0.3,0.26,0.0,0.0,6
6cir66,0.07,0.06,0.12,0.04,0.5,0.0,0.0,0.14,0.06,0.0,4
6cmm3c,0.0,0.0,0.06,0.0,0.0,0.26,0.0,0.45,0.22,0.0,7
6cqnn9,0.06,0.04,0.05,0.02,0.0,0.24,0.05,0.08,0.45,0.0,8
6cup81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.53,0.04,8
6de5zk,0.0,0.04,0.0,0.24,0.32,0.1,0.0,0.0,0.22,0.07,4
6di5nk,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.25,0.18,3
6dprlf,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.4,0.01,7
6dtwtw,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,8
6dw106,0.04,0.0,0.12,0.05,0.0,0.26,0.0,0.0,0.53,0.0,8
6dxhqp,0.0,0.0,0.0,0.42,0.0,0.0,0.27,0.0,0.29,0.0,3
6e9366,0.0,0.0,0.0,0.24,0.0,0.27,0.0,0.0,0.25,0.23,5
6ebb6i,0.0,0.12,0.0,0.0,0.0,0.19,0.06,0.42,0.0,0.2,7
6eopvr,0.0,0.04,0.0,0.24,0.0,0.0,0.0,0.4,0.0,0.3,7
6euupc,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,5
6evknr,0.09,0.05,0.0,0.0,0.13,0.08,0.11,0.25,0.29,0.0,8
6f67xf,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.42,5
6fgcxs,0.0,0.08,0.0,0.0,0.28,0.38,0.05,0.04,0.17,0.0,5
6fi3pe,0.15,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.51,9
6fpijc,0.04,0.03,0.0,0.0,0.31,0.15,0.05,0.0,0.0,0.41,9
6fv37z,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.33,0.38,0.0,8
6fyepc,0.36,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6fzjdi,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.11,5
6gci81,0.06,0.09,0.0,0.0,0.0,0.15,0.0,0.04,0.56,0.1,8
6gq9ib,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.54,0.0,8
6gsr82,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.19,0.33,0.24,8
6gsw59,0.01,0.01,0.01,0.72,0.01,0.01,0.21,0.01,0.01,0.01,3
6h14pe,0.0,0.18,0.68,0.0,0.0,0.0,0.0,0.12,0.0,0.0,2
6h1cdr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,8
6h7rz5,0.4,0.0,0.15,0.0,0.0,0.41,0.0,0.0,0.0,0.0,5
6hx5ui,0.15,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.48,0.0,8
6i2j07,0.48,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46,0.01,0
6i8izy,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.72,0.01,8
6i93sv,0.45,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0
6ieq9k,0.0,0.06,0.17,0.0,0.05,0.39,0.0,0.09,0.21,0.04,5
6if6vr,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.45,0.01,0.01,3
6ihbe1,0.22,0.01,0.74,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
6iy304,0.0,0.3,0.0,0.0,0.0,0.13,0.0,0.46,0.0,0.09,7
6j0z31,0.0,0.03,0.05,0.0,0.24,0.48,0.09,0.08,0.0,0.04,5
6jky86,0.0,0.0,0.06,0.13,0.0,0.0,0.0,0.23,0.3,0.27,8
6jwkor,0.28,0.01,0.27,0.01,0.01,0.01,0.01,0.41,0.01,0.01,7
6jy4zz,0.0,0.0,0.1,0.28,0.05,0.0,0.08,0.18,0.25,0.06,3
6k4gjh,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.19,8
6k6fmq,0.01,0.06,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.58,9
6l064n,0.11,0.06,0.14,0.0,0.0,0.15,0.2,0.34,0.0,0.0,7
6l7nmb,0.0,0.03,0.18,0.13,0.21,0.07,0.07,0.19,0.11,0.0,4
6lhncw,0.0,0.0,0.0,0.31,0.0,0.22,0.0,0.0,0.45,0.0,8
6lomd5,0.09,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6mbwzu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,9
6md7zf,0.0,0.08,0.0,0.0,0.0,0.11,0.01,0.42,0.0,0.39,7
6mk745,0.0,0.13,0.35,0.17,0.0,0.0,0.11,0.06,0.0,0.19,2
6mwh5b,0.0,0.02,0.13,0.07,0.0,0.45,0.07,0.0,0.0,0.26,5
6mwo6p,0.0,0.0,0.0,0.0,0.18,0.26,0.17,0.0,0.37,0.0,8
6neitp,0.11,0.0,0.0,0.0,0.33,0.0,0.0,0.31,0.24,0.0,4
6norc6,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,8
6o4yhz,0.01,0.01,0.64,0.01,0.01,0.01,0.01,0.01,0.32,0.01,2
6od0af,0.0,0.0,0.0,0.19,0.51,0.19,0.0,0.0,0.1,0.0,4
6ojzkt,0.0,0.22,0.62,0.0,0.0,0.0,0.13,0.0,0.0,0.0,2
6onog6,0.16,0.01,0.01,0.12,0.01,0.01,0.01,0.67,0.01,0.01,7
6p3bpu,0.09,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.28,0.0,5
6p49b3,0.0,0.0,0.0,0.0,0.0,0.67,0.3,0.0,0.0,0.0,5
6pcfdv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,8
6pe1my,0.0,0.0,0.36,0.13,0.0,0.17,0.32,0.0,0.0,0.0,2
6qasgy,0.0,0.0,0.17,0.0,0.0,0.45,0.34,0.0,0.03,0.0,5
6qhkjq,0.0,0.1,0.0,0.26,0.0,0.19,0.3,0.0,0.0,0.14,6
6r7e4q,0.0,0.11,0.24,0.11,0.36,0.17,0.0,0.0,0.0,0.0,4
6rd1pu,0.0,0.0,0.37,0.0,0.0,0.0,0.15,0.0,0.23,0.24,2
6ru0jx,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
6ruced,0.0,0.0,0.34,0.0,0.0,0.23,0.0,0.21,0.0,0.22,2
6sgo5s,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01,8
6sgylo,0.06,0.0,0.0,0.07,0.23,0.15,0.21,0.13,0.14,0.0,4
6shdsc,0.11,0.09,0.57,0.0,0.0,0.0,0.0,0.11,0.0,0.11,2
6t5cm1,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.28,0.43,0.0,8
6t85o1,0.06,0.02,0.0,0.05,0.0,0.18,0.0,0.27,0.17,0.25,7
6t9yll,0.16,0.0,0.0,0.0,0.23,0.59,0.0,0.0,0.0,0.0,5
6u5to3,0.0,0.04,0.0,0.0,0.0,0.39,0.22,0.18,0.0,0.17,5
6ulykj,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
6usuod,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,8
6uvfpy,0.01,0.01,0.24,0.01,0.01,0.01,0.71,0.01,0.01,0.01,6
6v08ye,0.0,0.0,0.0,0.4,0.0,0.21,0.3,0.09,0.0,0.0,3
6vybct,0.18,0.01,0.01,0.78,0.01,0.01,0.01,0.01,0.01,0.01,3
6w2tyi,0.0,0.14,0.09,0.14,0.13,0.05,0.16,0.29,0.0,0.0,7
6wtkn3,0.0,0.0,0.0,0.05,0.0,0.09,0.32,0.0,0.18,0.34,9
6wvfg6,0.0,0.03,0.0,0.0,0.19,0.23,0.0,0.0,0.55,0.0,8
6wwnfc,0.01,0.01,0.28,0.01,0.27,0.01,0.01,0.01,0.42,0.01,8
6xqdhc,0.0,0.0,0.0,0.0,0.29,0.19,0.51,0.0,0.0,0.0,6
6y0nuz,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.92,0.0,8
6yd7qx,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.28,0.0,0.04,4
6yhl8m,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.56,9
6ym7rb,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.43,0.0,5
6ys6ye,0.47,0.0,0.07,0.06,0.0,0.0,0.0,0.39,0.0,0.0,0
6z304w,0.23,0.0,0.11,0.38,0.0,0.18,0.0,0.0,0.0,0.1,3
6zczhs,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,5
6zd55o,0.0,0.0,0.0,0.0,0.21,0.31,0.0,0.16,0.0,0.3,5
6zeh5l,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.77,0.0,0.0,7
70bl8l,0.33,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,1
70t8hr,0.0,0.0,0.27,0.0,0.0,0.28,0.0,0.0,0.0,0.43,9
70tlxm,0.06,0.05,0.27,0.17,0.05,0.0,0.0,0.3,0.11,0.0,7
70uitt,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.42,0.28,8
70wfks,0.05,0.0,0.0,0.1,0.17,0.0,0.19,0.28,0.22,0.0,7
70yv9u,0.0,0.0,0.06,0.0,0.0,0.28,0.0,0.09,0.57,0.0,8
714rfi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01,8
71w16s,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.18,0.0,0.53,9
72zsld,0.01,0.01,0.35,0.01,0.48,0.01,0.01,0.01,0.01,0.13,4
736t6y,0.0,0.0,0.0,0.23,0.39,0.13,0.0,0.16,0.0,0.07,4
73yfxc,0.04,0.19,0.08,0.0,0.0,0.18,0.05,0.27,0.19,0.0,7
742meu,0.13,0.0,0.26,0.13,0.16,0.0,0.14,0.16,0.0,0.0,2
744vws,0.0,0.16,0.0,0.17,0.11,0.23,0.0,0.13,0.12,0.07,5
74qm5m,0.11,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.65,0.0,8
74tt7o,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.51,0.37,0.0,7
74uaf5,0.0,0.04,0.0,0.0,0.39,0.09,0.0,0.07,0.41,0.0,8
75be1v,0.36,0.18,0.0,0.0,0.0,0.19,0.25,0.0,0.0,0.0,0
75prf8,0.47,0.0,0.2,0.0,0.08,0.24,0.0,0.0,0.0,0.0,0
75pwee,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.13,8
76cltj,0.15,0.0,0.32,0.0,0.0,0.0,0.0,0.15,0.37,0.0,8
76g2rc,0.0,0.0,0.15,0.17,0.0,0.0,0.0,0.0,0.66,0.0,8
76imzz,0.0,0.14,0.0,0.12,0.0,0.0,0.08,0.29,0.36,0.0,8
76klz9,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0.51,9
76qklr,0.0,0.07,0.19,0.15,0.0,0.07,0.0,0.1,0.4,0.0,8
77d08v,0.06,0.0,0.28,0.0,0.13,0.0,0.19,0.0,0.0,0.32,9
77kgvw,0.12,0.0,0.0,0.0,0.08,0.38,0.0,0.11,0.0,0.31,5
77ymmz,0.0,0.09,0.0,0.42,0.15,0.0,0.0,0.18,0.15,0.0,3
7832t9,0.18,0.16,0.2,0.0,0.0,0.16,0.0,0.19,0.09,0.03,2
78avbd,0.01,0.01,0.01,0.44,0.01,0.01,0.01,0.01,0.48,0.01,8
78icnm,0.0,0.11,0.07,0.16,0.0,0.0,0.0,0.58,0.07,0.0,7
78jntg,0.19,0.0,0.0,0.0,0.04,0.1,0.35,0.0,0.0,0.31,6
793r7g,0.0,0.04,0.0,0.25,0.42,0.22,0.0,0.0,0.07,0.0,4
797rnw,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.29,0.0,6
797xiw,0.06,0.23,0.26,0.0,0.0,0.12,0.31,0.0,0.0,0.0,6
79iqsi,0.04,0.0,0.34,0.0,0.49,0.0,0.0,0.12,0.0,0.0,4
79l5zp,0.0,0.13,0.05,0.01,0.0,0.45,0.15,0.15,0.0,0.06,5
79prhr,0.0,0.03,0.32,0.0,0.35,0.25,0.0,0.05,0.0,0.0,4
7a8m3k,0.01,0.01,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.01,3
7amvhh,0.0,0.0,0.0,0.04,0.25,0.35,0.0,0.0,0.0,0.36,9
7ausnv,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,7
7b4cth,0.0,0.0,0.17,0.0,0.0,0.41,0.0,0.0,0.39,0.03,5
7b8lym,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.25,0.2,5
7bdwed,0.0,0.0,0.0,0.0,0.31,0.27,0.0,0.13,0.28,0.0,4
7bgb38,0.0,0.0,0.0,0.43,0.0,0.0,0.06,0.0,0.49,0.0,8
7bgzst,0.0,0.0,0.35,0.04,0.0,0.43,0.0,0.0,0.0,0.17,5
7c2ytx,0.0,0.03,0.0,0.41,0.0,0.0,0.23,0.19,0.0,0.12,3
7c4wlx,0.21,0.04,0.16,0.0,0.05,0.1,0.0,0.0,0.36,0.08,8
7cdko5,0.31,0.03,0.27,0.07,0.0,0.0,0.0,0.08,0.13,0.12,0
7ckb5w,0.0,0.02,0.07,0.0,0.0,0.18,0.0,0.0,0.72,0.0,8
7ckjyk,0.0,0.0,0.0,0.0,0.0,0.23,0.17,0.0,0.0,0.59,9
7cm8g6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.69,9
7d2em4,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.44,0.34,8
7d9nzd,0.0,0.09,0.11,0.06,0.19,0.09,0.3,0.16,0.0,0.0,6
7drobn,0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.4,9
7dsr08,0.0,0.07,0.2,0.0,0.68,0.03,0.0,0.0,0.0,0.0,4
7fqh8e,0.0,0.06,0.26,0.0,0.0,0.0,0.66,0.0,0.0,0.0,6
7fv9uf,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.27,0.01,0.01,3
7g9il4,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.77,0.01,8
7g9ugm,0.0,0.07,0.0,0.0,0.2,0.26,0.37,0.09,0.0,0.0,6
7gi91a,0.0,0.29,0.11,0.0,0.36,0.0,0.12,0.11,0.0,0.0,4
7h1pqa,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.53,9
7h7b6e,0.0,0.03,0.12,0.0,0.0,0.34,0.0,0.0,0.49,0.0,8
7hdv63,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.38,0.51,9
7hfngo,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.24,0.35,0.1,8
7hk8i3,0.0,0.0,0.0,0.05,0.0,0.51,0.0,0.0,0.0,0.43,5
7hs92g,0.0,0.0,0.29,0.25,0.09,0.35,0.0,0.0,0.0,0.0,5
7i8y7t,0.24,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.3,0.38,9
7ii3zs,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.66,9
7il565,0.0,0.05,0.42,0.0,0.0,0.0,0.0,0.51,0.0,0.0,7
7irzly,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.66,0.0,8
7iu15h,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.14,0.69,9
7jug3b,0.01,0.24,0.01,0.3,0.01,0.01,0.01,0.42,0.01,0.01,7
7kk4ug,0.0,0.0,0.12,0.0,0.53,0.15,0.0,0.19,0.0,0.0,4
7ktpbq,0.0,0.0,0.07,0.0,0.47,0.3,0.0,0.15,0.0,0.0,4
7l4ft7,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.41,0.12,0.15,7
7l6ak4,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.49,9
7l9xuk,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.74,0.0,8
7ldjx5,0.0,0.0,0.0,0.0,0.0,0.42,0.13,0.0,0.44,0.0,8
7lhxyo,0.14,0.01,0.18,0.01,0.58,0.01,0.01,0.01,0.01,0.01,4
7lor0k,0.0,0.01,0.0,0.0,0.0,0.51,0.14,0.0,0.34,0.0,5
7lumm8,0.0,0.0,0.0,0.0,0.26,0.2,0.07,0.0,0.23,0.23,4
7lwy93,0.08,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.32,0.0,5
7m2dzr,0.0,0.02,0.0,0.13,0.0,0.0,0.07,0.7,0.0,0.07,7
7mnsbi,0.0,0.02,0.05,0.0,0.04,0.4,0.0,0.05,0.34,0.1,5
7nilcb,0.0,0.03,0.1,0.0,0.0,0.42,0.18,0.27,0.0,0.0,5
7nlmm5,0.0,0.07,0.0,0.0,0.0,0.71,0.0,0.08,0.13,0.0,5
7nryfv,0.0,0.0,0.13,0.0,0.14,0.0,0.34,0.0,0.15,0.22,6
7ntd9s,0.0,0.06,0.23,0.0,0.0,0.14,0.0,0.06,0.33,0.16,8
7o1f1m,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.55,0.09,0.19,7
7o8ttm,0.51,0.27,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0
7ojj5k,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.77,0.01,8
7ooadi,0.1,0.09,0.0,0.0,0.06,0.41,0.02,0.21,0.05,0.06,5
7otm9z,0.0,0.06,0.0,0.0,0.0,0.0,0.32,0.36,0.18,0.07,7
7otqe9,0.0,0.03,0.0,0.0,0.23,0.21,0.0,0.38,0.14,0.0,7
7ovqkw,0.0,0.16,0.0,0.0,0.0,0.0,0.24,0.3,0.22,0.06,7
7ow5k5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.67,0.01,8
7p2fma,0.0,0.04,0.11,0.12,0.0,0.18,0.1,0.44,0.0,0.0,7
7pg0zf,0.78,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0
7pl8hg,0.0,0.0,0.0,0.0,0.3,0.44,0.0,0.15,0.1,0.0,5
7pppdb,0.0,0.1,0.42,0.0,0.04,0.0,0.0,0.43,0.0,0.0,7
7prf7k,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,4
7psw78,0.0,0.06,0.15,0.0,0.18,0.15,0.06,0.0,0.39,0.0,8
7pv259,0.37,0.0,0.17,0.09,0.11,0.0,0.07,0.03,0.0,0.15,0
7q0igs,0.16,0.0,0.32,0.0,0.44,0.07,0.0,0.0,0.0,0.0,4
7qjtnr,0.0,0.04,0.09,0.04,0.31,0.23,0.07,0.17,0.05,0.0,4
7qxgpe,0.07,0.0,0.0,0.15,0.09,0.0,0.0,0.08,0.59,0.0,8
7r6mgq,0.01,0.1,0.42,0.01,0.01,0.01,0.01,0.01,0.33,0.12,2
7r6o4o,0.16,0.0,0.0,0.46,0.0,0.0,0.0,0.35,0.0,0.0,3
7s1xag,0.04,0.0,0.0,0.07,0.05,0.0,0.0,0.23,0.62,0.0,8
7s4o0r,0.0,0.0,0.44,0.0,0.09,0.31,0.15,0.0,0.0,0.0,2
7sb7bc,0.1,0.1,0.11,0.0,0.04,0.21,0.23,0.21,0.0,0.0,6
7sf6mk,0.0,0.0,0.0,0.0,0.22,0.0,0.43,0.07,0.0,0.28,6
7sjypn,0.0,0.07,0.15,0.0,0.0,0.78,0.0,0.0,0.0,0.0,5
7ssfs8,0.0,0.18,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,6
7symwy,0.0,0.18,0.0,0.0,0.44,0.0,0.0,0.0,0.38,0.0,4
7syvk4,0.2,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.21,0.0,5
7t0a1h,0.32,0.01,0.5,0.08,0.01,0.01,0.01,0.01,0.01,0.07,2
7t0ew8,0.25,0.09,0.0,0.0,0.0,0.0,0.19,0.14,0.0,0.31,9
7t2u2b,0.28,0.21,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
7tpwi7,0.0,0.0,0.0,0.29,0.38,0.13,0.19,0.0,0.0,0.0,4
7tt9ru,0.0,0.0,0.22,0.0,0.48,0.0,0.0,0.29,0.0,0.0,4
7tx0y1,0.0,0.0,0.06,0.0,0.0,0.56,0.17,0.02,0.0,0.19,5
7u1wfg,0.0,0.08,0.0,0.27,0.29,0.0,0.0,0.12,0.23,0.0,4
7uixdu,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.77,0.0,0.05,7
7uk9f8,0.08,0.0,0.19,0.0,0.0,0.49,0.0,0.0,0.21,0.04,5
7uqz9g,0.0,0.21,0.11,0.09,0.0,0.0,0.0,0.59,0.0,0.0,7
7uuve8,0.0,0.0,0.0,0.0,0.32,0.0,0.26,0.0,0.0,0.4,9
7v2unf,0.0,0.0,0.0,0.0,0.22,0.15,0.0,0.48,0.14,0.0,7
7v3s8a,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
7v70gs,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.45,0.27,0.11,7
7vrm44,0.0,0.04,0.0,0.0,0.09,0.22,0.17,0.33,0.15,0.0,7
7vs8xj,0.01,0.01,0.01,0.26,0.01,0.16,0.01,0.01,0.55,0.01,8
7vwdhe,0.0,0.13,0.0,0.0,0.32,0.07,0.0,0.47,0.0,0.0,7
7vyfsg,0.12,0.0,0.18,0.12,0.29,0.1,0.0,0.19,0.0,0.0,4
7vzkmr,0.2,0.19,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.53,9
7w0b4t,0.01,0.01,0.01,0.01,0.01,0.49,0.44,0.01,0.01,0.01,5
7w1r40,0.0,0.0,0.0,0.0,0.0,0.29,0.14,0.0,0.0,0.55,9
7w3h98,0.0,0.0,0.2,0.0,0.29,0.0,0.49,0.0,0.0,0.0,6
7w3ian,0.15,0.33,0.48,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
7w87uf,0.0,0.0,0.0,0.0,0.29,0.55,0.15,0.0,0.0,0.0,5
7wa55i,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.62,0.0,8
7wgzvj,0.08,0.0,0.05,0.0,0.0,0.52,0.0,0.0,0.1,0.24,5
7wnw28,0.0,0.0,0.35,0.0,0.11,0.28,0.0,0.26,0.0,0.0,2
7wsea8,0.64,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0
7wvuby,0.07,0.05,0.28,0.0,0.0,0.08,0.0,0.04,0.47,0.0,8
7wysgo,0.0,0.01,0.0,0.0,0.12,0.0,0.0,0.29,0.57,0.0,8
7x4c1p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.19,0.71,0.0,8
7xb7zc,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
7xdg75,0.06,0.2,0.15,0.0,0.21,0.22,0.0,0.0,0.0,0.15,5
7xftz7,0.0,0.0,0.0,0.0,0.23,0.49,0.0,0.0,0.2,0.07,5
7xk5y0,0.0,0.0,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.73,9
7xotux,0.01,0.16,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.69,9
7xovaa,0.27,0.0,0.0,0.25,0.0,0.0,0.32,0.14,0.0,0.0,6
7xvdy0,0.0,0.16,0.6,0.0,0.0,0.0,0.0,0.21,0.0,0.0,2
7xw94e,0.0,0.03,0.11,0.0,0.0,0.0,0.04,0.4,0.22,0.19,7
