,t0 pregnant,t1 amp,t2 help,t3 weight,t4 symptom,t5 ultrasound,t6 tissue,t7 surgery,t8 nt,t9 surgery,t10 experience,t11 back,t12 nt,t13 pill,t14 control,dominant_topic
nxkp6o,0.02,0.07,0.0,0.0,0.0,0.4,0.0,0.08,0.14,0.02,0.05,0.0,0.21,0.02,0.0,5
nxmlul,0.0,0.01,0.0,0.0,0.52,0.29,0.0,0.0,0.11,0.0,0.0,0.03,0.0,0.02,0.0,4
nxn0an,0.0,0.0,0.0,0.0,0.08,0.09,0.08,0.17,0.33,0.0,0.0,0.12,0.0,0.06,0.07,8
nxn1kt,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,11
nxqsxv,0.0,0.02,0.0,0.0,0.37,0.0,0.0,0.0,0.28,0.0,0.04,0.29,0.0,0.0,0.0,4
nxr0q5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.22,0.27,0.0,0.0,0.0,0.0,0.0,7
nxre1d,0.02,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.19,0.0,5
nxtstx,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.35,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4
nxtuhv,0.07,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.26,12
nxvfkm,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.32,0.29,0.0,0.0,0.0,0.14,9
nxw1er,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
nxxmof,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.34,0.0,0.0,0.0,0.0,9
ny2xa0,0.0,0.0,0.1,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,10
ny46ve,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.41,0.0,0.0,8
ny8fcy,0.0,0.0,0.07,0.0,0.33,0.17,0.0,0.08,0.0,0.14,0.0,0.0,0.0,0.0,0.21,4
nycjr6,0.05,0.0,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.26,0.28,0.0,0.0,0.0,0.0,10
nyix37,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,9
nykw3f,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.27,0.0,9
nylc6o,0.0,0.0,0.31,0.0,0.13,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.14,0.0,9
nylpbl,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.32,0.31,5
nymm62,0.0,0.0,0.07,0.04,0.0,0.0,0.0,0.0,0.22,0.08,0.0,0.13,0.44,0.0,0.0,12
nyn8r6,0.02,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,5
nyohaf,0.0,0.0,0.09,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.13,0.0,0.0,0.0,0.26,14
nyohrl,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.36,0.0,0.0,0.32,0.09,10
nyoows,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.53,0.08,0.0,0.0,0.0,0.08,9
nysovz,0.0,0.13,0.0,0.0,0.37,0.0,0.03,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.29,4
nyvjre,0.0,0.0,0.16,0.06,0.31,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.11,9
nyx2pw,0.03,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.19,0.0,4
nyygba,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.63,0.01,0.01,12
nz2awd,0.0,0.0,0.0,0.15,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,13
nz2q46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.23,12
nz2yz0,0.05,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.52,0.0,0.22,0.03,0.1,0.0,0.0,8
nz3j5u,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.46,0.01,0.01,0.01,0.01,0.01,9
nz72co,0.02,0.0,0.0,0.04,0.0,0.12,0.0,0.51,0.0,0.0,0.21,0.0,0.0,0.09,0.0,7
nz85zy,0.18,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.36,0.12,13
nz9c2a,0.0,0.0,0.0,0.0,0.0,0.5,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.18,0.23,5
nza2k4,0.25,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.01,9
nzaf15,0.01,0.01,0.22,0.17,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
nzcfz7,0.07,0.0,0.0,0.05,0.0,0.0,0.02,0.07,0.23,0.2,0.15,0.15,0.0,0.06,0.0,8
nzdaph,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.28,0.0,0.0,0.0,0.42,14
nzefd2,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.49,0.19,0.0,0.0,0.0,0.0,0.0,0.0,7
nzf8ty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.52,0.0,0.0,0.0,0.21,0.0,9
nzgqax,0.0,0.05,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.43,0.19,0.0,0.0,0.0,10
nzmjlu,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.07,0.0,2
nzof05,0.07,0.02,0.06,0.0,0.07,0.54,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.07,0.0,5
nzop8p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,10
nzpzre,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.29,0.0,0.15,0.0,0.51,0.0,0.0,12
nzqfh6,0.25,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.54,0.02,0.02,0.02,0.02,0.02,0.02,8
nzrpaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.06,0.55,0.0,0.13,12
nztmr5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,8
nzv553,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.42,0.0,13
nzwu60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.39,0.0,0.0,0.0,0.1,0.0,7
nzy05m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.38,0.0,0.0,0.0,0.2,7
nzyigz,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.1,0.0,0.66,0.0,0.18,0.0,0.0,0.0,9
nzyx0o,0.02,0.02,0.0,0.0,0.0,0.15,0.0,0.25,0.11,0.0,0.1,0.0,0.16,0.19,0.0,7
nzzbl6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.0,0.0,0.13,0.0,0.0,0.58,14
nzzj86,0.0,0.0,0.14,0.09,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.09,0.0,0.0,8
o036x7,0.0,0.0,0.0,0.02,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.29,0.11,0.0,0.26,11
o039ww,0.0,0.0,0.0,0.0,0.13,0.36,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.05,0.0,5
o03cx2,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
o03x8j,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
o06bba,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.48,0.0,0.0,0.24,0.0,0.0,9
o0849i,0.01,0.01,0.01,0.01,0.79,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,4
o0bt3g,0.0,0.0,0.1,0.04,0.53,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.13,4
o0fh3a,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.1,0.14,0.31,0.24,0.0,0.0,0.0,0.0,9
o0i8c5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,10
o0iz5j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.31,0.25,0.0,0.1,0.0,0.0,8
o0keu5,0.0,0.0,0.16,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,14
o0kv1u,0.0,0.0,0.0,0.0,0.13,0.18,0.0,0.0,0.0,0.0,0.07,0.09,0.28,0.12,0.14,12
o0mi7b,0.0,0.0,0.07,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,5
o0nilh,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42,5
o0obqf,0.02,0.0,0.0,0.02,0.12,0.0,0.01,0.0,0.0,0.05,0.0,0.62,0.16,0.0,0.0,11
o0p7p5,0.01,0.01,0.01,0.22,0.22,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
o0rpac,0.0,0.0,0.11,0.09,0.11,0.0,0.0,0.0,0.16,0.0,0.06,0.04,0.04,0.08,0.31,14
o0s0g1,0.0,0.0,0.0,0.01,0.23,0.14,0.0,0.11,0.05,0.0,0.0,0.0,0.3,0.02,0.13,12
o0sbw2,0.14,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.13,0.0,0.0,0.0,0.19,0.5,14
o0tepn,0.12,0.03,0.21,0.0,0.0,0.0,0.0,0.09,0.0,0.04,0.16,0.0,0.0,0.35,0.0,13
o0tfdm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.34,0.0,0.32,0.0,0.11,0.0,9
o0vels,0.0,0.0,0.0,0.0,0.47,0.3,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.04,0.0,4
o0womp,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.42,0.24,0.09,0.0,0.0,0.0,0.0,0.0,7
o0x92o,0.0,0.0,0.0,0.0,0.11,0.29,0.0,0.0,0.28,0.0,0.06,0.0,0.26,0.0,0.0,5
o10m97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.14,0.0,0.09,0.0,0.0,0.0,8
o10n9z,0.0,0.0,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.14,0.43,0.0,0.29,0.0,0.0,10
o12fdj,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,14
o155g5,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,5
o15ers,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,9
o1b6n3,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.04,0.0,12
o1bysc,0.0,0.0,0.0,0.0,0.06,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,5
o1cgoo,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.74,0.0,0.18,0.0,0.0,10
o1g3xb,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.35,5
o1gz71,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.37,0.14,0.0,0.21,0.06,0.0,0.07,8
o1ibvp,0.0,0.0,0.1,0.29,0.0,0.0,0.0,0.0,0.16,0.0,0.06,0.0,0.0,0.0,0.38,14
o1juur,0.0,0.0,0.05,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.24,4
o1lfzu,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.28,0.0,0.0,0.19,0.49,0.0,0.0,12
o1mn7y,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.6,0.0,0.0,12
o1n86w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.39,0.0,0.0,0.0,0.0,9
o1pbfx,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.27,0.0,0.17,0.0,7
o1pezn,0.02,0.02,0.02,0.27,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,6
o1s23i,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.11,0.0,0.17,0.0,0.13,0.38,0.0,0.0,12
o1szhc,0.1,0.0,0.0,0.0,0.3,0.0,0.03,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.33,14
o1u48u,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.19,0.31,0.0,0.0,9
o1vdfc,0.0,0.01,0.18,0.0,0.1,0.13,0.0,0.0,0.21,0.02,0.0,0.34,0.0,0.0,0.0,11
o1xtcs,0.0,0.0,0.0,0.0,0.39,0.14,0.0,0.24,0.0,0.0,0.0,0.11,0.11,0.0,0.0,4
o1y8vp,0.0,0.0,0.0,0.0,0.19,0.18,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.27,7
o1zkcq,0.06,0.0,0.0,0.26,0.32,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.0,0.11,0.0,4
o1zqn6,0.05,0.0,0.0,0.0,0.0,0.23,0.0,0.38,0.23,0.0,0.0,0.0,0.0,0.0,0.1,7
o201h0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.5,0.06,0.0,12
o205wz,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.07,0.28,0.0,0.0,8
o20oit,0.0,0.0,0.23,0.0,0.0,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,5
o212ff,0.0,0.0,0.13,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,4
o21q5e,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.25,0.0,0.0,0.51,0.0,0.0,0.0,0.0,10
o22q85,0.0,0.0,0.0,0.0,0.08,0.35,0.0,0.0,0.0,0.09,0.0,0.0,0.46,0.02,0.0,12
o245pq,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.28,0.19,0.0,0.0,0.0,0.0,0.13,0.0,5
o265q8,0.07,0.0,0.0,0.0,0.0,0.25,0.07,0.17,0.35,0.0,0.09,0.0,0.0,0.0,0.0,8
o26tg6,0.0,0.0,0.11,0.0,0.26,0.3,0.0,0.0,0.08,0.0,0.0,0.0,0.23,0.0,0.0,5
o27jfz,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.09,0.14,0.0,0.0,0.0,0.0,4
o29wtn,0.0,0.02,0.17,0.0,0.32,0.06,0.0,0.0,0.0,0.12,0.05,0.13,0.12,0.0,0.0,4
o2b739,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.32,0.01,0.01,9
o2ca23,0.0,0.0,0.05,0.0,0.27,0.34,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.04,0.0,5
o2erqb,0.1,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.01,0.01,0.18,0.01,2
o2f5qb,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.08,0.0,0.49,0.0,0.0,12
o2fby0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.42,0.41,13
o2inn2,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.58,0.0,0.0,0.0,11
o2lr2c,0.0,0.03,0.18,0.0,0.0,0.36,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.28,0.0,5
o2mnt5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.39,0.0,0.01,0.0,0.55,0.0,0.0,12
o2n6vw,0.0,0.0,0.17,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.41,0.0,0.12,0.0,11
o2nkyh,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.2,0.1,0.21,0.11,8
o2o5cf,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.33,0.0,0.0,0.0,0.0,8
o2pupu,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.23,0.2,0.0,0.14,0.0,0.19,0.0,8
o2tcmy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
o2u30e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.14,0.0,0.53,0.0,0.1,12
o2y2i8,0.0,0.0,0.22,0.0,0.0,0.35,0.0,0.24,0.0,0.0,0.0,0.0,0.18,0.0,0.0,5
o2z2x9,0.04,0.0,0.0,0.27,0.12,0.0,0.04,0.23,0.28,0.0,0.0,0.0,0.0,0.0,0.0,8
o301ct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.53,0.0,0.0,12
o30spu,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.37,0.01,12
o32qy2,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,5
o34jw2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.09,0.0,0.0,0.0,0.11,8
o34xg1,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.44,0.0,0.0,0.12,0.0,10
o364n9,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.16,0.0,0.0,0.1,0.5,0.0,0.0,12
o36rps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.08,0.03,0.0,0.0,0.35,0.0,8
o37dxz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.55,0.13,0.0,0.0,0.14,0.0,0.0,8
o37h4r,0.14,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,13
o37p64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.13,0.0,0.0,0.0,10
o38i7j,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
o3bfix,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,11
o3ccal,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.17,0.69,0.0,0.0,12
o3d6j6,0.01,0.0,0.0,0.03,0.28,0.23,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.14,0.14,4
o3dq6c,0.01,0.01,0.01,0.18,0.01,0.01,0.18,0.01,0.01,0.42,0.01,0.01,0.01,0.16,0.01,9
o3fj1u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.57,0.1,0.0,0.0,0.0,0.0,9
o3glfw,0.0,0.0,0.01,0.01,0.0,0.2,0.02,0.17,0.27,0.0,0.0,0.05,0.21,0.05,0.01,8
o3miif,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.3,0.29,0.0,0.0,0.0,0.22,0.0,0.0,7
o3p0jb,0.02,0.0,0.0,0.0,0.22,0.23,0.0,0.05,0.0,0.03,0.0,0.09,0.16,0.02,0.19,5
o3rzun,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
o3svct,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.22,0.37,0.0,0.18,0.0,0.0,10
o3u6lp,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.56,14
o3uttn,0.0,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.1,0.18,0.0,0.19,0.0,0.0,0.0,4
o3vd1f,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.28,0.01,0.01,0.01,0.29,0.01,0.01,7
o3vffs,0.01,0.01,0.57,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
o3wboe,0.01,0.0,0.06,0.0,0.23,0.0,0.0,0.0,0.31,0.05,0.08,0.0,0.17,0.07,0.0,8
o3yycb,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.07,0.0,0.57,14
o4086d,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.3,0.36,14
o41fhq,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.63,0.0,0.0,0.0,0.0,10
o48awv,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.12,0.14,0.0,0.0,0.56,0.0,0.0,12
o4cfe6,0.0,0.0,0.0,0.03,0.0,0.31,0.0,0.35,0.0,0.29,0.0,0.0,0.0,0.0,0.0,7
o4e22p,0.0,0.0,0.32,0.0,0.0,0.11,0.0,0.0,0.0,0.33,0.0,0.21,0.0,0.0,0.0,9
o4hekz,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.58,14
o4ht4v,0.02,0.0,0.0,0.0,0.14,0.0,0.0,0.09,0.47,0.0,0.11,0.0,0.14,0.04,0.0,8
o4hza9,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.43,0.41,13
o4li41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.22,0.0,0.07,8
o4m17q,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.47,0.0,0.14,0.0,0.0,0.0,0.16,0.13,7
o4mpzx,0.02,0.02,0.02,0.02,0.77,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,4
o4mrn5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,0.01,0.01,0.01,0.01,10
o4o6ii,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.18,0.0,0.49,0.0,0.0,0.2,0.0,10
o4paut,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.4,0.0,0.11,0.0,0.0,0.0,0.0,8
o4qs7v,0.0,0.0,0.0,0.09,0.0,0.25,0.0,0.0,0.08,0.0,0.0,0.0,0.28,0.07,0.21,12
o4syhu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,10
o4v1yi,0.0,0.0,0.23,0.0,0.07,0.04,0.0,0.09,0.0,0.51,0.0,0.0,0.0,0.04,0.0,9
o4wb4t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.11,0.0,0.0,0.15,0.0,0.0,0.25,7
o4wpn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.84,0.0,0.0,12
o4xfs0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.49,0.0,0.34,0.08,0.0,0.0,0.0,0.0,7
o4xmms,0.0,0.0,0.1,0.0,0.0,0.61,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,5
o4ywep,0.0,0.0,0.0,0.03,0.0,0.58,0.0,0.0,0.24,0.14,0.0,0.0,0.0,0.0,0.0,5
o4z8uk,0.0,0.0,0.0,0.22,0.23,0.0,0.0,0.15,0.0,0.0,0.0,0.18,0.0,0.2,0.0,4
o50cfb,0.0,0.0,0.1,0.0,0.48,0.11,0.0,0.05,0.13,0.0,0.0,0.1,0.0,0.02,0.0,4
o50esh,0.0,0.01,0.03,0.0,0.11,0.15,0.0,0.17,0.0,0.0,0.0,0.23,0.24,0.0,0.05,12
o528f9,0.03,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.42,0.0,0.24,0.0,0.0,10
o52dka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.26,0.16,0.0,0.0,8
o52j1u,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
o52slg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.4,0.01,0.01,0.01,9
o542fa,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.17,0.09,0.0,0.0,0.0,0.0,0.0,5
o54h1g,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.05,0.0,10
o55po8,0.05,0.0,0.0,0.0,0.0,0.38,0.09,0.0,0.0,0.04,0.1,0.0,0.33,0.0,0.0,5
o55wi2,0.01,0.01,0.01,0.01,0.01,0.38,0.01,0.48,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
o58qgs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.37,0.0,0.0,0.0,7
o5bx4u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.16,0.0,0.0,0.0,0.0,0.0,7
o5c62i,0.17,0.0,0.25,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24,2
o5dc01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.16,0.0,0.38,0.0,0.0,0.16,11
o5f5tg,0.15,0.0,0.0,0.0,0.0,0.07,0.02,0.66,0.0,0.1,0.0,0.0,0.0,0.0,0.0,7
o5fawz,0.0,0.0,0.0,0.0,0.0,0.34,0.03,0.09,0.52,0.0,0.0,0.0,0.0,0.0,0.0,8
o5fsbi,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,11
o5gm4i,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,11
o5gv99,0.0,0.0,0.16,0.24,0.16,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,10
o5hrbx,0.0,0.0,0.14,0.0,0.31,0.0,0.0,0.03,0.16,0.0,0.0,0.2,0.15,0.0,0.0,4
