,t0 pregnant,t1 amp,t2 help,t3 weight,t4 symptom,t5 ultrasound,t6 tissue,t7 surgery,t8 nt,t9 surgery,t10 experience,t11 back,t12 nt,t13 pill,t14 control,dominant_topic
5gny80,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.32,0.23,0.0,11
5hc7ui,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.23,0.0,0.0,0.25,0.1,0.0,0.28,14
5hez78,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.0,0.17,0.68,0.0,0.0,12
5hioxu,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.14,0.0,0.0,0.0,0.1,0.0,0
5hr0os,0.0,0.0,0.0,0.0,0.25,0.28,0.05,0.14,0.06,0.0,0.0,0.0,0.0,0.21,0.0,5
5hs5yn,0.01,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.3,0.12,0.16,0.0,0.0,0.0,0.18,8
5hynyk,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.01,0.01,0.59,0.21,0.01,0.01,0.01,0.01,9
5hzh79,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.49,0.0,0.0,12
5jhco8,0.0,0.02,0.0,0.0,0.16,0.46,0.0,0.09,0.17,0.0,0.09,0.0,0.0,0.0,0.0,5
5jinae,0.0,0.01,0.0,0.0,0.52,0.19,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.06,4
5kdknt,0.0,0.0,0.0,0.0,0.19,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.26,0.19,0.1,12
5kom5u,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
5kw24v,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.36,0.06,0.4,14
5lhfsg,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.17,0.0,4
5lvthq,0.03,0.0,0.12,0.0,0.23,0.0,0.0,0.35,0.0,0.0,0.15,0.11,0.0,0.0,0.0,7
5mdsfo,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.4,8
5mh32p,0.0,0.0,0.0,0.0,0.41,0.42,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,5
5mqd9y,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.29,0.52,0.0,0.12,0.0,0.0,0.0,0.0,8
5n0id4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.2,0.01,0.01,0.01,0.38,14
5nxhkq,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.47,0.0,0.18,0.02,0.0,10
5nyeyn,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.29,0.32,0.21,13
5o9eg3,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.53,0.14,0.0,0.0,0.0,0.0,9
5oe9o6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,9
5ofzog,0.02,0.0,0.0,0.0,0.0,0.05,0.0,0.3,0.09,0.0,0.0,0.0,0.48,0.0,0.05,12
5ok0m4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,11
5onjzc,0.04,0.0,0.0,0.0,0.22,0.16,0.02,0.0,0.0,0.0,0.0,0.1,0.46,0.0,0.0,12
5osk5n,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.35,0.0,0.11,0.0,0.0,0.39,0.0,0.0,12
5p57bs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.14,0.0,0.2,0.12,0.0,8
5pinz2,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.65,0.0,0.09,0.0,0.0,0.0,9
5pri3q,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.64,0.01,0.01,0.01,0.01,10
5pzrfy,0.03,0.0,0.08,0.0,0.22,0.0,0.01,0.23,0.0,0.0,0.0,0.0,0.0,0.14,0.28,14
5q47f1,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,11
5q5qvf,0.0,0.0,0.09,0.36,0.27,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.0,3
5qfnnj,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,4
5qfond,0.1,0.03,0.05,0.0,0.28,0.14,0.0,0.11,0.0,0.0,0.0,0.04,0.0,0.1,0.15,4
5r2ry5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.46,0.01,0.17,12
5r51kw,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.01,9
5rgnv4,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.56,0.19,13
5rmlaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.36,0.0,0.0,0.0,0.0,0.0,0.0,7
5rv91w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.09,0.42,0.07,0.0,9
5rxp58,0.0,0.0,0.2,0.0,0.21,0.29,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,5
5s9ydn,0.01,0.01,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7,0.01,0.01,0.01,0.01,10
5sa82k,0.0,0.0,0.08,0.11,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.24,4
5shkwu,0.0,0.0,0.21,0.0,0.15,0.0,0.0,0.0,0.59,0.03,0.0,0.0,0.0,0.0,0.0,8
5sk5xd,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.27,5
5skvsq,0.0,0.01,0.08,0.08,0.0,0.09,0.0,0.04,0.44,0.0,0.04,0.19,0.0,0.02,0.0,8
5slp87,0.04,0.0,0.2,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.37,0.0,0.06,12
5slssh,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.82,0.07,0.0,0.0,0.0,0.0,9
5t1rly,0.06,0.0,0.0,0.0,0.36,0.23,0.08,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.0,4
5ublbw,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.06,0.12,0.0,0.0,0.0,0.0,8
5ui1yd,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.46,0.0,0.26,0.12,0.0,10
5urbwk,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.39,0.0,0.0,0.3,0.11,0.03,0.0,8
5uw8b5,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,12
5vgcii,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.14,0.22,3
5vjkhk,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
5vpo9w,0.01,0.0,0.09,0.08,0.0,0.0,0.0,0.21,0.0,0.0,0.1,0.0,0.0,0.23,0.26,14
5vqkj6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.08,0.54,0.0,0.0,12
5vwhfc,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.42,0.01,0.01,0.28,0.01,0.01,0.01,8
5vzz7z,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.06,0.0,0.34,0.13,0.39,0.0,0.0,12
5w6k4b,0.0,0.03,0.0,0.02,0.25,0.12,0.0,0.0,0.29,0.03,0.0,0.25,0.0,0.0,0.0,8
5w847x,0.0,0.0,0.0,0.0,0.1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,12
5wb08k,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.75,0.01,13
5wgkrm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.26,0.0,0.0,0.0,0.0,9
5wjcmn,0.0,0.0,0.13,0.0,0.0,0.4,0.0,0.0,0.18,0.0,0.0,0.28,0.0,0.0,0.0,5
5wl5ov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.52,0.0,0.0,0.0,0.0,10
5x6n3c,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.48,0.0,0.0,0.0,11
5xmlz7,0.0,0.0,0.11,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,10
5xqkv6,0.01,0.01,0.21,0.01,0.44,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.01,4
5xqs9d,0.0,0.0,0.08,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,5
5xrjpm,0.0,0.0,0.0,0.03,0.47,0.0,0.0,0.0,0.31,0.12,0.0,0.05,0.0,0.0,0.0,4
5xw0tv,0.02,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.19,0.0,0.08,0.05,0.0,0.0,0.33,14
5xzrjt,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.05,0.0,0.0,0.0,0.0,8
5y2xhr,0.0,0.0,0.16,0.0,0.22,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.15,0.0,8
5y4zug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.08,0.0,0.14,0.0,0.0,0.55,14
5yc704,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.31,0.08,0.0,0.44,0.0,0.04,0.0,11
5yc8g2,0.05,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.23,4
5yn5qt,0.15,0.0,0.0,0.0,0.28,0.0,0.0,0.13,0.23,0.0,0.0,0.0,0.19,0.0,0.0,4
5yoxes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.21,0.0,0.0,0.67,14
5z6sng,0.0,0.0,0.03,0.03,0.0,0.23,0.0,0.26,0.0,0.27,0.03,0.06,0.0,0.0,0.07,9
5zfs44,0.0,0.0,0.0,0.09,0.22,0.27,0.04,0.0,0.0,0.11,0.0,0.0,0.0,0.26,0.0,5
5zru2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.38,0.0,0.45,0.0,0.0,12
60o3vr,0.13,0.0,0.24,0.0,0.0,0.0,0.0,0.45,0.15,0.0,0.0,0.0,0.0,0.0,0.0,7
60ry7a,0.0,0.0,0.04,0.06,0.09,0.0,0.0,0.06,0.13,0.1,0.0,0.0,0.22,0.2,0.09,12
60scc7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.53,0.0,0.0,0.0,0.0,10
60wvn8,0.0,0.0,0.0,0.07,0.0,0.31,0.09,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.34,14
61gw6i,0.03,0.0,0.08,0.0,0.0,0.0,0.0,0.16,0.29,0.0,0.15,0.0,0.0,0.0,0.28,8
61p9xp,0.0,0.03,0.12,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.14,0.0,12
62hdsg,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.66,0.0,0.0,0.0,0.0,10
633qwq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,10
63f0sg,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.25,0.0,0.0,0.37,0.0,0.0,0.11,11
63fikm,0.0,0.0,0.08,0.2,0.35,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.18,0.0,0.0,4
63n9ps,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.2,0.17,0.0,0.12,0.13,0.0,0.0,5
63ytab,0.0,0.0,0.0,0.0,0.03,0.2,0.0,0.0,0.35,0.0,0.05,0.06,0.27,0.0,0.04,8
64akt7,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.35,0.07,0.16,0.0,0.0,0.0,0.35,8
64p8dk,0.0,0.0,0.0,0.0,0.0,0.26,0.02,0.06,0.0,0.11,0.06,0.02,0.45,0.0,0.0,12
655gq9,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.34,0.24,0.0,12
65o0jh,0.0,0.0,0.05,0.0,0.2,0.27,0.0,0.0,0.21,0.0,0.0,0.0,0.25,0.0,0.0,5
65pjck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.16,0.0,0.05,0.0,0.42,0.05,0.0,12
65skcs,0.06,0.0,0.0,0.0,0.57,0.0,0.0,0.13,0.0,0.23,0.0,0.0,0.0,0.0,0.0,4
65yugg,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.69,0.01,0.01,0.01,11
666s32,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.07,0.43,0.13,0.06,0.0,0.0,0.2,0.06,8
66crem,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.31,0.45,0.0,0.0,12
66ozzp,0.18,0.0,0.13,0.0,0.16,0.0,0.0,0.25,0.0,0.0,0.07,0.0,0.2,0.0,0.0,7
66ufqn,0.0,0.0,0.0,0.0,0.0,0.17,0.42,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
67bivw,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.19,0.0,0.0,0.0,0.15,0.13,0.0,0.43,14
68by6q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.18,0.0,0.52,0.0,0.0,0.0,11
6936v0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.13,0.0,7
694o36,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.01,0.01,0.01,2
698ckk,0.0,0.0,0.0,0.0,0.27,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.1,0.0,5
69jrkw,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.49,0.0,0.39,0.0,0.0,0.0,9
69mcf1,0.0,0.0,0.0,0.0,0.14,0.26,0.0,0.03,0.0,0.0,0.0,0.16,0.12,0.04,0.25,5
69o7p1,0.0,0.0,0.0,0.04,0.21,0.04,0.0,0.0,0.0,0.0,0.0,0.16,0.17,0.0,0.37,14
69roow,0.0,0.0,0.23,0.0,0.42,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,4
69t7gg,0.17,0.0,0.11,0.0,0.0,0.19,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.24,9
69ukux,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.08,0.0,0.33,0.1,0.18,12
6a2nwa,0.12,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.18,0.0,10
6a2wne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.69,0.0,0.0,12
6a5me8,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.1,0.24,0.06,0.0,0.03,0.09,0.0,0.27,14
6ael98,0.0,0.0,0.11,0.0,0.25,0.12,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.29,0.0,13
6ax83h,0.0,0.0,0.0,0.03,0.0,0.21,0.03,0.28,0.01,0.0,0.0,0.11,0.21,0.06,0.07,7
6b97dd,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.36,0.0,0.0,0.13,0.0,0.36,0.0,8
6bkri3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.16,0.0,0.0,0.2,0.0,7
6bpca3,0.0,0.0,0.27,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.31,0.0,0.0,12
6bqmy4,0.02,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.3,0.08,0.0,0.05,0.0,0.28,0.13,8
6bqubd,0.0,0.0,0.0,0.0,0.22,0.24,0.0,0.06,0.0,0.0,0.05,0.0,0.0,0.0,0.41,14
6btq56,0.0,0.0,0.34,0.0,0.5,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
6bz4jl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,11
6c4lrk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.5,0.0,0.0,0.0,0.0,0.0,9
6c5bxz,0.02,0.0,0.0,0.03,0.0,0.3,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.11,0.13,5
6c8s4q,0.0,0.0,0.17,0.0,0.17,0.13,0.0,0.19,0.0,0.0,0.0,0.05,0.0,0.27,0.0,13
6cir66,0.0,0.0,0.0,0.06,0.07,0.47,0.0,0.0,0.0,0.0,0.09,0.08,0.0,0.07,0.15,5
6cmm3c,0.0,0.0,0.0,0.0,0.52,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.17,0.0,0.09,4
6cqnn9,0.0,0.04,0.0,0.0,0.13,0.0,0.0,0.07,0.31,0.0,0.0,0.04,0.11,0.0,0.29,8
6cup81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.42,0.0,0.0,0.48,14
6de5zk,0.0,0.0,0.0,0.0,0.26,0.24,0.0,0.0,0.0,0.06,0.09,0.16,0.0,0.0,0.18,4
6di5nk,0.0,0.0,0.1,0.0,0.52,0.0,0.0,0.0,0.0,0.13,0.0,0.23,0.0,0.0,0.0,4
6dprlf,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,4
6dtwtw,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.27,0.52,0.02,0.02,0.02,11
6dw106,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.42,0.08,0.08,0.12,0.0,0.0,0.03,8
6dxhqp,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.24,0.0,0.0,0.0,0.38,0.0,0.0,0.0,11
6e9366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2,0.44,0.2,0.0,0.0,11
6ebb6i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.13,0.06,0.0,0.0,0.0,0.32,0.14,7
6eopvr,0.0,0.0,0.2,0.0,0.52,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
6euupc,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.05,0.0,0.0,0.56,0.0,0.0,12
6evknr,0.01,0.01,0.0,0.0,0.0,0.17,0.02,0.0,0.09,0.0,0.06,0.16,0.19,0.05,0.24,14
6f67xf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.66,0.0,0.0,12
6fgcxs,0.0,0.0,0.0,0.0,0.08,0.37,0.0,0.04,0.0,0.0,0.03,0.0,0.34,0.07,0.06,5
6fi3pe,0.0,0.04,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.23,0.15,0.0,0.0,0.0,9
6fpijc,0.0,0.0,0.02,0.0,0.0,0.39,0.0,0.38,0.0,0.12,0.08,0.0,0.0,0.0,0.0,5
6fv37z,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,4
6fyepc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.61,0.0,0.0,0.07,0.0,10
6fzjdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.9,0.0,0.0,12
6gci81,0.0,0.0,0.08,0.0,0.19,0.0,0.0,0.0,0.31,0.09,0.03,0.09,0.13,0.0,0.08,8
6gq9ib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.83,0.0,0.0,12
6gsr82,0.0,0.0,0.04,0.0,0.32,0.0,0.06,0.0,0.29,0.22,0.0,0.0,0.0,0.05,0.0,4
6gsw59,0.01,0.01,0.13,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.47,0.01,0.01,0.01,11
6h14pe,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.21,0.0,0.0,0.24,0.25,14
6h1cdr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.38,0.0,0.17,11
6h7rz5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.44,0.0,0.0,10
6hx5ui,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.41,0.18,0.0,12
6i2j07,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.43,0.0,0.0,12
6i8izy,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,8
6i93sv,0.01,0.01,0.01,0.23,0.5,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,4
6ieq9k,0.04,0.0,0.0,0.02,0.08,0.04,0.0,0.12,0.0,0.0,0.0,0.0,0.47,0.04,0.19,12
6if6vr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.18,0.0,11
6ihbe1,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.17,0.0,0.0,0.2,0.0,7
6iy304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.18,0.28,0.38,14
6j0z31,0.0,0.0,0.03,0.01,0.0,0.42,0.0,0.06,0.11,0.0,0.0,0.0,0.27,0.08,0.01,5
6jky86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.07,0.0,0.24,0.31,0.0,0.18,12
6jwkor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.56,14
6jy4zz,0.0,0.0,0.02,0.0,0.29,0.0,0.04,0.07,0.0,0.04,0.14,0.36,0.0,0.04,0.0,11
6k4gjh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.24,0.0,0.38,0.0,0.0,12
6k6fmq,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.33,0.0,0.23,0.15,0.0,0.0,0.18,0.0,7
6l064n,0.0,0.0,0.18,0.03,0.0,0.14,0.0,0.14,0.16,0.0,0.16,0.0,0.0,0.0,0.19,14
6l7nmb,0.0,0.0,0.11,0.0,0.4,0.25,0.0,0.0,0.12,0.0,0.05,0.0,0.0,0.07,0.0,4
6lhncw,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.38,0.0,0.0,0.0,8
6lomd5,0.09,0.0,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.06,0.48,0.0,0.0,0.0,0.0,10
6mbwzu,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,2
6md7zf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.11,0.0,0.0,0.0,0.23,0.19,7
6mk745,0.08,0.0,0.33,0.0,0.03,0.0,0.0,0.11,0.14,0.07,0.0,0.2,0.04,0.0,0.0,2
6mwh5b,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.17,0.22,0.22,0.06,0.04,0.21,0.03,0.0,8
6mwo6p,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.05,0.42,0.0,0.0,0.0,0.0,0.0,0.0,8
6neitp,0.0,0.0,0.0,0.0,0.06,0.23,0.0,0.0,0.0,0.0,0.06,0.12,0.08,0.0,0.44,14
6norc6,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,12
6o4yhz,0.0,0.0,0.15,0.14,0.2,0.0,0.11,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,8
6od0af,0.01,0.0,0.0,0.0,0.2,0.51,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.0,0.0,5
6ojzkt,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.27,0.0,0.45,14
6onog6,0.01,0.08,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.28,0.01,11
6p3bpu,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.34,0.0,0.09,0.0,0.48,0.0,0.0,12
6p49b3,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.32,0.0,0.29,0.0,0.0,5
6pcfdv,0.03,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.43,0.0,0.0,0.21,0.0,0.0,0.0,8
6pe1my,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.46,0.39,0.0,0.0,0.0,0.0,0.0,0.0,7
6qasgy,0.16,0.0,0.0,0.0,0.05,0.16,0.0,0.05,0.38,0.19,0.0,0.0,0.0,0.0,0.0,8
6qhkjq,0.0,0.04,0.0,0.0,0.15,0.0,0.04,0.38,0.0,0.0,0.0,0.14,0.0,0.0,0.24,7
6r7e4q,0.02,0.0,0.0,0.11,0.21,0.11,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.06,0.25,14
6rd1pu,0.09,0.0,0.0,0.03,0.0,0.0,0.06,0.31,0.41,0.09,0.0,0.0,0.0,0.0,0.0,8
6ru0jx,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.77,0.02,0.02,0.02,0.02,10
6ruced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.26,0.17,0.0,0.15,0.25,0.0,9
6sgo5s,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.01,0.01,0.01,4
6sgylo,0.01,0.01,0.0,0.0,0.14,0.3,0.0,0.14,0.0,0.0,0.0,0.11,0.2,0.0,0.08,5
6shdsc,0.0,0.0,0.26,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.42,14
6t5cm1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.12,0.18,0.05,0.37,14
6t85o1,0.0,0.0,0.0,0.0,0.12,0.21,0.0,0.0,0.0,0.19,0.0,0.07,0.36,0.06,0.0,12
