,t0 medication,t1 chronic,t2 help,t3 else,t4 weight,t5 right,t6 covid,t7 week,t8 sex,t9 side,t10 woman,t11 nt,t12 told,t13 control,t14 cramp,t15 surgery,t16 really,t17 nt,t18 cyst,t19 amp,dominant_topic
phgai0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.16,0.0,0.11,0.0,0.0,0.0,0.26,0.16,0.0,0.0,0.0,0.0,5
phhci3,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.13,0.22,0.0,0.0,0.13,0.17,0.0,0.0,0.08,0.0,5
phmp64,0.0,0.0,0.13,0.13,0.0,0.0,0.04,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.16,0.14,0.0,0.0,0.0,0.0,11
phnssf,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.29,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,7
php9pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.38,0.0,0.08,0.09,0.0,0.0,0.0,0.0,11
phqr4a,0.0,0.0,0.0,0.11,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.12,0.0,0.15,0.0,5
phrtl4,0.0,0.0,0.04,0.0,0.2,0.08,0.0,0.0,0.06,0.0,0.09,0.0,0.04,0.17,0.0,0.01,0.0,0.29,0.0,0.0,17
phtd4f,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,8
phvbtr,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.01,0.13,0.28,0.14,0.0,0.15,0.0,0.0,0.18,0.0,0.0,11
phw3j0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.24,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,7
phz2r9,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.0,0.33,0.38,0.0,0.0,17
phzkfp,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.5,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.2,0.0,0.0,0.0,0.0,7
pi08n2,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.19,0.0,0.0,0.0,0.0,14
pi3ot7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.44,0.0,0.15,17
pi45d8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
pi6kov,0.0,0.0,0.16,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,5
pi88d8,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.37,0.0,0.06,0.0,0.07,0.0,0.19,0.0,0.0,0.0,0.22,0.0,0.0,7
pi8c6r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.39,0.14,0.0,0.03,0.0,15
pib40e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.07,0.0,0.0,0.33,0.14,0.17,0.0,0.0,0.0,0.0,13
piddc2,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.63,0.0,0.0,17
pidvcu,0.02,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.23,0.0,0.27,0.0,0.0,0.0,0.0,0.0,8
pif6md,0.0,0.0,0.0,0.05,0.07,0.21,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,16
pig3cb,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,3
pii397,0.0,0.0,0.09,0.21,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.46,0.0,0.08,0.02,0.0,15
piix0v,0.01,0.0,0.0,0.0,0.09,0.1,0.0,0.25,0.09,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.11,0.0,0.0,0.0,14
pijbkb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.08,0.3,0.0,0.38,0.0,0.0,0.0,16
pimlzp,0.03,0.0,0.0,0.13,0.0,0.2,0.0,0.32,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
pio0le,0.05,0.0,0.27,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.13,0.0,0.23,0.0,0.0,0.0,0.0,2
piovt3,0.01,0.0,0.0,0.0,0.04,0.05,0.0,0.17,0.0,0.0,0.0,0.07,0.3,0.05,0.26,0.0,0.04,0.0,0.0,0.0,12
piq73p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.41,0.0,0.18,0.33,0.0,0.0,0.0,0.0,0.0,11
piqpjr,0.0,0.0,0.26,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.07,0.23,0.0,0.15,0.0,0.0,0.0,2
pirb6v,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.32,0.1,0.0,2
pircpu,0.1,0.0,0.36,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,2
piv7bp,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.03,0.0,0.68,0.0,0.13,0.0,0.0,15
pj0vew,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.08,0.0,0.0,0.04,0.35,0.0,0.07,0.18,0.06,0.0,0.0,0.0,0.0,11
pj1gc6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.23,0.13,0.0,0.11,0.0,0.0,0.0,7
pj3cbj,0.0,0.0,0.11,0.0,0.12,0.16,0.0,0.14,0.0,0.0,0.0,0.31,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.0,11
pj3swl,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.02,0.0,0.24,0.0,0.59,0.0,0.0,17
pj46kg,0.0,0.0,0.0,0.06,0.13,0.0,0.0,0.2,0.32,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.02,0.0,8
pjdoid,0.0,0.0,0.13,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.62,0.0,0.0,17
pjhmvq,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.16,0.0,0.21,0.0,0.0,0.0,0.0,4
pjj5lb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.11,0.55,0.0,0.0,0.0,0.0,0.0,14
pjkju9,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.17,0.0,0.0,0.2,0.14,0.0,0.0,0.0,0.0,10
pjmi66,0.0,0.01,0.11,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.34,0.08,0.0,17
pjpezb,0.0,0.0,0.02,0.1,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.36,0.0,0.0,0.08,0.02,0.02,14
pjqeyo,0.0,0.01,0.0,0.08,0.0,0.13,0.0,0.06,0.0,0.0,0.09,0.07,0.36,0.0,0.0,0.0,0.0,0.19,0.0,0.0,12
pjtlql,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,17
pjvqh6,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.4,0.24,0.0,0.0,0.0,0.0,0.29,0.0,0.0,11
pjz9p8,0.0,0.0,0.0,0.34,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,5
pjzzay,0.03,0.0,0.09,0.05,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.25,0.0,0.0,0.08,0.0,0.0,5
pk0zx8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.0,0.0,0.39,0.11,0.19,0.0,0.0,0.14,0.0,0.0,12
pk24hc,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.04,0.0,0.22,0.08,0.04,11
pk2xlk,0.0,0.0,0.16,0.0,0.0,0.3,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.26,0.17,0.0,0.0,0.0,0.0,5
pk49tk,0.0,0.0,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.41,0.0,0.28,0.0,0.0,0.0,0.0,0.0,12
pk5zkc,0.0,0.0,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.25,0.0,0.0,0.17,0.0,0.0,0.09,0.0,11
pk61ro,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.06,0.15,0.05,0.0,14
pk669t,0.01,0.01,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.01,10
pk7iq8,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.32,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
pka2aj,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,3
pkeco5,0.0,0.0,0.0,0.06,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.04,5
pkhpjj,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6,0.01,0.01,0.01,0.01,0.01,0.01,13
pkk7zv,0.02,0.0,0.18,0.07,0.0,0.0,0.0,0.0,0.22,0.06,0.0,0.33,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,11
pkkag8,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,9
pklcar,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.3,10
pkmusr,0.0,0.0,0.0,0.0,0.04,0.33,0.0,0.0,0.17,0.0,0.0,0.0,0.37,0.0,0.0,0.06,0.0,0.0,0.0,0.0,12
pknsei,0.0,0.0,0.08,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.06,0.27,0.29,0.0,0.0,17
pkots0,0.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.15,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,14
pkp2dj,0.05,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.46,0.0,0.0,0.0,16
pkqvi0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.08,0.0,0.0,0.25,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,14
pkw258,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.65,0.0,0.0,17
pkwbqj,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.46,19
pkwk5f,0.03,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.06,0.09,0.53,0.03,0.19,0.0,0.0,0.0,0.0,0.0,12
pkxnzu,0.0,0.0,0.09,0.0,0.0,0.12,0.0,0.08,0.0,0.06,0.1,0.0,0.0,0.01,0.0,0.12,0.14,0.26,0.0,0.0,17
pkz2ss,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,19
pkzcnx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.13,0.0,0.27,0.27,0.0,0.0,0.0,0.0,11
pl09rf,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,17
pl0sbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.33,0.06,0.27,0.0,0.0,0.29,0.0,0.0,0.0,0.0,10
pl36ps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.27,0.0,0.0,0.0,12
pl3atg,0.04,0.0,0.11,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.15,0.0,0.0,0.0,0.29,0.0,0.0,17
pl3kok,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.25,0.37,0.0,0.0,0.04,16
pl4mth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.43,0.0,0.0,17
pl5s5r,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.01,14
pl8pzw,0.0,0.0,0.0,0.08,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,17
pl90dg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.33,0.0,0.0,14
pl92oh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.15,0.37,0.0,0.0,0.0,0.0,12
pl975n,0.0,0.0,0.0,0.1,0.07,0.25,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.11,0.31,0.0,0.0,0.0,0.0,0.0,14
pl9krm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.06,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,14
pld6ts,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.37,0.0,0.0,0.0,16
pldkse,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.37,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.33,0.0,0.0,7
plfxrq,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.16,0.0,0.0,0.27,0.08,0.0,0.23,0.0,0.0,14
plimgn,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.22,0.07,0.0,0.0,0.13,0.0,0.03,0.0,0.0,0.0,0.46,0.0,0.0,17
plkbxp,0.0,0.0,0.0,0.23,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.05,5
plkr7r,0.0,0.0,0.46,0.0,0.0,0.16,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,2
pll542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.29,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,14
pllegu,0.1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.26,0.0,0.0,0.12,0.0,0.35,0.0,0.0,0.06,0.0,15
plmwsv,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.53,0.0,0.0,0.06,16
plnc84,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.18,0.06,0.28,0.18,0.0,0.1,0.01,15
plqhap,0.05,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.2,0.0,0.17,0.0,0.0,0.0,0.0,0.0,9
plr10m,0.0,0.0,0.0,0.03,0.03,0.68,0.0,0.0,0.07,0.0,0.02,0.13,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,5
plrdny,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.21,0.21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,4
plrysp,0.0,0.0,0.0,0.0,0.06,0.3,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,14
pltasa,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.67,0.01,0.01,0.01,0.01,15
pltdxj,0.01,0.01,0.01,0.01,0.67,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
plu47r,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.34,0.0,0.38,0.0,0.0,0.0,16
pluvpr,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.08,0.0,0.17,0.05,0.0,0.26,0.14,0.0,0.0,0.02,15
plv5fn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.0,0.0,0.19,0.0,0.18,0.25,0.0,0.0,0.22,0.0,0.0,14
plv8c9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.15,15
plvotv,0.0,0.0,0.11,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.42,0.0,0.0,17
plwza1,0.08,0.0,0.0,0.07,0.0,0.07,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.19,0.0,0.03,0.0,14
plxelu,0.03,0.02,0.0,0.06,0.0,0.0,0.0,0.34,0.0,0.03,0.0,0.16,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,16
pm0u12,0.02,0.0,0.0,0.03,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.38,0.0,0.06,0.0,0.31,0.0,0.0,0.0,12
pm3cnv,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.32,0.24,0.0,0.0,0.0,15
pm6ksb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.13,0.11,0.0,15
pm6uh1,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.24,0.0,0.0,17
pm77eq,0.05,0.0,0.03,0.0,0.0,0.22,0.0,0.0,0.0,0.04,0.08,0.06,0.03,0.0,0.06,0.0,0.37,0.0,0.05,0.0,16
pm7o6o,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.09,0.38,0.0,0.0,0.33,0.0,0.0,0.1,0.0,12
pm94tq,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.3,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,14
pm9lae,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,10
pmdf1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,17
pmedln,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5
pmf57k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,16
pmign9,0.0,0.0,0.0,0.25,0.2,0.28,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
pmigz9,0.0,0.0,0.0,0.15,0.0,0.35,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.09,5
pmjgv4,0.01,0.01,0.19,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.01,0.01,0.01,0.01,0.01,0.11,0.01,12
pmjo3m,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.19,0.1,0.0,0.0,0.0,0.37,0.21,0.0,0.0,16
pmk0dn,0.0,0.03,0.0,0.0,0.0,0.44,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.23,0.03,0.0,5
pmlcxw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.79,0.0,0.0,17
pmmsu6,0.0,0.0,0.0,0.1,0.44,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,4
pmnlca,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.04,0.0,0.41,0.0,0.21,0.0,0.0,15
pmnmio,0.0,0.0,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,13
pmntgm,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.0,0.47,0.34,0.0,0.0,0.03,0.0,14
pmpqys,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,7
pmr9g8,0.04,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.18,0.0,0.0,15
pmsrn4,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.19,0.0,0.0,15
pmtjj0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.01,0.43,0.01,0.01,0.01,0.01,15
pmuodb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.7,0.0,0.0,0.0,0.0,15
pmutkn,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.38,0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.0,0.37,0.0,0.0,8
pmyc4v,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,17
pmysfw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
pmz23z,0.0,0.0,0.12,0.2,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.07,0.0,0.0,0.0,0.0,5
pn16j6,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.24,0.37,0.24,0.0,0.0,0.0,15
pn27m3,0.06,0.02,0.19,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.1,0.36,0.0,0.0,0.0,0.0,0.0,14
pn3sqc,0.0,0.0,0.0,0.04,0.0,0.51,0.0,0.38,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
pn4c3l,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.29,0.16,0.0,0.15,0.0,2
pn4zd5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.19,0.0,0.0,0.0,15
pn55h5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.07,0.0,0.26,0.0,0.44,0.0,0.0,17
pn5i3f,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.38,0.17,0.0,17
pn7o1z,0.02,0.0,0.0,0.06,0.0,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.08,0.63,0.0,0.08,0.0,0.0,0.0,14
pn7rv5,0.01,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.01,0.01,16
pn7x7z,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.04,0.0,0.0,0.0,0.26,0.0,0.29,0.0,0.0,0.0,0.0,15
pn935m,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.01,8
pn9s6u,0.0,0.0,0.0,0.06,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.16,0.0,0.0,5
pnaxcc,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.08,0.0,0.06,0.0,0.0,0.0,0.07,0.54,0.0,0.18,0.0,0.0,0.0,14
pnd2lt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,17
pndrzu,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.28,0.0,0.0,0.04,0.0,0.0,0.0,0.27,0.17,0.1,0.0,0.07,0.0,7
pndtgn,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.62,0.0,0.0,17
pneamx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.16,0.0,0.26,0.0,0.0,0.0,0.24,0.0,11
