,t0 amp,t1 period,t2 nt,t3 sex,t4 symptom,t5 feel,t6 nt,t7 endometriosis,t8 control,t9 surgery,t10 day,t11 cyst,t12 pelvic,t13 advice,t14 else,dominant_topic
gdk4k0,0.0,0.4,0.3,0.0,0.0,0.0,0.14,0.0,0.08,0.0,0.0,0.0,0.0,0.07,0.0,1
gdo2oe,0.0,0.0,0.17,0.0,0.0,0.24,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.08,0.0,9
gdoupu,0.02,0.32,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.05,0.26,0.0,0.1,0.11,0.0,1
gdox64,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.34,0.0,0.0,0.0,0.0,0.0,1
gdql62,0.0,0.0,0.13,0.0,0.0,0.16,0.0,0.0,0.2,0.0,0.41,0.07,0.0,0.0,0.0,10
gdqorw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.76,0.0,0.0,0.0,0.0,0.0,0.0,8
gdqxx5,0.0,0.13,0.19,0.0,0.0,0.0,0.0,0.29,0.0,0.31,0.0,0.0,0.0,0.07,0.0,9
gdtp3x,0.0,0.36,0.07,0.0,0.13,0.13,0.0,0.0,0.06,0.17,0.0,0.0,0.04,0.05,0.0,1
gdx3wl,0.0,0.45,0.19,0.0,0.0,0.09,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1
gdxlvz,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.39,0.0,0.22,0.0,0.04,0.15,0.0,8
gdzse4,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.32,0.24,0.0,7
ge49ya,0.01,0.01,0.01,0.77,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
ge96ks,0.06,0.17,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.05,0.22,0.23,0.05,13
ge9ray,0.0,0.0,0.0,0.0,0.0,0.15,0.18,0.0,0.0,0.0,0.26,0.0,0.27,0.13,0.0,12
gead9w,0.0,0.63,0.0,0.0,0.05,0.08,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
geakbd,0.04,0.0,0.0,0.0,0.31,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.13,0.0,0.0,4
geniqi,0.0,0.08,0.0,0.07,0.0,0.0,0.73,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
getujf,0.03,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.26,0.43,0.0,0.0,0.0,0.0,10
geuta6,0.02,0.02,0.02,0.02,0.02,0.02,0.77,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,6
geyjwh,0.0,0.31,0.27,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.07,0.0,0.0,0.04,1
gf0xhp,0.05,0.0,0.11,0.0,0.03,0.03,0.17,0.02,0.0,0.23,0.34,0.0,0.0,0.03,0.0,10
gf4mq6,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.28,0.0,0.09,0.0,0.17,0.0,1
gf5dc1,0.0,0.0,0.0,0.04,0.1,0.0,0.28,0.0,0.22,0.05,0.17,0.0,0.11,0.03,0.0,6
gf7dd4,0.0,0.29,0.07,0.1,0.06,0.0,0.06,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,8
gfbrlv,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.01,0.01,0.01,0.19,0.01,0.36,0.01,13
gfc9j9,0.01,0.01,0.01,0.01,0.01,0.01,0.7,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.01,6
gfcynk,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.09,0.0,0.3,0.24,0.0,0.0,0.05,0.0,9
gfe833,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.0,0.32,0.0,0.0,2
gfeep0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.43,0.19,0.0,0.0,0.0,0.0,9
gfipo4,0.0,0.34,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.17,5
gfjhxz,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.3,0.0,0.31,0.0,0.0,0.12,0.0,10
gflhqe,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.59,14
gflqbg,0.0,0.0,0.33,0.0,0.0,0.15,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,9
gftpb0,0.0,0.12,0.0,0.0,0.0,0.16,0.15,0.07,0.1,0.29,0.0,0.0,0.0,0.11,0.0,9
gfv47d,0.0,0.08,0.0,0.0,0.0,0.0,0.33,0.0,0.2,0.0,0.2,0.01,0.06,0.12,0.0,6
gg211a,0.0,0.0,0.42,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.17,0.0,0.15,0.13,0.0,2
ggchtw,0.0,0.28,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.14,0.0,0.4,14
ggcibs,0.06,0.04,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.33,0.27,0.0,0.0,0.0,10
ggd2bi,0.0,0.0,0.0,0.0,0.0,0.18,0.39,0.05,0.25,0.0,0.0,0.04,0.08,0.0,0.0,6
ggfr6m,0.12,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.22,0.0,0.0,0.0,0.0,0.07,0.0,6
ggfwuy,0.02,0.0,0.29,0.0,0.08,0.0,0.0,0.0,0.25,0.16,0.0,0.19,0.0,0.0,0.0,2
gggk7r,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.11,0.32,5
ggndwz,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.17,0.0,0.0,0.0,0.12,0.0,0
ggngo8,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.29,0.2,0.0,0.0,0.0,10
ggrz78,0.19,0.0,0.0,0.0,0.0,0.31,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
gh3e7q,0.17,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.35,0.0,0.32,0.0,11
gh433i,0.13,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.13,0.0,0.0,1
ghelxw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.2,0.0,0.0,0.0,0.4,14
ghfxzb,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.64,0.0,0.22,0.0,0.0,0.0,9
ghhzh9,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.28,5
ghkp0r,0.0,0.38,0.0,0.08,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.21,0.08,0.0,0.13,1
ghlq0y,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.19,0.0,0.0,0.09,2
ghmgnk,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.19,0.0,0.45,0.0,0.0,0.07,0.0,0.2,9
ghowoj,0.0,0.14,0.0,0.0,0.05,0.1,0.19,0.0,0.11,0.07,0.09,0.07,0.0,0.08,0.1,6
ghp9mr,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.31,0.13,0.06,0.0,0.0,0.0,1
ghpuk1,0.0,0.0,0.0,0.0,0.05,0.0,0.49,0.0,0.0,0.12,0.33,0.0,0.0,0.0,0.0,6
ghtouo,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
ghu62z,0.0,0.57,0.0,0.0,0.05,0.0,0.23,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1
ghwevc,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.27,6
ghwjl2,0.0,0.21,0.0,0.07,0.0,0.06,0.27,0.0,0.15,0.0,0.12,0.0,0.06,0.05,0.0,6
ghwlki,0.0,0.42,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
gi1wab,0.0,0.13,0.19,0.07,0.05,0.0,0.11,0.0,0.0,0.0,0.06,0.11,0.23,0.0,0.06,12
gi8tm6,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.14,0.52,0.0,0.0,0.0,0.0,0.0,0.0,8
gigbqx,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.01,0.01,0.01,0.01,0.01,0.3,8
gigmxz,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.11,0.0,0.0,0.0,0.0,0.0,0.0,7
gih9mb,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.22,0.0,2
giktay,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
gikytb,0.0,0.54,0.0,0.12,0.0,0.06,0.0,0.0,0.09,0.0,0.0,0.02,0.05,0.11,0.0,1
gilema,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,8
gim24a,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.63,0.0,0.0,0.0,0.0,10
gim9db,0.0,0.05,0.0,0.0,0.16,0.0,0.0,0.08,0.0,0.0,0.14,0.0,0.0,0.55,0.0,13
gin6p9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.42,7
gioohn,0.2,0.0,0.0,0.0,0.1,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,6
gip5iz,0.01,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.66,0.0,0.02,0.0,0.02,10
gipvus,0.09,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.09,0.0,0.0,0.18,0.0,6
giqtvc,0.0,0.46,0.31,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.0,1
giqu7h,0.02,0.09,0.22,0.02,0.0,0.0,0.0,0.0,0.2,0.17,0.16,0.0,0.11,0.0,0.0,2
giqupm,0.09,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.57,0.0,0.0,0.0,0.0,10
gir0wg,0.0,0.0,0.22,0.05,0.09,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.28,0.0,0.04,9
gislx2,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,5
gitxoi,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.22,0.0,0.0,0.09,0.0,5
giur3a,0.05,0.0,0.13,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.08,0.0,0.22,0.0,0.0,6
givpu1,0.0,0.0,0.0,0.15,0.0,0.0,0.23,0.0,0.0,0.0,0.26,0.0,0.24,0.1,0.0,10
gj0uke,0.0,0.32,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.18,0.0,0.0,1
gj42rb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.62,0.0,0.19,0.0,0.0,10
gj9miv,0.0,0.08,0.42,0.0,0.0,0.11,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.16,2
gjch7k,0.0,0.0,0.0,0.0,0.07,0.53,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,5
gjv93c,0.0,0.62,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1
gjxz63,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.45,0.0,0.24,0.0,11
gk02f7,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.68,0.19,0.0,0.0,0.0,0.0,0.0,8
gk99qm,0.0,0.35,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.16,0.0,1
gke5xk,0.07,0.12,0.0,0.0,0.08,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.05,0.13,8
gkl79l,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,2
gklxbz,0.04,0.29,0.0,0.0,0.07,0.0,0.13,0.12,0.0,0.0,0.0,0.34,0.0,0.0,0.0,11
gknlhg,0.03,0.18,0.16,0.0,0.0,0.28,0.23,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,5
gkvh5b,0.0,0.06,0.0,0.0,0.26,0.0,0.3,0.0,0.02,0.0,0.2,0.15,0.0,0.0,0.0,6
gl09pg,0.0,0.21,0.41,0.16,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
gl79cm,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.19,0.0,0.17,0.15,0.07,0.0,0.34,0.04,13
gl8f35,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.05,0.0,0.0,0.0,10
gl8wue,0.14,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.41,0.0,0.07,0.0,0.23,10
glarpf,0.14,0.01,0.01,0.31,0.01,0.01,0.49,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
glfp8w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.25,0.25,0.0,9
glhxci,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.14,0.35,0.0,0.0,0.0,0.0,7
glihqb,0.07,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.11,0.0,0.33,0.0,0.0,5
glk3zp,0.0,0.0,0.1,0.37,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.06,0.05,0.16,3
glp0ag,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1
glqjy4,0.0,0.59,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
gltta6,0.07,0.24,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.24,2
gltyj1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.24,0.0,0.31,0.0,9
glwj4c,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.1,0.0,0.0,1
glx0vh,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.06,0.0,0.0,7
glyzhc,0.0,0.19,0.03,0.07,0.06,0.0,0.0,0.05,0.23,0.0,0.35,0.0,0.0,0.0,0.0,10
gmbilt,0.0,0.23,0.14,0.0,0.01,0.0,0.27,0.0,0.0,0.0,0.0,0.09,0.2,0.0,0.06,6
gmcrgw,0.0,0.0,0.0,0.0,0.3,0.41,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
gmfg1f,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1
gmo9qp,0.0,0.23,0.0,0.0,0.11,0.24,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,5
gmrll9,0.0,0.0,0.0,0.0,0.0,0.91,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
gmrusd,0.29,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,6
gmvkl3,0.0,0.0,0.0,0.0,0.0,0.27,0.28,0.0,0.41,0.0,0.0,0.0,0.03,0.0,0.0,8
gmz6dg,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.34,0.25,0.0,0.0,0.0,0.1,0.0,8
gn2po1,0.02,0.02,0.02,0.02,0.36,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.36,0.02,4
gn6vet,0.0,0.0,0.33,0.0,0.04,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.32,0.16,0.0,2
gnapz5,0.0,0.18,0.0,0.04,0.23,0.0,0.0,0.0,0.11,0.0,0.0,0.06,0.16,0.06,0.16,4
gngojt,0.28,0.0,0.3,0.0,0.0,0.22,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
gnlllh,0.0,0.32,0.0,0.0,0.0,0.0,0.23,0.0,0.04,0.0,0.19,0.0,0.05,0.16,0.0,1
gnlxe6,0.06,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.21,0.0,0.09,0.2,0.0,0.0,6
gnn0hk,0.0,0.16,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.09,0.0,0.14,3
gno1gu,0.0,0.0,0.12,0.0,0.0,0.21,0.0,0.0,0.3,0.0,0.0,0.03,0.0,0.22,0.11,8
gnpjzk,0.0,0.0,0.26,0.0,0.0,0.04,0.0,0.0,0.0,0.4,0.09,0.0,0.0,0.16,0.04,9
gnrqvg,0.0,0.63,0.07,0.03,0.0,0.05,0.0,0.0,0.17,0.0,0.01,0.0,0.0,0.03,0.0,1
go12n3,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.14,0.0,0.32,0.0,0.0,0.0,8
go3ab3,0.0,0.0,0.07,0.0,0.0,0.29,0.13,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.09,10
go42cr,0.08,0.11,0.08,0.0,0.0,0.0,0.0,0.09,0.46,0.0,0.12,0.0,0.05,0.0,0.0,8
go42l4,0.03,0.0,0.14,0.0,0.0,0.05,0.29,0.0,0.31,0.0,0.0,0.16,0.0,0.02,0.0,8
go6ayy,0.0,0.41,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.21,0.12,0.0,0.0,1
go6x71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.31,0.0,0.08,0.0,0.28,0.0,9
go7bkd,0.0,0.06,0.09,0.02,0.0,0.0,0.1,0.0,0.66,0.0,0.0,0.02,0.04,0.0,0.0,8
go7qye,0.12,0.0,0.0,0.0,0.21,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.24,0.0,7
go7tur,0.03,0.0,0.35,0.0,0.04,0.0,0.0,0.07,0.14,0.36,0.0,0.0,0.0,0.0,0.0,9
go9k0f,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.04,0.07,0.0,2
goaq4h,0.05,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.37,0.29,0.0,0.0,0.05,0.0,0.0,8
gobfsw,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.0,6
gog9fe,0.0,0.36,0.17,0.06,0.0,0.0,0.08,0.0,0.29,0.0,0.0,0.0,0.04,0.0,0.0,1
gokii0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.33,0.23,0.0,0.0,0.0,0.0,7
goohpp,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.08,0.0,0.22,8
goohsa,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.08,0.0,0.22,8
gooun2,0.0,0.0,0.1,0.0,0.0,0.41,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.14,5
goq56j,0.03,0.3,0.0,0.0,0.0,0.0,0.13,0.0,0.16,0.16,0.0,0.04,0.0,0.0,0.18,1
gorruk,0.0,0.0,0.24,0.0,0.12,0.12,0.23,0.03,0.15,0.0,0.0,0.03,0.05,0.0,0.03,2
gotfgn,0.11,0.0,0.0,0.0,0.04,0.0,0.05,0.08,0.0,0.0,0.44,0.0,0.13,0.0,0.15,10
gotlfy,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1
gotocu,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.0,0.32,1
gotuel,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.31,0.17,0.01,0.01,0.01,9
govdbs,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.18,0.0,0.0,0.0,0.0,0.16,1
govp1e,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.15,0.0,0.0,0.17,0.0,1
goy0bf,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.15,0.0,0.0,0.0,0.0,1
goy3vj,0.0,0.0,0.13,0.0,0.0,0.0,0.03,0.0,0.0,0.14,0.47,0.0,0.22,0.0,0.0,10
goyf7z,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.44,0.01,0.01,0.01,0.01,0.01,0.37,8
gp1rf1,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.28,0.29,0.2,0.0,0.0,0.0,0.0,9
gp3nmx,0.0,0.19,0.0,0.04,0.26,0.17,0.16,0.0,0.04,0.0,0.0,0.14,0.0,0.0,0.0,4
gpfaow,0.06,0.34,0.0,0.0,0.36,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.04,0.03,0.0,4
gpfzje,0.0,0.0,0.32,0.0,0.0,0.17,0.0,0.07,0.0,0.0,0.19,0.0,0.0,0.04,0.2,2
gphk9j,0.0,0.0,0.49,0.0,0.0,0.0,0.08,0.0,0.0,0.23,0.0,0.0,0.19,0.0,0.0,2
gpigg1,0.0,0.0,0.0,0.0,0.0,0.49,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
gpmo2c,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.26,10
gpq0q7,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.33,0.46,0.05,0.0,0.0,0.0,10
gptt2p,0.07,0.48,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.25,1
gpvesz,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.28,0.15,0.0,0.0,0.0,0.13,1
gpvn53,0.0,0.25,0.15,0.0,0.0,0.07,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,10
gpz6tc,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.38,0.0,0.11,0.11,0.0,0.0,9
gq0np0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.07,0.31,0.0,0.0,0.0,0.0,0.0,0.0,5
gq1jsz,0.0,0.0,0.0,0.0,0.13,0.34,0.0,0.26,0.0,0.0,0.25,0.0,0.0,0.0,0.0,5
gq48ts,0.19,0.46,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1
gq8j32,0.11,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.52,0.0,0.0,0.0,0.05,0.0,0.0,8
gqa88c,0.01,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.22,0.12,0.15,0.02,0.06,0.1,0.08,8
gqcbkz,0.0,0.17,0.12,0.14,0.0,0.0,0.0,0.0,0.29,0.0,0.27,0.0,0.0,0.0,0.0,8
gqgqkf,0.01,0.01,0.46,0.01,0.01,0.01,0.01,0.46,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
gqi5gr,0.0,0.39,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,6
gqme1t,0.0,0.0,0.0,0.15,0.11,0.0,0.0,0.41,0.31,0.0,0.0,0.0,0.0,0.0,0.0,7
gqqwki,0.0,0.48,0.0,0.0,0.0,0.08,0.0,0.0,0.15,0.11,0.0,0.08,0.09,0.0,0.0,1
gqsxhi,0.13,0.11,0.0,0.0,0.58,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
gqy2fw,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.32,0.0,0.41,0.0,0.0,0.0,0.0,0.05,9
gr7ap0,0.0,0.56,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1
gr8s0d,0.0,0.2,0.28,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.21,0.0,0.07,0.03,2
gr9o3z,0.0,0.19,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,10
gravnk,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.44,0.01,13
grch31,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,0.02,0.02,0.02,0.02,10
grdga6,0.0,0.19,0.0,0.0,0.0,0.06,0.0,0.09,0.39,0.22,0.0,0.0,0.05,0.0,0.0,8
grfpwp,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.51,0.0,0.0,0.0,0.37,0.0,9
grip0m,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.63,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
grjh88,0.0,0.1,0.11,0.1,0.0,0.04,0.07,0.05,0.24,0.0,0.22,0.01,0.07,0.0,0.0,8
grkgd9,0.02,0.02,0.33,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.38,0.02,13
grljaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.19,0.0,0.22,0.0,0.22,0.0,7
grqjlw,0.0,0.49,0.0,0.09,0.0,0.0,0.0,0.0,0.26,0.0,0.15,0.0,0.0,0.0,0.0,1
gruj26,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.17,0.07,0.0,0.0,0.05,8
gruy0d,0.0,0.22,0.0,0.0,0.0,0.17,0.0,0.0,0.14,0.0,0.34,0.06,0.0,0.0,0.07,10
grvzm1,0.1,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.15,0.0,1
gry3f4,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.67,14
gs09sv,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.12,0.0,0.21,0.29,0.05,0.0,0.07,0.0,10
gs1dza,0.0,0.0,0.0,0.24,0.46,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
gs4dbw,0.0,0.18,0.2,0.13,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.26,0.0,0.17,12
gsar9e,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,14
gsavlc,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.11,0.0,0.08,0.0,0.0,9
gscy5e,0.0,0.0,0.0,0.0,0.41,0.0,0.12,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,8
