,t0 amp,t1 period,t2 nt,t3 sex,t4 symptom,t5 feel,t6 nt,t7 endometriosis,t8 control,t9 surgery,t10 day,t11 cyst,t12 pelvic,t13 advice,t14 else,dominant_topic
c4d9o1,0.0,0.0,0.0,0.0,0.27,0.16,0.0,0.0,0.0,0.19,0.0,0.0,0.3,0.07,0.0,12
c4e6is,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.22,8
c4h1hj,0.43,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0
c4hxeq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.44,0.0,0.0,0.1,0.2,0.0,9
c4ol7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.03,0.06,0.14,0.0,8
c51y85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,9
c52z1t,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.25,0.29,0.0,0.0,0.15,0.0,0.0,0.0,6
c5a1ul,0.0,0.0,0.0,0.0,0.0,0.17,0.5,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,6
c5actl,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.06,0.0,0.0,0.09,9
c5czn4,0.07,0.21,0.1,0.07,0.0,0.18,0.0,0.0,0.06,0.14,0.0,0.17,0.0,0.0,0.0,1
c5gknr,0.0,0.0,0.16,0.0,0.0,0.59,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,5
c5jy33,0.0,0.42,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.14,0.06,0.0,1
c5otld,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.3,0.23,0.0,0.0,0.0,4
c5pbxs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.47,0.0,0.0,0.16,0.07,10
c5ufp2,0.02,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.06,0.0,0.0,0.0,2
c5xbgv,0.0,0.0,0.0,0.0,0.25,0.34,0.0,0.0,0.07,0.0,0.32,0.0,0.0,0.0,0.0,5
c5zfy9,0.12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.23,0.0,0.07,0.0,0.0,0.0,8
c60kei,0.0,0.0,0.0,0.14,0.26,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.27,8
c644mg,0.0,0.12,0.08,0.04,0.0,0.13,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,6
c65hxh,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.12,0.0,0.0,0.0,0.0,1
c65my8,0.0,0.41,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.0,0.14,1
c67dxe,0.07,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.04,0.15,0.5,0.0,0.02,0.0,0.0,10
c685vj,0.0,0.0,0.24,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,10
c6ba0k,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.34,0.45,0.0,0.0,0.0,0.0,10
c6f85k,0.0,0.22,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.24,0.0,0.0,2
c6s2f9,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.16,0.19,0.0,0.0,0.0,8
c6zv7n,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.0,0.0,0.3,0.0,0.05,0.2,0.0,0.3,9
c75f94,0.0,0.21,0.0,0.15,0.0,0.26,0.0,0.08,0.0,0.0,0.18,0.0,0.0,0.0,0.13,5
c75jcd,0.0,0.2,0.18,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,13
c760s4,0.0,0.0,0.2,0.0,0.0,0.24,0.0,0.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,8
c77bda,0.0,0.0,0.15,0.0,0.11,0.25,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,6
c78hln,0.0,0.34,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
c7spo6,0.25,0.0,0.0,0.0,0.0,0.06,0.5,0.0,0.05,0.0,0.13,0.0,0.0,0.0,0.0,6
c7w38l,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.42,14
c7xep0,0.0,0.25,0.0,0.0,0.29,0.0,0.0,0.0,0.13,0.24,0.0,0.07,0.0,0.0,0.0,4
c7yy08,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.07,0.0,0.16,0.0,0.02,0.0,0.0,6
c80l7r,0.0,0.28,0.0,0.15,0.0,0.11,0.0,0.0,0.0,0.14,0.0,0.29,0.0,0.0,0.0,11
c8cifa,0.01,0.01,0.75,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.01,2
c8l5rb,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.03,0.35,0.13,0.0,0.25,0.0,0.0,9
c8ptzh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.13,0.21,0.0,0.0,8
c8rzpx,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1
c8vaya,0.0,0.0,0.14,0.03,0.0,0.08,0.0,0.0,0.0,0.52,0.16,0.07,0.0,0.0,0.0,9
c8vhsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.6,0.0,0.0,0.0,0.0,0.26,0.0,8
c8wgjb,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.12,0.0,0.22,0.0,0.21,0.0,0.26,0.0,13
c903mz,0.11,0.33,0.01,0.01,0.01,0.01,0.49,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
c97sv5,0.0,0.22,0.27,0.05,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.09,0.09,0.0,0.0,2
c98ets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.2,0.45,0.0,0.0,0.0,0.07,10
c9aih8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.77,0.0,0.0,0.0,0.07,0.0,9
c9cxpu,0.0,0.24,0.0,0.03,0.0,0.0,0.15,0.0,0.13,0.2,0.06,0.08,0.06,0.03,0.0,1
c9egl5,0.0,0.0,0.0,0.0,0.18,0.0,0.11,0.0,0.0,0.0,0.41,0.0,0.19,0.0,0.09,10
c9jjfm,0.02,0.0,0.27,0.0,0.0,0.06,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
c9mizi,0.0,0.0,0.0,0.0,0.38,0.1,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
c9nj6l,0.0,0.32,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.19,0.0,0.08,0.19,0.0,1
c9nw7h,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.06,0.41,0.06,0.0,0.0,0.0,0.21,0.0,8
c9o8ne,0.15,0.35,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1
c9rwdz,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.33,0.0,0.0,0.0,0.37,0.0,13
c9ztdm,0.0,0.0,0.0,0.0,0.18,0.0,0.28,0.0,0.47,0.0,0.0,0.0,0.0,0.05,0.0,8
ca1ldx,0.11,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.07,0.0,5
ca2e87,0.09,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.19,0.0,0.0,0.0,0.0,8
ca304r,0.1,0.0,0.21,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.11,0.0,0.21,0.0,0.0,7
ca3wnf,0.0,0.11,0.19,0.01,0.0,0.0,0.1,0.0,0.31,0.18,0.02,0.0,0.08,0.0,0.0,8
ca7xkr,0.0,0.0,0.19,0.0,0.0,0.09,0.18,0.0,0.0,0.17,0.35,0.0,0.0,0.0,0.0,10
cabo09,0.0,0.0,0.16,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,6
cac6ns,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.67,14
cacxdt,0.0,0.0,0.0,0.0,0.16,0.11,0.0,0.07,0.58,0.0,0.0,0.0,0.0,0.09,0.0,8
caf1tb,0.0,0.11,0.0,0.0,0.36,0.13,0.0,0.0,0.0,0.0,0.21,0.02,0.16,0.0,0.0,4
cagn7n,0.0,0.16,0.12,0.0,0.0,0.12,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,13
cajlv9,0.04,0.39,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.27,0.13,0.0,0.0,0.0,1
capqtv,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0
caqh69,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.47,0.01,0.01,0.01,11
carc45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.56,0.11,0.0,0.0,0.0,0.0,0.0,8
carc8c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.69,0.0,0.0,0.0,0.0,0.0,9
cazn8e,0.06,0.14,0.21,0.03,0.0,0.17,0.28,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,6
cb5ls9,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.45,0.0,0.0,0.0,0.0,10
cb7jg6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.54,0.0,0.28,0.05,0.05,0.0,9
cb7ruy,0.01,0.01,0.44,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
cb914u,0.09,0.14,0.0,0.07,0.0,0.0,0.0,0.0,0.26,0.43,0.0,0.0,0.0,0.0,0.0,9
cb92b6,0.04,0.19,0.0,0.05,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,8
cb9dfv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.14,0.0,0.0,0.0,0.0,0.0,7
cb9qj4,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.24,0.21,0.0,0.0,0.0,0.0,0.0,2
cba4dq,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
cbgmnk,0.04,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.21,0.0,10
cbhkoy,0.13,0.0,0.37,0.0,0.0,0.0,0.0,0.28,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2
cbjm1o,0.0,0.0,0.23,0.0,0.0,0.13,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
cbr21u,0.0,0.13,0.47,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.23,0.0,0.0,2
cbzb43,0.04,0.1,0.24,0.08,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
cc063t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.51,0.31,0.07,0.0,0.0,0.0,9
cc0l1s,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.21,0.11,0.43,0.0,0.0,0.0,0.0,0.0,9
cc1c3v,0.0,0.0,0.38,0.32,0.04,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ccc9oi,0.08,0.25,0.0,0.04,0.0,0.0,0.18,0.13,0.0,0.0,0.16,0.0,0.0,0.09,0.05,1
cccmu9,0.03,0.08,0.04,0.0,0.0,0.35,0.0,0.38,0.12,0.0,0.0,0.0,0.0,0.0,0.0,7
ccg6hf,0.12,0.0,0.13,0.0,0.0,0.0,0.11,0.26,0.0,0.22,0.0,0.0,0.15,0.0,0.0,7
cci10y,0.0,0.55,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.17,0.0,1
ccic3p,0.0,0.49,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,1
cckhuf,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,5
cclck6,0.0,0.14,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.1,0.0,0.0,2
ccqpv0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,11
cctkwx,0.0,0.0,0.0,0.21,0.0,0.14,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.18,0.07,10
cd0me6,0.0,0.34,0.0,0.11,0.06,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.31,0.0,0.0,1
cd1nxw,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.28,0.0,0.0,0.0,0.0,0.0,0.0,7
cd6o0l,0.0,0.5,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1
cd95el,0.0,0.0,0.0,0.2,0.07,0.46,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
cdixmd,0.11,0.47,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.06,0.0,1
cdnssg,0.07,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,5
cdonk7,0.0,0.39,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.11,0.0,1
cdpc9a,0.0,0.34,0.18,0.06,0.0,0.0,0.14,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.0,1
cdpsvp,0.0,0.4,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1
cdy5bx,0.0,0.21,0.0,0.0,0.0,0.5,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
ce0s9i,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.08,0.0,8
ce4lbi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.42,0.0,0.0,0.0,0.0,0.3,0.0,8
ce6e80,0.0,0.0,0.0,0.09,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.03,0.14,0.04,0.19,10
ce7k01,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.21,0.13,0.21,0.0,0.11,0.12,9
cebhma,0.0,0.23,0.29,0.0,0.06,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.0,2
cedduu,0.0,0.08,0.0,0.0,0.0,0.5,0.17,0.08,0.0,0.16,0.0,0.0,0.0,0.0,0.0,5
cen79f,0.0,0.44,0.0,0.13,0.0,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1
cerwhq,0.03,0.0,0.0,0.0,0.0,0.22,0.16,0.0,0.0,0.21,0.0,0.26,0.0,0.12,0.0,11
ceull8,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.65,0.0,0.0,0.0,0.0,0.0,9
cewui3,0.02,0.0,0.16,0.0,0.0,0.0,0.04,0.12,0.0,0.25,0.21,0.14,0.0,0.0,0.05,9
cf27yh,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.27,0.23,0.0,0.0,0.0,0.0,0.14,6
cf8n1g,0.09,0.0,0.0,0.0,0.0,0.42,0.17,0.15,0.1,0.0,0.06,0.0,0.0,0.0,0.0,5
cfa4xj,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.14,0.0,0.52,0.0,0.0,0.0,0.0,0.21,9
cfambf,0.01,0.01,0.38,0.01,0.01,0.01,0.34,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
cfc52b,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.25,0.09,0.0,1
cfc74p,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.17,5
cfmq0v,0.0,0.18,0.0,0.0,0.0,0.09,0.28,0.0,0.32,0.0,0.0,0.0,0.1,0.02,0.0,8
cfw8qg,0.1,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.19,0.0,0.0,0.0,0.0,8
cfwon3,0.25,0.0,0.23,0.0,0.0,0.0,0.07,0.32,0.0,0.0,0.0,0.0,0.06,0.0,0.06,7
cfyzaf,0.03,0.0,0.0,0.0,0.08,0.0,0.17,0.0,0.55,0.16,0.0,0.0,0.0,0.0,0.0,8
cfzlax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.0,0.0,0.0,9
cfzlhj,0.0,0.77,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1
cg0vof,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.19,0.0,0.0,0.0,0.0,1
cg3w97,0.01,0.01,0.01,0.01,0.57,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
cg6h6f,0.0,0.32,0.12,0.1,0.02,0.0,0.0,0.0,0.25,0.0,0.16,0.0,0.02,0.0,0.0,1
cg82xb,0.0,0.0,0.0,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.19,10
cg83tq,0.0,0.0,0.0,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.19,10
cg8gy8,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,8
cg9k8b,0.11,0.31,0.0,0.16,0.0,0.08,0.0,0.26,0.0,0.0,0.08,0.0,0.0,0.0,0.0,1
cga4mj,0.0,0.09,0.01,0.02,0.0,0.0,0.19,0.05,0.3,0.1,0.19,0.01,0.07,0.0,0.0,8
cgfwri,0.0,0.0,0.63,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,2
cggddm,0.16,0.29,0.0,0.0,0.0,0.07,0.11,0.0,0.16,0.2,0.0,0.0,0.0,0.0,0.0,1
cggu91,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.29,0.0,0.0,0.16,0.0,7
cgl71k,0.0,0.6,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1
cgrxjt,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.04,0.0,0.17,1
cgtx5x,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.51,0.13,0.0,0.0,0.11,10
cgxzlj,0.04,0.04,0.23,0.0,0.0,0.04,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.2,0.0,8
ch1go1,0.14,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,2
ch64us,0.0,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.24,0.42,0.0,0.0,0.0,0.0,0.0,9
ch6fod,0.0,0.35,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2
chadze,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
chd0va,0.06,0.03,0.0,0.0,0.05,0.15,0.0,0.0,0.33,0.11,0.13,0.07,0.07,0.0,0.0,8
chd556,0.0,0.45,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1
chi4rq,0.0,0.46,0.0,0.0,0.0,0.15,0.05,0.03,0.0,0.0,0.2,0.0,0.0,0.0,0.09,1
chjbms,0.05,0.46,0.0,0.13,0.0,0.1,0.0,0.0,0.0,0.0,0.18,0.04,0.04,0.0,0.0,1
chukew,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.28,0.05,0.0,0.12,0.0,0.0,0.15,0.0,2
chunfg,0.04,0.0,0.0,0.0,0.27,0.0,0.24,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.24,4
chv6b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,9
chvaem,0.0,0.48,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.05,0.07,0.03,0.17,0.0,0.11,1
chyut6,0.0,0.17,0.0,0.03,0.0,0.0,0.16,0.0,0.5,0.0,0.0,0.03,0.0,0.05,0.06,8
ci8isy,0.01,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.0,0.29,0.39,0.01,0.0,0.0,0.19,10
cibr0s,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,1
cidv68,0.0,0.0,0.39,0.0,0.0,0.0,0.24,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,2
cidw5q,0.0,0.61,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
cijwde,0.0,0.39,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.3,0.0,0.0,0.0,0.08,0.0,1
cil8va,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8
cileb7,0.0,0.49,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,1
cino8s,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.48,14
cipcf4,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,9
cirege,0.0,0.16,0.05,0.0,0.11,0.0,0.04,0.0,0.33,0.12,0.0,0.07,0.08,0.0,0.04,8
city9e,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.31,0.01,0.01,0.01,0.01,0.11,0.01,8
ciu0uq,0.39,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
ciu80v,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.22,12
ciyr3u,0.0,0.0,0.22,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,3
cj0180,0.0,0.0,0.23,0.0,0.0,0.37,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,5
cj6yof,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
cjgb1r,0.0,0.0,0.0,0.0,0.0,0.23,0.4,0.0,0.29,0.0,0.0,0.0,0.0,0.08,0.0,6
cji5fd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.29,0.0,0.06,0.19,9
cjpn6c,0.0,0.16,0.0,0.0,0.0,0.3,0.37,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,6
cjtnfy,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.33,0.0,0.0,9
cju4rg,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.53,0.0,0.0,0.0,0.19,0.0,0.0,0.0,7
cjv12v,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2
cjxk40,0.0,0.3,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,2
cjyw9c,0.0,0.17,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.16,0.11,5
ck1v3l,0.18,0.0,0.09,0.0,0.0,0.0,0.28,0.0,0.0,0.24,0.0,0.0,0.0,0.09,0.11,6
ckjv36,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.12,0.27,0.15,0.16,0.04,0.0,0.0,2
ckoxc3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.01,13
ckpssr,0.0,0.04,0.31,0.0,0.0,0.07,0.0,0.0,0.44,0.0,0.0,0.0,0.04,0.09,0.0,8
ckxfos,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.09,0.0,0.0,0.32,0.0,0.12,0.0,0.0,10
cl407b,0.0,0.08,0.14,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,5
cl9dx0,0.0,0.3,0.0,0.0,0.08,0.0,0.0,0.0,0.16,0.08,0.15,0.07,0.08,0.0,0.08,1
clglno,0.0,0.47,0.13,0.06,0.0,0.08,0.12,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1
clii3k,0.0,0.0,0.0,0.13,0.35,0.03,0.08,0.18,0.0,0.0,0.19,0.03,0.0,0.0,0.0,4
cljqcg,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,9
cln8hr,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.06,0.41,0.12,0.14,0.0,11
clppjl,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.78,0.01,0.01,0.01,0.01,0.01,9
clrab7,0.04,0.0,0.0,0.07,0.0,0.18,0.17,0.08,0.28,0.16,0.0,0.0,0.0,0.0,0.0,8
cls5ml,0.23,0.0,0.0,0.0,0.0,0.08,0.0,0.23,0.0,0.0,0.29,0.0,0.0,0.16,0.0,10
clvago,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.0,0.0,0.58,0.0,0.0,0.13,0.0,10
clvjum,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.2,0.0,0.0,0.0,0.0,7
cm0av4,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.16,0.0,0.43,0.0,0.11,0.0,0.24,0.0,9
cm1zh3,0.0,0.09,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,5
cmaokl,0.01,0.27,0.01,0.01,0.64,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
cmdcrl,0.12,0.17,0.09,0.0,0.0,0.36,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
cmey58,0.0,0.19,0.34,0.08,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.04,0.0,0.0,2
cmmqid,0.13,0.6,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1
