,t0 amp,t1 period,t2 nt,t3 period,t4 ultrasound,t5 surgery,t6 control,t7 help,t8 doctor,t9 surgery,dominant_topic
ooyhjo,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.15,0.0,2
oozb17,0.0,0.32,0.0,0.12,0.36,0.0,0.13,0.06,0.0,0.0,4
op04k0,0.0,0.0,0.0,0.0,0.0,0.15,0.63,0.2,0.0,0.0,6
op165g,0.0,0.0,0.17,0.3,0.0,0.0,0.0,0.0,0.0,0.51,9
op16j6,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.12,0.0,0.63,9
op19li,0.0,0.0,0.0,0.88,0.09,0.0,0.0,0.0,0.0,0.0,3
op1j89,0.07,0.37,0.0,0.0,0.05,0.0,0.43,0.0,0.0,0.08,6
op22c2,0.0,0.45,0.0,0.3,0.0,0.0,0.0,0.22,0.0,0.0,1
op3b4i,0.0,0.0,0.0,0.9,0.08,0.0,0.0,0.0,0.0,0.0,3
op3thz,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.24,0.23,2
op6j8h,0.0,0.0,0.34,0.0,0.0,0.1,0.14,0.0,0.0,0.4,9
op90t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.76,9
opbxnx,0.25,0.01,0.01,0.01,0.01,0.01,0.44,0.01,0.27,0.01,6
opc8qc,0.0,0.0,0.15,0.0,0.43,0.0,0.0,0.4,0.0,0.0,4
opd6l7,0.0,0.0,0.0,0.58,0.4,0.0,0.0,0.0,0.0,0.0,3
opf5hm,0.0,0.0,0.07,0.0,0.11,0.0,0.47,0.34,0.0,0.0,6
oph8sr,0.0,0.0,0.6,0.0,0.16,0.0,0.0,0.23,0.0,0.0,2
ophl0p,0.01,0.01,0.23,0.35,0.01,0.01,0.01,0.36,0.01,0.01,7
opht3y,0.0,0.49,0.27,0.0,0.0,0.0,0.0,0.0,0.07,0.15,1
opi7g6,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.68,9
opirc2,0.06,0.0,0.15,0.0,0.0,0.0,0.67,0.0,0.0,0.12,6
opj9dv,0.0,0.34,0.0,0.19,0.1,0.0,0.0,0.34,0.0,0.0,1
opjizm,0.02,0.02,0.02,0.57,0.02,0.02,0.02,0.02,0.3,0.02,3
opk1gu,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.79,0.0,8
opltgh,0.0,0.0,0.62,0.0,0.0,0.15,0.11,0.12,0.0,0.0,2
opmtci,0.0,0.41,0.0,0.12,0.0,0.0,0.36,0.0,0.11,0.0,1
opmy07,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.41,0.01,0.01,5
opn4sc,0.0,0.0,0.0,0.66,0.32,0.0,0.0,0.0,0.0,0.0,3
opooxp,0.06,0.0,0.35,0.07,0.0,0.0,0.04,0.0,0.47,0.0,8
opq215,0.0,0.12,0.27,0.0,0.06,0.2,0.0,0.34,0.0,0.0,7
oprm8a,0.01,0.25,0.1,0.0,0.26,0.07,0.1,0.0,0.17,0.04,4
opsjba,0.0,0.0,0.75,0.0,0.0,0.0,0.16,0.08,0.0,0.0,2
opufy7,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.21,0.33,2
opuj9c,0.01,0.01,0.01,0.31,0.27,0.36,0.01,0.01,0.01,0.01,5
opx9mu,0.01,0.01,0.01,0.01,0.19,0.01,0.01,0.76,0.01,0.01,7
opxfl4,0.04,0.46,0.0,0.0,0.0,0.0,0.41,0.09,0.0,0.0,1
oq1yqi,0.0,0.43,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.26,1
oq2h5r,0.0,0.15,0.24,0.37,0.03,0.0,0.0,0.02,0.18,0.0,3
oq3wla,0.03,0.41,0.17,0.0,0.0,0.0,0.38,0.0,0.0,0.0,1
oq6747,0.0,0.46,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,6
oq7cn6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.41,7
oqddz7,0.0,0.28,0.36,0.34,0.0,0.0,0.0,0.0,0.0,0.0,2
oqfot1,0.01,0.12,0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01,3
oqhovo,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.43,0.12,0.16,7
oqicps,0.0,0.0,0.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,3
oqlj73,0.0,0.0,0.2,0.0,0.17,0.22,0.0,0.0,0.0,0.4,9
oqrgca,0.0,0.3,0.0,0.49,0.0,0.0,0.0,0.0,0.2,0.0,3
oqt161,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1
oquhk8,0.15,0.58,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
oqy7v7,0.0,0.16,0.27,0.11,0.0,0.0,0.0,0.0,0.45,0.0,8
oqyz72,0.05,0.0,0.0,0.19,0.0,0.0,0.74,0.0,0.0,0.0,6
or3eoo,0.0,0.0,0.22,0.0,0.3,0.04,0.0,0.0,0.37,0.07,8
or42bl,0.0,0.11,0.0,0.0,0.21,0.31,0.0,0.0,0.0,0.36,9
or49rk,0.0,0.0,0.1,0.06,0.0,0.0,0.75,0.0,0.07,0.0,6
or4moa,0.0,0.0,0.0,0.29,0.0,0.0,0.23,0.0,0.4,0.07,8
or5kt3,0.0,0.33,0.15,0.0,0.38,0.0,0.0,0.0,0.12,0.0,4
or8qja,0.01,0.22,0.0,0.23,0.36,0.0,0.02,0.0,0.16,0.0,4
or95uz,0.09,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1
or96o7,0.0,0.63,0.07,0.0,0.07,0.0,0.0,0.0,0.23,0.0,1
orcomt,0.01,0.59,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.01,1
orecv4,0.0,0.0,0.0,0.45,0.0,0.0,0.52,0.0,0.0,0.0,6
orf7ob,0.0,0.65,0.0,0.06,0.0,0.06,0.0,0.0,0.21,0.0,1
orkefi,0.0,0.28,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,3
orl10p,0.0,0.39,0.17,0.16,0.0,0.0,0.26,0.0,0.0,0.0,1
orowyw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.82,9
orsgm9,0.0,0.0,0.21,0.0,0.37,0.0,0.0,0.14,0.21,0.06,4
ortg3c,0.09,0.35,0.0,0.03,0.0,0.0,0.0,0.06,0.0,0.46,9
orvv90,0.01,0.01,0.01,0.39,0.01,0.55,0.01,0.01,0.01,0.01,5
orzgje,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.61,0.0,8
os0rpr,0.0,0.0,0.0,0.0,0.51,0.14,0.0,0.0,0.0,0.34,4
os1dlb,0.0,0.0,0.13,0.17,0.0,0.0,0.33,0.1,0.0,0.27,6
os1en3,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1
os20si,0.01,0.47,0.49,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
os2g11,0.0,0.0,0.5,0.07,0.0,0.06,0.0,0.21,0.15,0.0,2
os3ml5,0.01,0.5,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.01,1
os43ak,0.05,0.49,0.11,0.0,0.0,0.0,0.0,0.19,0.15,0.0,1
os4zqe,0.1,0.0,0.0,0.25,0.52,0.0,0.0,0.12,0.0,0.0,4
os50je,0.0,0.27,0.0,0.0,0.08,0.2,0.04,0.02,0.31,0.08,8
os51pf,0.0,0.0,0.07,0.11,0.0,0.27,0.55,0.0,0.0,0.0,6
os88u8,0.0,0.0,0.0,0.0,0.12,0.44,0.0,0.21,0.22,0.0,5
os8j7j,0.0,0.0,0.17,0.0,0.12,0.0,0.0,0.0,0.37,0.33,8
osazjp,0.0,0.0,0.15,0.22,0.0,0.0,0.0,0.26,0.0,0.34,9
oscvr0,0.0,0.0,0.8,0.0,0.18,0.0,0.0,0.0,0.0,0.0,2
oscw3r,0.0,0.0,0.25,0.43,0.0,0.0,0.0,0.0,0.0,0.3,3
osfc6f,0.11,0.01,0.01,0.01,0.01,0.01,0.66,0.19,0.01,0.01,6
osfl3u,0.0,0.0,0.33,0.0,0.0,0.0,0.17,0.0,0.49,0.0,8
osgbmn,0.01,0.01,0.01,0.6,0.01,0.01,0.01,0.17,0.01,0.2,3
osgdqo,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,5
oslyrp,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.2,0.0,0.42,9
ospivd,0.07,0.0,0.0,0.63,0.11,0.17,0.0,0.0,0.0,0.0,3
ospvyq,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.7,9
osr6ta,0.0,0.36,0.2,0.0,0.17,0.0,0.0,0.25,0.0,0.0,1
osss53,0.0,0.0,0.39,0.0,0.29,0.05,0.0,0.0,0.11,0.16,2
osta7s,0.01,0.61,0.01,0.01,0.01,0.01,0.32,0.01,0.01,0.01,1
ostn7b,0.0,0.06,0.0,0.39,0.18,0.0,0.33,0.03,0.0,0.0,3
osudxg,0.0,0.73,0.0,0.05,0.0,0.0,0.0,0.12,0.04,0.05,1
osueqs,0.0,0.73,0.0,0.05,0.0,0.0,0.0,0.12,0.04,0.05,1
osuw75,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.21,0.19,0.47,9
osvl85,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
osvw3a,0.0,0.0,0.64,0.0,0.0,0.06,0.0,0.0,0.29,0.0,2
osycmk,0.02,0.07,0.0,0.37,0.32,0.1,0.0,0.0,0.0,0.11,3
osysnv,0.0,0.26,0.32,0.0,0.0,0.0,0.0,0.0,0.12,0.29,2
ot0cw9,0.0,0.0,0.4,0.0,0.05,0.3,0.0,0.12,0.0,0.13,2
ot0vqd,0.0,0.27,0.0,0.18,0.0,0.0,0.54,0.0,0.0,0.0,6
ot2gz4,0.0,0.49,0.14,0.0,0.0,0.0,0.17,0.19,0.0,0.0,1
ot35kg,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.5,0.27,8
ot3we6,0.0,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.31,0.34,9
ot4ko7,0.0,0.0,0.0,0.51,0.2,0.0,0.0,0.08,0.12,0.08,3
ot4ocx,0.0,0.53,0.26,0.09,0.02,0.0,0.0,0.0,0.1,0.0,1
ot6b5a,0.0,0.0,0.15,0.0,0.0,0.33,0.0,0.0,0.37,0.14,8
ot7siu,0.0,0.0,0.14,0.0,0.27,0.07,0.09,0.06,0.25,0.11,4
ot9lvh,0.0,0.0,0.0,0.0,0.15,0.22,0.0,0.37,0.24,0.0,7
ot9qfi,0.0,0.0,0.25,0.0,0.0,0.0,0.72,0.0,0.0,0.0,6
ot9xhs,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.43,3
otcon1,0.0,0.62,0.0,0.0,0.09,0.05,0.06,0.0,0.17,0.0,1
otdzpt,0.0,0.0,0.0,0.59,0.0,0.0,0.18,0.0,0.22,0.0,3
otfehy,0.0,0.33,0.16,0.44,0.0,0.0,0.0,0.06,0.0,0.0,3
otfve5,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.17,0.0,0.0,3
oth4w0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.24,0.43,0.0,8
oth5lu,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.25,0.41,0.0,8
otiour,0.12,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.54,0.0,8
otjqnn,0.0,0.43,0.0,0.0,0.0,0.12,0.22,0.0,0.0,0.22,1
otl5kz,0.0,0.42,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
otlafv,0.0,0.39,0.33,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1
otlrsa,0.0,0.0,0.07,0.0,0.0,0.19,0.0,0.36,0.38,0.0,8
otnsdf,0.0,0.0,0.12,0.1,0.0,0.34,0.22,0.0,0.22,0.0,5
otp19f,0.0,0.0,0.0,0.13,0.25,0.0,0.14,0.13,0.34,0.0,8
otq6nx,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.45,0.46,0.0,8
otqgq1,0.0,0.0,0.22,0.0,0.0,0.39,0.06,0.0,0.31,0.0,5
otqxe2,0.0,0.31,0.0,0.21,0.0,0.0,0.0,0.0,0.24,0.22,1
otr0ox,0.0,0.0,0.07,0.15,0.3,0.0,0.0,0.1,0.38,0.0,8
otsjua,0.01,0.01,0.01,0.29,0.15,0.01,0.18,0.3,0.01,0.01,7
ottbfb,0.0,0.0,0.0,0.26,0.0,0.2,0.0,0.15,0.0,0.38,9
ottx4v,0.0,0.25,0.37,0.0,0.0,0.0,0.0,0.0,0.38,0.0,8
otvew5,0.0,0.0,0.0,0.0,0.12,0.47,0.39,0.0,0.0,0.0,5
otyvvj,0.0,0.57,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,1
ou0doe,0.0,0.71,0.0,0.14,0.0,0.0,0.0,0.12,0.0,0.0,1
ou4o3l,0.0,0.0,0.16,0.0,0.32,0.0,0.0,0.0,0.0,0.5,9
ou5yko,0.08,0.28,0.3,0.0,0.0,0.07,0.1,0.0,0.0,0.17,2
ou7grq,0.0,0.13,0.0,0.0,0.38,0.08,0.0,0.4,0.0,0.0,7
ou7w69,0.01,0.09,0.01,0.86,0.01,0.01,0.01,0.01,0.01,0.01,3
ou8kx5,0.0,0.09,0.0,0.0,0.27,0.0,0.36,0.08,0.19,0.0,6
ou8ysx,0.01,0.01,0.61,0.35,0.01,0.01,0.01,0.01,0.01,0.01,2
ou922v,0.0,0.31,0.14,0.13,0.0,0.03,0.22,0.0,0.17,0.0,1
oubmcv,0.0,0.19,0.31,0.0,0.23,0.15,0.0,0.0,0.0,0.11,2
ouc6yg,0.0,0.59,0.0,0.26,0.0,0.0,0.0,0.13,0.0,0.0,1
ouceuf,0.0,0.37,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ouckuh,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,7
oucyge,0.0,0.3,0.0,0.13,0.17,0.22,0.0,0.18,0.0,0.0,1
ouczkj,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0.09,0.59,0.01,8
oudzts,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.17,0.01,0.01,3
oug60t,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.67,0.2,8
oujcs5,0.01,0.69,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,1
oujof7,0.12,0.0,0.16,0.0,0.0,0.0,0.14,0.0,0.0,0.56,9
oukkt1,0.0,0.1,0.54,0.16,0.0,0.0,0.0,0.0,0.19,0.0,2
oundk6,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,7
ounjv5,0.01,0.01,0.01,0.01,0.01,0.1,0.01,0.69,0.01,0.16,7
ounpsn,0.0,0.46,0.5,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2
ouo842,0.04,0.0,0.08,0.23,0.37,0.15,0.0,0.0,0.0,0.12,4
ouql77,0.0,0.43,0.0,0.37,0.09,0.0,0.0,0.0,0.0,0.1,1
ousour,0.0,0.0,0.11,0.0,0.0,0.87,0.0,0.0,0.0,0.0,5
ouubqu,0.0,0.45,0.16,0.38,0.0,0.0,0.0,0.0,0.0,0.0,1
ouuzb8,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.65,0.0,0.0,7
ouw7ff,0.05,0.0,0.52,0.04,0.0,0.0,0.32,0.06,0.0,0.0,2
ouygpc,0.0,0.3,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.33,9
ouzhc1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,9
ovmrnd,0.06,0.19,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.49,9
ovplhn,0.0,0.0,0.28,0.0,0.0,0.38,0.0,0.0,0.33,0.0,5
ovqnnn,0.02,0.58,0.0,0.09,0.0,0.0,0.3,0.0,0.0,0.0,1
ovqo8c,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,3
ovu1wt,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.43,4
ovu8wh,0.0,0.0,0.32,0.09,0.0,0.06,0.0,0.0,0.45,0.08,8
ovwg4r,0.0,0.0,0.51,0.31,0.0,0.0,0.0,0.0,0.0,0.17,2
ovy44f,0.0,0.16,0.0,0.28,0.08,0.19,0.0,0.0,0.28,0.0,3
ovz4mx,0.39,0.0,0.0,0.0,0.0,0.26,0.18,0.16,0.0,0.0,0
ovz55f,0.03,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.29,0.22,3
ow1efv,0.01,0.01,0.01,0.01,0.35,0.01,0.22,0.4,0.01,0.01,7
ow77hm,0.0,0.0,0.0,0.14,0.0,0.17,0.3,0.33,0.0,0.05,7
ow7orw,0.0,0.1,0.0,0.04,0.3,0.31,0.0,0.0,0.11,0.13,5
ow8qtf,0.0,0.55,0.12,0.02,0.26,0.0,0.0,0.0,0.05,0.0,1
owa8tq,0.0,0.0,0.3,0.0,0.0,0.0,0.08,0.26,0.02,0.31,9
owbc2i,0.0,0.0,0.62,0.0,0.0,0.0,0.1,0.25,0.0,0.0,2
owbwcx,0.0,0.0,0.16,0.0,0.0,0.0,0.54,0.27,0.0,0.0,6
owcb7l,0.01,0.01,0.64,0.01,0.01,0.01,0.01,0.32,0.01,0.01,2
owdkqx,0.01,0.01,0.01,0.01,0.7,0.01,0.01,0.01,0.01,0.22,4
owdoki,0.0,0.04,0.0,0.33,0.23,0.03,0.0,0.35,0.0,0.02,7
owdryt,0.0,0.13,0.12,0.0,0.19,0.0,0.0,0.0,0.0,0.56,9
owduq3,0.17,0.0,0.0,0.0,0.0,0.13,0.43,0.0,0.0,0.25,6
owggsr,0.0,0.0,0.14,0.7,0.0,0.0,0.0,0.0,0.14,0.0,3
owhxea,0.0,0.0,0.4,0.44,0.0,0.0,0.0,0.15,0.0,0.0,3
owubm5,0.0,0.18,0.0,0.07,0.55,0.19,0.0,0.0,0.0,0.0,4
owul4j,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,5
ox417n,0.02,0.27,0.0,0.29,0.11,0.0,0.0,0.0,0.0,0.3,9
oxafdt,0.0,0.41,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,3
oxatei,0.02,0.0,0.0,0.11,0.31,0.24,0.12,0.11,0.0,0.09,4
oxdn52,0.22,0.14,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.45,9
oxe48p,0.01,0.01,0.01,0.64,0.13,0.19,0.01,0.01,0.01,0.01,3
oxk0iv,0.0,0.02,0.24,0.16,0.0,0.0,0.0,0.0,0.0,0.57,9
oxk6q6,0.0,0.0,0.0,0.1,0.23,0.08,0.21,0.07,0.12,0.19,4
oxpcss,0.0,0.08,0.16,0.13,0.29,0.0,0.03,0.02,0.19,0.1,4
oxt12h,0.0,0.33,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.36,9
oxy6il,0.0,0.0,0.0,0.56,0.0,0.0,0.42,0.0,0.0,0.0,3
oxy7v9,0.0,0.0,0.0,0.93,0.05,0.0,0.0,0.0,0.0,0.0,3
oxygfz,0.0,0.35,0.0,0.4,0.09,0.0,0.04,0.0,0.11,0.0,3
oxygld,0.0,0.0,0.0,0.59,0.08,0.0,0.15,0.0,0.16,0.0,3
oxyrl6,0.0,0.0,0.18,0.1,0.35,0.0,0.2,0.0,0.11,0.05,4
oxzlpc,0.0,0.47,0.13,0.0,0.03,0.04,0.0,0.0,0.32,0.0,1
oxztmp,0.0,0.27,0.17,0.0,0.0,0.0,0.0,0.31,0.25,0.0,7
oy00dn,0.0,0.31,0.0,0.04,0.36,0.0,0.11,0.02,0.16,0.0,4
oy32ir,0.0,0.35,0.55,0.0,0.0,0.0,0.0,0.09,0.0,0.0,2
oy40os,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.19,0.01,0.01,3
oy5n4j,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.67,0.25,8
oy7skh,0.0,0.65,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,1
oy8tsm,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.11,2
oy9ow2,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.42,0.36,8
oy9vit,0.0,0.15,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.48,9
oybvjh,0.0,0.0,0.71,0.0,0.27,0.0,0.0,0.0,0.0,0.0,2
oyf4f9,0.0,0.0,0.0,0.0,0.26,0.71,0.0,0.0,0.0,0.0,5
oyhlnp,0.14,0.37,0.01,0.44,0.01,0.01,0.01,0.01,0.01,0.01,3
oyhnja,0.0,0.0,0.25,0.44,0.0,0.0,0.0,0.0,0.3,0.0,3
oyjthd,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
oyksi4,0.01,0.62,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,1
oymrn5,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,4
oynma5,0.01,0.01,0.39,0.01,0.57,0.01,0.01,0.01,0.01,0.01,4
oynyu4,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.16,0.0,0.56,9
oyrcfb,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.2,0.43,9
oys8wb,0.0,0.48,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.24,1
oytonu,0.0,0.16,0.23,0.0,0.38,0.0,0.0,0.0,0.2,0.0,4
oytqnp,0.02,0.1,0.55,0.03,0.0,0.07,0.06,0.0,0.17,0.0,2
oytx0x,0.12,0.39,0.0,0.21,0.0,0.12,0.0,0.15,0.0,0.0,1
oyug1t,0.0,0.0,0.42,0.0,0.32,0.0,0.0,0.24,0.0,0.0,2
oyvudn,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.5,0.21,8
oyx7fj,0.0,0.0,0.11,0.22,0.26,0.0,0.0,0.0,0.41,0.0,8
oyy11t,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.64,0.01,0.31,7
oyy44q,0.03,0.0,0.23,0.0,0.0,0.07,0.33,0.0,0.0,0.34,9
oz051p,0.0,0.17,0.22,0.0,0.24,0.0,0.0,0.01,0.0,0.35,9
oz1qwn,0.0,0.0,0.19,0.0,0.58,0.0,0.04,0.0,0.0,0.19,4
oz2ksj,0.0,0.0,0.06,0.0,0.64,0.0,0.0,0.27,0.0,0.0,4
oz2vf3,0.02,0.0,0.15,0.0,0.19,0.37,0.0,0.01,0.2,0.06,5
oz58hz,0.0,0.73,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1
oz7beu,0.0,0.29,0.21,0.48,0.0,0.0,0.0,0.0,0.0,0.0,3
oz9hhi,0.01,0.15,0.37,0.0,0.0,0.0,0.0,0.0,0.46,0.0,8
ozbpcc,0.0,0.32,0.0,0.18,0.0,0.04,0.15,0.0,0.14,0.16,1
ozdsz1,0.0,0.31,0.31,0.0,0.0,0.07,0.07,0.0,0.22,0.0,1
oze6ec,0.0,0.21,0.61,0.0,0.0,0.0,0.16,0.0,0.0,0.0,2
ozf7p8,0.0,0.1,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ozgsrv,0.03,0.0,0.28,0.0,0.14,0.07,0.0,0.17,0.32,0.0,8
ozhzeo,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
ozi0lg,0.01,0.01,0.01,0.01,0.01,0.01,0.74,0.21,0.01,0.01,6
ozi50s,0.0,0.8,0.0,0.04,0.0,0.0,0.0,0.09,0.0,0.06,1
ozi747,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.45,0.01,7
ozk1ru,0.13,0.32,0.0,0.0,0.0,0.11,0.36,0.0,0.0,0.07,6
ozk58l,0.0,0.14,0.12,0.31,0.06,0.18,0.05,0.0,0.0,0.13,3
ozmbxp,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.38,0.37,0.01,7
oznqwg,0.0,0.0,0.0,0.38,0.24,0.0,0.03,0.0,0.34,0.0,3
ozo15z,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.76,9
ozpha2,0.01,0.01,0.44,0.01,0.01,0.01,0.01,0.52,0.01,0.01,7
ozq2m1,0.0,0.12,0.1,0.22,0.37,0.0,0.0,0.08,0.1,0.0,4
ozsr9j,0.0,0.14,0.0,0.45,0.06,0.0,0.22,0.0,0.14,0.0,3
oztf1j,0.0,0.0,0.0,0.0,0.0,0.27,0.42,0.29,0.0,0.0,6
ozxs96,0.1,0.42,0.19,0.06,0.0,0.0,0.0,0.21,0.0,0.0,1
ozxsuz,0.0,0.12,0.21,0.0,0.0,0.12,0.0,0.27,0.0,0.28,9
ozy3yc,0.17,0.0,0.0,0.49,0.0,0.07,0.0,0.24,0.0,0.0,3
ozy424,0.15,0.0,0.0,0.0,0.25,0.0,0.12,0.0,0.47,0.0,8
p004by,0.01,0.01,0.54,0.01,0.01,0.01,0.01,0.41,0.01,0.01,2
p00ngj,0.0,0.25,0.0,0.0,0.0,0.03,0.24,0.0,0.48,0.0,8
p05fwy,0.0,0.0,0.0,0.0,0.06,0.39,0.09,0.09,0.38,0.0,5
p067u3,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.19,0.01,0.43,9
p086j6,0.0,0.28,0.15,0.36,0.15,0.06,0.0,0.0,0.0,0.0,3
p0bx6l,0.0,0.28,0.18,0.0,0.26,0.0,0.0,0.0,0.27,0.0,1
p0dd3o,0.0,0.0,0.05,0.17,0.13,0.23,0.0,0.16,0.0,0.26,9
p0df97,0.07,0.0,0.0,0.44,0.22,0.0,0.13,0.0,0.0,0.14,3
p0f8mc,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,1
p0h73o,0.0,0.0,0.63,0.0,0.24,0.0,0.0,0.11,0.0,0.0,2
p0i5hu,0.22,0.0,0.14,0.0,0.05,0.2,0.0,0.38,0.0,0.0,7
p0j4rn,0.0,0.27,0.0,0.06,0.11,0.0,0.19,0.13,0.11,0.13,1
p0ljt0,0.0,0.27,0.0,0.14,0.37,0.0,0.0,0.0,0.0,0.21,4
p0o9my,0.0,0.0,0.0,0.0,0.07,0.17,0.45,0.29,0.0,0.0,6
p0odo1,0.0,0.0,0.0,0.0,0.11,0.76,0.11,0.0,0.0,0.0,5
p0odsi,0.0,0.0,0.48,0.37,0.0,0.0,0.13,0.0,0.0,0.0,2
p0oq6e,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.57,0.01,8
p0pb07,0.04,0.14,0.0,0.24,0.0,0.27,0.3,0.0,0.0,0.0,6
p0q0iw,0.0,0.47,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,1
p0qltf,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.8,0.01,0.01,7
p0rhu2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.35,0.02,0.52,9
p0rw7b,0.0,0.24,0.11,0.2,0.13,0.0,0.15,0.17,0.0,0.0,1
p0s55f,0.0,0.28,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.55,9
p0u3qy,0.0,0.4,0.0,0.12,0.09,0.0,0.18,0.09,0.11,0.0,1
p0urjy,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.31,0.0,0.43,9
p10rry,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.78,0.01,0.01,7
