,t0 amp,t1 feel,t2 know,t3 feel,t4 ultrasound,t5 work,t6 nt,t7 doctor,t8 year,t9 surgery,t10 weight,t11 hysterectomy,t12 help,t13 gynaecologist,t14 period,t15 control,t16 lap,t17 endometriosis,t18 period,t19 share,dominant_topic
nhi0t8,0.0,0.0,0.0,0.31,0.3,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,3
nhioz1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,17
nhjblb,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.25,0.19,0.32,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.06,0.0,0.0,9
nhjd04,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.08,0.0,0.14,0.0,0.01,0.0,0.01,0.04,0.0,0.0,0.0,0.56,0.06,18
nhmcoq,0.0,0.25,0.0,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.3,0.0,18
nhoy0c,0.0,0.0,0.17,0.0,0.0,0.0,0.13,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.22,0.0,0.0,9
nhoybx,0.0,0.0,0.17,0.0,0.0,0.0,0.13,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.22,0.0,0.0,9
nhpx3x,0.0,0.0,0.41,0.04,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.12,0.0,0.0,0.11,0.0,0.2,2
nhwg25,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.1,0.16,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10
nhws5i,0.0,0.0,0.17,0.0,0.0,0.0,0.13,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.22,0.0,0.0,9
nhwxyf,0.0,0.19,0.0,0.0,0.0,0.02,0.0,0.0,0.11,0.0,0.09,0.0,0.0,0.0,0.0,0.34,0.03,0.05,0.16,0.0,15
nhxu70,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.12,0.0,0.45,0.0,18
nhyyna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.17,0.0,16
nhzpal,0.0,0.0,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.43,0.19,0.0,17
ni0t5m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.26,0.28,0.0,0.0,0.0,16
ni1o61,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.21,0.0,0.27,0.0,0.16,0.01,0.0,0.0,0.0,0.0,0.03,0.07,0.08,9
ni4adi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.03,0.0,0.0,0.07,0.0,0.0,0.13,0.0,0.0,0.44,0.0,18
ni4dpn,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
ni5ggu,0.0,0.0,0.25,0.03,0.0,0.01,0.03,0.0,0.0,0.37,0.13,0.03,0.0,0.0,0.1,0.0,0.0,0.04,0.0,0.0,9
ni5jj5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.26,0.36,0.07,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.14,0.0,8
ni6bzu,0.0,0.0,0.0,0.33,0.17,0.0,0.0,0.0,0.11,0.0,0.0,0.04,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,14
nia65l,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.25,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,18
nibwmj,0.0,0.12,0.0,0.0,0.25,0.0,0.03,0.0,0.31,0.0,0.0,0.08,0.0,0.02,0.0,0.0,0.17,0.0,0.0,0.0,8
nifztz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.56,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
nij7h2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.01,7
niltpu,0.0,0.26,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
niom4t,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.28,0.0,0.0,2
nirh54,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.3,0.1,0.0,0.14,0.0,0.0,0.02,0.0,0.0,0.19,0.09,0.0,0.05,7
nirmx0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,14
niwceq,0.0,0.0,0.22,0.0,0.0,0.01,0.0,0.0,0.47,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.11,0.04,0.0,8
niwzcz,0.0,0.15,0.33,0.0,0.06,0.0,0.0,0.0,0.34,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.04,8
niyesx,0.0,0.19,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.13,0.1,2
nj3tnw,0.0,0.09,0.56,0.0,0.0,0.02,0.22,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2
nj6som,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.09,0.0,0.0,0.26,0.28,0.08,0.0,0.0,16
nj7xjp,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.41,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,10
nj8y08,0.04,0.39,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
nja248,0.0,0.0,0.23,0.0,0.09,0.0,0.23,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,14
njapxr,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.01,2
njc79s,0.0,0.15,0.0,0.0,0.15,0.0,0.18,0.0,0.27,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.08,0.0,0.15,0.0,8
njdvwq,0.0,0.0,0.0,0.22,0.2,0.0,0.0,0.0,0.0,0.36,0.13,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9
njf0m0,0.0,0.0,0.03,0.0,0.16,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.16,0.19,0.25,19
njfk59,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.19,0.04,0.17,0.0,0.0,8
njjm2i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.58,0.28,0.0,0.0,16
njlczs,0.0,0.14,0.0,0.03,0.0,0.0,0.07,0.0,0.14,0.17,0.27,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.11,10
njqqdv,0.0,0.0,0.39,0.0,0.03,0.0,0.0,0.19,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2
njshbv,0.0,0.0,0.27,0.0,0.0,0.0,0.15,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,9
njsyvl,0.0,0.08,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3
nju5te,0.0,0.0,0.13,0.05,0.13,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.14,0.0,0.05,0.0,0.35,0.06,18
njuu4j,0.0,0.0,0.17,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.64,0.0,18
njvj5e,0.0,0.0,0.7,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.09,2
njvm2b,0.0,0.0,0.0,0.0,0.28,0.0,0.18,0.0,0.37,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.14,0.0,8
njvv2y,0.0,0.0,0.0,0.0,0.06,0.03,0.16,0.32,0.0,0.28,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.14,7
nk02m1,0.0,0.02,0.0,0.06,0.0,0.0,0.13,0.06,0.18,0.15,0.04,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.27,0.0,18
nk2qdh,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.24,0.0,0.08,0.0,0.0,0.17,4
nk5a93,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.17,0.24,0.0,0.0,0.0,0.0,9
nk62cy,0.0,0.08,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.01,0.0,0.14,0.0,0.0,0.08,0.0,9
nk8528,0.15,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.32,0.0,0.03,0.0,0.0,0.0,0.0,0.07,0.15,0.0,0.0,0.0,8
nk8qg8,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.47,0.0,18
nk8r7n,0.0,0.0,0.36,0.0,0.0,0.0,0.07,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,2
nk8z7i,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1
nkc169,0.0,0.0,0.21,0.0,0.0,0.01,0.28,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.2,0.0,6
nkeihx,0.0,0.0,0.39,0.0,0.0,0.0,0.17,0.13,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2
nkfwf1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.04,0.0,0.19,0.0,0.0,0.0,0.0,0.0,2
nkll6b,0.02,0.21,0.0,0.0,0.04,0.0,0.0,0.09,0.06,0.31,0.0,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.17,9
nkmasl,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.66,19
nkmy52,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.12,16
nkox00,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.0,0.21,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.1,11
nkpkjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.63,0.0,0.24,0.0,0.0,15
nkt12r,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.12,0.0,0.06,0.0,0.0,0.0,0.37,0.08,0.0,17
nktjyr,0.0,0.0,0.33,0.0,0.0,0.0,0.1,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2
nkur7p,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.2,17
nkvbzh,0.0,0.0,0.22,0.27,0.0,0.04,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,8
nkvcb8,0.0,0.0,0.0,0.0,0.2,0.01,0.0,0.0,0.1,0.06,0.0,0.11,0.0,0.0,0.07,0.13,0.07,0.0,0.25,0.0,18
nkxyao,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,9
nl1byo,0.0,0.0,0.0,0.12,0.0,0.0,0.31,0.07,0.0,0.0,0.0,0.04,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,14
nl21fo,0.0,0.07,0.14,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.36,0.0,0.0,0.1,0.0,0.0,14
nl21tr,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.55,0.0,0.18,0.05,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,8
nl4k9c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.22,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,10
nl5izy,0.0,0.63,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,1
nl6cuf,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.25,0.48,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
nl8yf2,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,18
nlagei,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.34,0.0,0.15,0.0,0.0,0.11,0.0,0.0,0.19,0.0,0.0,9
nlaiog,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.17,0.0,1
nlau2u,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,16
nlccnj,0.0,0.18,0.0,0.03,0.0,0.0,0.19,0.23,0.0,0.12,0.0,0.0,0.0,0.01,0.12,0.0,0.0,0.12,0.0,0.0,7
nlf100,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.44,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.34,0.0,0.0,0.0,7
nlfh3a,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.14,0.39,0.0,0.0,0.0,0.0,2
nlhh38,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.11,0.28,0.0,0.11,0.24,0.0,15
nlinrt,0.03,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.53,19
nll4w1,0.0,0.0,0.42,0.09,0.38,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
nlmwbm,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.08,12
nlnk49,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.25,0.0,0.11,9
nlnxyk,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,9
nlq6mx,0.0,0.13,0.09,0.0,0.2,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.08,0.29,0.0,0.09,0.0,0.0,15
nlqcbg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,19
nlqgnx,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,19
nlshnx,0.0,0.0,0.0,0.13,0.36,0.0,0.0,0.08,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,4
nlvovv,0.0,0.0,0.18,0.11,0.3,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,4
nlwo2n,0.0,0.53,0.12,0.0,0.0,0.0,0.0,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1
nlwzok,0.0,0.0,0.0,0.0,0.19,0.01,0.0,0.0,0.0,0.0,0.16,0.0,0.03,0.0,0.1,0.0,0.0,0.06,0.44,0.0,18
nm067a,0.0,0.0,0.18,0.21,0.0,0.0,0.0,0.0,0.15,0.0,0.19,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.19,0.0,3
nm3haw,0.0,0.13,0.36,0.0,0.0,0.0,0.14,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.03,2
nm3x47,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.45,0.0,18
nm5ji0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.33,0.44,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,9
nm64yg,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.21,15
nm6q1i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.19,0.43,0.0,0.0,0.0,0.0,15
nmaimv,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.18,0.07,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.43,0.0,18
nmc07d,0.0,0.0,0.26,0.0,0.17,0.0,0.0,0.26,0.0,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,2
nmd4mu,0.0,0.39,0.0,0.06,0.0,0.03,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,1
nmdqxp,0.0,0.02,0.0,0.13,0.16,0.0,0.0,0.0,0.0,0.3,0.04,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.12,0.0,9
nme05l,0.0,0.0,0.35,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.4,19
nme5o2,0.0,0.0,0.0,0.08,0.19,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.22,0.2,0.0,17
nmiml1,0.0,0.18,0.26,0.04,0.09,0.0,0.0,0.0,0.35,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
nmknf3,0.0,0.47,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
nml22l,0.0,0.27,0.2,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1
nmnbhl,0.0,0.27,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
nmnjdw,0.0,0.0,0.23,0.0,0.0,0.0,0.1,0.0,0.27,0.24,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.07,0.0,0.0,8
nmp3sz,0.0,0.04,0.0,0.13,0.1,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.0,0.53,0.04,18
nmqcql,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.0,8
nmqes7,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.28,0.0,0.0,0.0,8
nmrwje,0.0,0.06,0.24,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.22,0.2,0.12,0.0,0.0,0.0,2
nmsgo7,0.0,0.14,0.1,0.0,0.14,0.0,0.26,0.0,0.09,0.08,0.03,0.13,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,6
nmwenw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
nmy6ag,0.0,0.0,0.16,0.0,0.0,0.0,0.19,0.1,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,18
nmytoz,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.35,0.35,0.02,0.02,16
nmz5b8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.29,0.0,0.0,8
nn2kvr,0.01,0.0,0.0,0.09,0.02,0.0,0.1,0.24,0.0,0.0,0.05,0.0,0.0,0.0,0.27,0.13,0.0,0.0,0.0,0.07,14
nn2lj7,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.15,0.0,0.17,7
nn4y4a,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.21,0.42,0.0,18
nn4yz4,0.0,0.0,0.14,0.14,0.03,0.01,0.12,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.15,0.0,0.1,0.0,0.22,0.0,18
nn5yiy,0.0,0.0,0.03,0.02,0.02,0.0,0.22,0.04,0.17,0.02,0.02,0.01,0.0,0.0,0.08,0.05,0.0,0.03,0.27,0.01,18
nn74k5,0.04,0.0,0.16,0.0,0.0,0.03,0.41,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.19,0.0,0.0,6
nn8px2,0.0,0.0,0.07,0.1,0.14,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.07,0.0,0.0,0.11,8
nnazu9,0.01,0.49,0.01,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
nnb9wl,0.0,0.05,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.07,9
nncfo3,0.0,0.04,0.0,0.0,0.09,0.0,0.06,0.0,0.0,0.54,0.04,0.0,0.0,0.0,0.0,0.17,0.06,0.0,0.0,0.0,9
nnd3jh,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.07,0.25,0.0,7
nnd98x,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.24,0.0,0.08,0.12,0.0,0.0,0.0,0.15,0.0,8
nndonn,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.18,0.05,0.0,0.18,0.02,0.03,0.0,0.0,0.0,0.0,0.23,0.1,18
nnfpho,0.0,0.18,0.12,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,17
nngl2n,0.0,0.12,0.0,0.17,0.18,0.0,0.12,0.0,0.0,0.13,0.0,0.07,0.11,0.0,0.0,0.0,0.0,0.08,0.0,0.0,4
nngsei,0.0,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.29,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,9
nngyqr,0.0,0.0,0.19,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.09,10
nnh5uq,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.31,0.18,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,8
nniw74,0.0,0.12,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.35,0.1,0.09,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.11,9
nnj5or,0.0,0.29,0.0,0.12,0.0,0.0,0.0,0.08,0.27,0.16,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1
nnktdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.6,0.12,0.0,0.0,16
nnkwi4,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,8
nnoh70,0.0,0.13,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,3
nnp0j4,0.0,0.36,0.0,0.15,0.0,0.0,0.07,0.33,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
nnpcma,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.48,0.0,0.0,17
nnpjf3,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1
nnpklx,0.0,0.12,0.0,0.17,0.0,0.0,0.11,0.14,0.0,0.18,0.21,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,10
nnpuzd,0.0,0.0,0.0,0.0,0.1,0.0,0.04,0.0,0.0,0.0,0.05,0.08,0.0,0.0,0.0,0.01,0.0,0.04,0.67,0.0,18
nnqgi3,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,11
nnqjim,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.4,0.01,0.01,15
nnr95i,0.0,0.0,0.32,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.24,0.1,2
