,t0 amp,t1 feel,t2 know,t3 feel,t4 ultrasound,t5 work,t6 nt,t7 doctor,t8 year,t9 surgery,t10 weight,t11 hysterectomy,t12 help,t13 gynaecologist,t14 period,t15 control,t16 lap,t17 endometriosis,t18 period,t19 share,dominant_topic
507zim,0.0,0.31,0.16,0.0,0.0,0.0,0.11,0.0,0.21,0.0,0.1,0.03,0.03,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1
508opr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.29,0.0,0.0,0.17,0.0,0.0,0.2,0.0,0.0,9
524te1,0.0,0.0,0.0,0.04,0.22,0.0,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.09,0.04,0.06,0.13,0.27,0.0,18
5301qz,0.12,0.27,0.2,0.0,0.0,0.02,0.13,0.03,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.01,0.0,0.0,0.0,0.0,1
53atcb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.1,9
53hwr0,0.0,0.0,0.0,0.0,0.46,0.0,0.05,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,4
53l5k2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.05,0.0,0.14,0.0,0.68,19
53ribd,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.25,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,11
53u57m,0.01,0.14,0.05,0.18,0.0,0.0,0.05,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,11
541ojj,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.57,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,7
543p9j,0.0,0.0,0.24,0.03,0.05,0.01,0.17,0.06,0.06,0.09,0.0,0.0,0.0,0.0,0.07,0.13,0.01,0.0,0.09,0.0,2
54alzp,0.0,0.0,0.0,0.0,0.2,0.0,0.08,0.07,0.0,0.07,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.44,0.0,18
54bsap,0.0,0.0,0.54,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,2
54s7cs,0.0,0.0,0.1,0.0,0.0,0.0,0.08,0.0,0.0,0.38,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,9
54ukgt,0.0,0.0,0.0,0.07,0.08,0.0,0.06,0.11,0.0,0.28,0.0,0.27,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,9
54wzn2,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.58,0.0,18
5543i3,0.0,0.0,0.2,0.0,0.0,0.03,0.06,0.0,0.27,0.0,0.0,0.0,0.22,0.0,0.0,0.1,0.11,0.0,0.0,0.0,8
55ge5c,0.01,0.0,0.13,0.0,0.0,0.01,0.03,0.0,0.04,0.0,0.45,0.0,0.03,0.0,0.15,0.13,0.01,0.0,0.0,0.0,10
57dxbq,0.0,0.0,0.0,0.0,0.18,0.02,0.04,0.13,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.34,0.0,18
580q1c,0.0,0.04,0.0,0.0,0.19,0.01,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.49,0.0,18
5882a7,0.0,0.19,0.13,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.0,0.46,0.0,18
58czms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.09,0.0,0.35,0.0,15
5aw3cu,0.02,0.22,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.22,0.24,0.1,0.0,0.06,16
5bdruc,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.58,0.01,0.01,0.01,0.19,15
5c0qjb,0.0,0.0,0.5,0.0,0.12,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.0,2
5c5zq6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.12,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
5c8fw6,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,10
5cbo4h,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.79,19
5cheix,0.0,0.0,0.0,0.0,0.41,0.02,0.03,0.0,0.0,0.14,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,4
5dafxy,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.29,0.0,0.2,0.24,0.0,15
5e4rpe,0.0,0.0,0.28,0.0,0.0,0.0,0.12,0.0,0.22,0.0,0.0,0.26,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,2
5e6ga7,0.0,0.1,0.39,0.0,0.0,0.0,0.09,0.22,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2
5ebq1k,0.0,0.14,0.0,0.05,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.07,0.3,0.0,18
5ekgjj,0.0,0.0,0.0,0.0,0.47,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,4
5ex8ra,0.0,0.0,0.12,0.0,0.28,0.03,0.08,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.15,0.16,0.0,4
5f4sia,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.35,0.0,0.0,0.0,0.19,15
5fbefw,0.0,0.54,0.0,0.0,0.0,0.0,0.24,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1
5g762b,0.0,0.0,0.41,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,19
5gny80,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4,0.0,0.0,0.0,0.03,0.0,0.43,0.0,0.0,0.0,0.0,0.0,14
5hc7ui,0.0,0.18,0.0,0.17,0.03,0.01,0.25,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.0,0.25,0.01,6
5hez78,0.0,0.16,0.0,0.21,0.0,0.08,0.15,0.07,0.1,0.14,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5hioxu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,11
5hr0os,0.0,0.0,0.06,0.03,0.13,0.0,0.0,0.06,0.0,0.14,0.0,0.0,0.0,0.0,0.4,0.17,0.0,0.0,0.0,0.0,14
5hs5yn,0.0,0.0,0.3,0.0,0.09,0.0,0.04,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.16,0.0,2
5hynyk,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,9
5hzh79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.16,0.05,0.28,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5jhco8,0.0,0.12,0.0,0.05,0.36,0.0,0.11,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.11,4
5jinae,0.0,0.09,0.0,0.17,0.18,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.31,0.0,0.03,0.0,0.17,0.0,14
5kdknt,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.14,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.38,0.0,18
5kom5u,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,12
5kw24v,0.0,0.38,0.0,0.0,0.0,0.0,0.04,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.06,0.06,0.0,1
5lhfsg,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.23,0.18,0.0,0.21,0.0,0.0,2
5lvthq,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.09,0.18,0.0,0.19,0.12,0.06,17
5mdsfo,0.0,0.0,0.1,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,6
5mh32p,0.0,0.0,0.0,0.12,0.23,0.0,0.06,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.08,0.0,0.0,0.0,14
5mqd9y,0.0,0.3,0.11,0.14,0.0,0.0,0.05,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.06,1
5n0id4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.26,0.0,8
5nxhkq,0.0,0.0,0.3,0.0,0.0,0.01,0.0,0.0,0.22,0.0,0.0,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.32,19
5nyeyn,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.41,0.0,0.0,0.02,0.0,0.0,0.0,0.27,0.0,0.0,0.24,0.0,8
5o9eg3,0.0,0.0,0.1,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,6
5oe9o6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5ofzog,0.0,0.14,0.08,0.0,0.0,0.01,0.1,0.1,0.21,0.22,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,9
5ok0m4,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,3
5onjzc,0.0,0.0,0.0,0.13,0.0,0.0,0.11,0.0,0.54,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,8
5osk5n,0.0,0.0,0.0,0.0,0.0,0.03,0.38,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5p57bs,0.0,0.0,0.37,0.0,0.0,0.0,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,2
5pinz2,0.0,0.26,0.0,0.0,0.0,0.04,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,14
5pri3q,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.75,19
5pzrfy,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.21,0.18,0.0,0.0,0.29,0.0,18
5q47f1,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.14,0.16,0.0,0.0,3
5q5qvf,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.15,10
5qfnnj,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,3
5qfond,0.02,0.0,0.0,0.07,0.07,0.0,0.15,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.29,0.07,0.0,0.0,0.16,0.0,14
5r2ry5,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,15
5r51kw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01,0.01,0.01,16
5rgnv4,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.11,0.0,0.41,0.0,18
5rmlaa,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,9
5rv91w,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.22,0.33,0.21,0.0,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,0.0,8
5rxp58,0.0,0.04,0.0,0.25,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.14,0.0,0.0,0.0,14
5s9ydn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.32,16
5sa82k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.36,0.16,0.0,0.0,0.29,0.0,14
5shkwu,0.0,0.26,0.0,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.14,0.0,0.0,1
5sk5xd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,9
5skvsq,0.0,0.45,0.14,0.06,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.16,0.0,0.0,0.0,0.02,1
5slp87,0.0,0.0,0.09,0.0,0.0,0.0,0.14,0.06,0.23,0.24,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,9
5slssh,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.4,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5t1rly,0.0,0.0,0.19,0.0,0.22,0.0,0.16,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.05,14
5ublbw,0.0,0.0,0.53,0.25,0.0,0.02,0.13,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5ui1yd,0.0,0.0,0.0,0.0,0.0,0.02,0.23,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.35,0.0,0.12,0.0,0.15,15
5urbwk,0.0,0.41,0.12,0.15,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.13,0.01,0.0,0.0,0.06,0.0,0.0,0.06,0.0,1
5uw8b5,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.12,0.0,0.0,8
5vgcii,0.0,0.03,0.14,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.24,0.0,0.14,0.0,0.0,10
5vjkhk,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,12
5vpo9w,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.15,0.0,0.0,0.0,0.03,0.0,0.39,0.0,0.21,0.1,0.04,15
5vqkj6,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.19,0.17,0.34,0.0,0.08,0.0,0.0,0.0,0.17,0.0,0.0,0.0,10
5vwhfc,0.0,0.0,0.2,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
5vzz7z,0.06,0.25,0.19,0.01,0.04,0.0,0.03,0.0,0.15,0.05,0.03,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1
5w6k4b,0.02,0.14,0.07,0.16,0.03,0.0,0.1,0.05,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.18,0.0,18
5w847x,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.21,0.27,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
5wb08k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.51,0.0,18
5wgkrm,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5wjcmn,0.0,0.0,0.17,0.35,0.15,0.0,0.05,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5wl5ov,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5x6n3c,0.0,0.19,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.16,17
5xmlz7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.08,0.0,0.61,19
5xqkv6,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.17,0.0,0.12,3
5xqs9d,0.0,0.0,0.0,0.15,0.21,0.0,0.07,0.0,0.0,0.27,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.19,0.0,0.0,9
5xrjpm,0.0,0.28,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.18,0.31,0.0,0.0,17
5xw0tv,0.0,0.0,0.15,0.06,0.06,0.0,0.01,0.26,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.02,18
5xzrjt,0.0,0.0,0.47,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,2
5y2xhr,0.0,0.34,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,14
5y4zug,0.0,0.06,0.15,0.09,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,18
5yc704,0.0,0.49,0.0,0.05,0.0,0.0,0.04,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.19,0.0,1
5yc8g2,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.2,0.59,0.0,0.0,0.0,0.0,15
5yn5qt,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.05,0.32,0.0,0.0,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
5yoxes,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.29,0.0,8
5z6sng,0.0,0.08,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.0,0.0,0.03,9
5zfs44,0.0,0.23,0.0,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.06,0.09,0.0,0.0,0.0,0.12,0.09,0.0,0.19,0.0,1
5zru2c,0.0,0.0,0.39,0.0,0.0,0.04,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,2
60o3vr,0.0,0.0,0.14,0.0,0.0,0.0,0.05,0.0,0.0,0.27,0.0,0.23,0.0,0.0,0.0,0.13,0.16,0.0,0.0,0.0,9
60ry7a,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.0,0.33,0.09,0.1,0.0,0.0,0.0,0.07,0.22,0.05,0.0,0.0,0.0,8
60scc7,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.12,16
60wvn8,0.0,0.0,0.27,0.0,0.28,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.13,0.0,0.0,0.0,4
61gw6i,0.0,0.0,0.25,0.0,0.0,0.06,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.31,0.0,0.0,17
61p9xp,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.23,0.0,0.32,0.11,0.0,0.0,0.0,0.0,14
62hdsg,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.22,0.0,0.22,16
633qwq,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.57,19
63f0sg,0.0,0.0,0.16,0.23,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.31,0.0,0.0,0.0,0.0,0.0,14
63fikm,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.0,0.0,0.43,0.0,0.0,0.0,0.12,0.0,0.13,0.14,0.0,0.0,10
63n9ps,0.0,0.2,0.17,0.06,0.3,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,4
63ytab,0.0,0.0,0.21,0.1,0.14,0.0,0.15,0.03,0.26,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.04,8
64akt7,0.0,0.0,0.16,0.0,0.0,0.0,0.05,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.28,0.0,17
64p8dk,0.0,0.09,0.0,0.0,0.08,0.0,0.16,0.08,0.24,0.2,0.03,0.02,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,8
655gq9,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.11,0.0,0.0,0.0,8
65o0jh,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.18,0.17,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.31,0.0,18
65pjck,0.0,0.0,0.07,0.0,0.0,0.01,0.12,0.0,0.44,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.05,0.0,0.0,8
65skcs,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.12,0.0,0.09,0.0,0.0,0.57,0.0,0.15,0.0,0.0,0.0,14
65yugg,0.01,0.01,0.01,0.74,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
666s32,0.0,0.18,0.08,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.08,0.0,0.0,0.0,15
66crem,0.0,0.54,0.15,0.16,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1
66ozzp,0.0,0.0,0.21,0.0,0.0,0.0,0.03,0.0,0.25,0.14,0.0,0.15,0.0,0.0,0.0,0.04,0.1,0.0,0.0,0.08,8
66ufqn,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.1,0.0,0.0,0.27,0.0,0.0,0.06,0.0,0.0,9
67bivw,0.0,0.0,0.0,0.11,0.03,0.03,0.12,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.38,0.0,18
68by6q,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.0,0.0,0.0,9
6936v0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,15
694o36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.35,0.0,0.11,0.32,0.0,0.0,14
698ckk,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.37,0.16,18
69jrkw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.46,0.08,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,9
69mcf1,0.0,0.0,0.0,0.13,0.13,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.41,0.0,18
69o7p1,0.0,0.13,0.0,0.04,0.0,0.01,0.08,0.0,0.0,0.0,0.02,0.0,0.03,0.01,0.01,0.0,0.0,0.0,0.66,0.0,18
69roow,0.0,0.0,0.43,0.16,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.04,0.24,0.0,0.0,0.0,0.0,0.0,2
69t7gg,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.32,0.0,0.0,0.0,0.15,0.06,0.0,0.0,0.0,0.0,0.38,0.0,0.0,17
69ukux,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.31,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.09,0.13,0.02,8
6a2nwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.0,0.0,0.0,0.0,0.37,0.0,0.21,17
6a2wne,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.26,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,8
6a5me8,0.0,0.06,0.3,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.09,0.0,0.0,0.14,0.0,0.11,0.0,0.22,0.0,2
6ael98,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.36,0.17,0.0,0.0,0.0,15
