,t0 really,t1 symptom,t2 hour,t3 cyst,t4 life,t5 weight,t6 flare,t7 help,t8 back,t9 surgery,t10 endometriosis,t11 cramp,t12 lap,t13 bleeding,t14 pill,t15 didn,t16 want,t17 appointment,t18 ultrasound,t19 control,dominant_topic
pdrwrm,0.0,0.09,0.0,0.29,0.48,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,4
pds5og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,7
pdshvx,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.17,0.0,0.0,0.0,0.39,0.0,0.0,0.0,16
pdtjdz,0.11,0.05,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.15,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,16
pdu9oz,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.2,0.08,0.02,12
pdv39d,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.64,0.01,0.01,17
pdwh9o,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.46,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
pdx65k,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,8
pe0nxr,0.0,0.02,0.0,0.0,0.13,0.05,0.0,0.0,0.1,0.0,0.0,0.49,0.0,0.04,0.0,0.0,0.0,0.07,0.09,0.0,11
pe1hjt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.27,0.0,0.0,0.22,0.11,0.14,14
pe1zfc,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.17,0.0,0.0,0.39,0.06,0.0,0.0,0.03,0.0,0.2,0.0,0.13,11
pe41xg,0.22,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.16,0.07,0.0,0.0,0.0,0.06,4
pe5gdb,0.0,0.04,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,3
pe5mdu,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.0,11
pe5rdb,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.38,0.0,0.0,0.0,0.08,0.23,0.0,0.0,0.0,11
pe6jam,0.0,0.07,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.34,0.11,18
pe7tl4,0.14,0.0,0.18,0.0,0.0,0.0,0.14,0.18,0.18,0.0,0.0,0.0,0.0,0.11,0.05,0.0,0.0,0.0,0.0,0.0,2
pe8wjh,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.08,0.0,0.03,0.0,0.0,0.0,0.18,12
pe9laq,0.0,0.0,0.0,0.11,0.0,0.0,0.07,0.0,0.17,0.0,0.0,0.0,0.44,0.05,0.0,0.05,0.0,0.0,0.1,0.0,12
pe9s27,0.0,0.18,0.0,0.0,0.0,0.09,0.13,0.09,0.0,0.0,0.0,0.19,0.07,0.0,0.0,0.0,0.0,0.23,0.0,0.0,17
peb21w,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.05,0.2,0.16,0.0,0.0,0.0,0.21,0.0,0.0,0.0,7
pebm5r,0.0,0.04,0.0,0.0,0.0,0.03,0.11,0.0,0.26,0.0,0.06,0.25,0.0,0.06,0.0,0.02,0.0,0.0,0.17,0.0,8
pebumm,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.05,0.2,0.16,0.0,0.0,0.0,0.21,0.0,0.0,0.0,7
pehs82,0.0,0.0,0.06,0.07,0.18,0.03,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.1,0.05,0.0,0.0,0.01,0.34,0.07,18
pejivm,0.0,0.0,0.04,0.29,0.0,0.05,0.13,0.13,0.16,0.0,0.0,0.0,0.07,0.11,0.0,0.02,0.0,0.0,0.0,0.0,3
pejlid,0.23,0.0,0.0,0.0,0.0,0.0,0.09,0.22,0.0,0.26,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.06,9
pekefm,0.0,0.0,0.08,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3
pekqx1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.15,12
pel3ja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,17
penf3g,0.0,0.21,0.0,0.04,0.0,0.0,0.1,0.15,0.09,0.2,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
penhzz,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
peo6lu,0.0,0.0,0.0,0.0,0.44,0.04,0.0,0.0,0.0,0.0,0.4,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
peofro,0.0,0.07,0.0,0.0,0.08,0.02,0.07,0.06,0.13,0.0,0.0,0.27,0.0,0.03,0.01,0.0,0.1,0.0,0.17,0.0,11
pep1ji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.73,0.15,0.0,0.0,0.0,0.0,0.0,0.0,12
peqdic,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.13,0.0,0.0,0.06,0.0,0.16,0.0,0.47,0.0,0.0,0.0,0.0,0.0,14
per571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
per6g2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.14,0.0,0.0,0.19,0.0,0.0,0.07,0.0,0.53,0.0,0.0,17
perx2q,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.06,0.0,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
pes9ci,0.36,0.0,0.08,0.0,0.06,0.02,0.02,0.0,0.1,0.0,0.0,0.0,0.23,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0
pesepj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.0,0.68,0.0,0.1,17
pet86w,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.3,0.06,0.11,0.0,0.0,0.19,0.0,0.23,0.0,11
petoqj,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.15,0.0,0.0,12
pewhpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.11,0.61,0.0,0.0,17
pewqsd,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.01,17
pexb0s,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.22,0.0,0.06,0.0,0.0,0.0,0.09,0.03,0.0,0.0,0.44,0.0,18
pfnvl2,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,2
pfnxzd,0.0,0.0,0.04,0.0,0.42,0.01,0.09,0.0,0.0,0.14,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.0,0.15,0.02,4
pfosys,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.41,0.0,0.0,0.05,0.0,0.0,0.0,0.0,12
pfox67,0.19,0.0,0.0,0.0,0.0,0.06,0.2,0.15,0.15,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.12,0.0,0.0,0.0,6
pfpm6q,0.34,0.0,0.0,0.0,0.23,0.0,0.0,0.09,0.04,0.0,0.08,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.11,0.0,0
pfqnd8,0.0,0.04,0.0,0.21,0.1,0.0,0.0,0.0,0.06,0.07,0.03,0.04,0.11,0.0,0.01,0.0,0.06,0.2,0.06,0.01,3
pfs2m8,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.23,0.0,0.0,17
pfsr0l,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.04,0.03,0.06,0.08,0.12,0.22,0.0,0.06,0.0,0.0,0.23,0.0,0.0,17
pfv05b,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.0,0.07,0.03,0.0,0.05,0.19,0.36,0.14,0.0,17
pfwu45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.74,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
pfx7ql,0.0,0.0,0.0,0.08,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.13,0.0,0.0,0.0,0.26,0.0,0.06,17
pfya0z,0.26,0.0,0.16,0.11,0.0,0.0,0.04,0.0,0.05,0.06,0.0,0.0,0.21,0.0,0.09,0.0,0.0,0.0,0.0,0.02,0
pfyf3r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
pfyxo0,0.0,0.0,0.04,0.0,0.12,0.0,0.0,0.0,0.07,0.07,0.0,0.2,0.19,0.0,0.05,0.0,0.0,0.0,0.23,0.04,18
pfyy93,0.0,0.0,0.0,0.0,0.39,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,4
pfz2g7,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.18,0.0,0.0,0.55,0.0,0.0,0.0,16
pfzjkk,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.24,0.0,0.0,0.26,0.0,0.0,0.11,16
pfzzca,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4
pg0q6w,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.06,0.02,0.0,0.03,0.16,0.0,0.0,0.36,19
pg1k0y,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.67,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
pg2bet,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.39,0.0,0.0,17
pg4iy3,0.0,0.0,0.0,0.0,0.41,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,4
pg4r6b,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,10
pg67d6,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.56,0.0,18
pg6me1,0.22,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
pg6st9,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.48,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8
pg6wrv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.38,0.42,0.0,0.0,0.0,0.0,0.0,0.0,13
pg905b,0.0,0.0,0.15,0.0,0.39,0.0,0.04,0.0,0.06,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,4
pg91zb,0.14,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,4
pg9dd2,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.39,0.0,0.0,2
pg9ixp,0.43,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.17,0
pgafmf,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,17
pgbhom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.57,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,11
pgbmkr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.23,0.15,0.0,0.17,0.0,0.0,0.0,0.0,0.34,0.0,0.0,17
pgf623,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.41,0.0,0.23,17
pgg0gs,0.0,0.04,0.26,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.14,0.0,0.0,0.0,0.06,0.0,0.0,12
pgkhfv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.26,0.43,0.0,0.0,17
pgkidc,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.06,0.21,0.0,0.0,0.16,0.0,0.04,0.0,0.0,0.0,0.0,0.37,0.0,18
pgl1le,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,3
pgl60b,0.43,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pgmwh9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.09,0.52,0.0,0.06,17
pgn9up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.09,9
pgnede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,17
pgp0yo,0.14,0.0,0.0,0.0,0.32,0.0,0.2,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4
pgqj8m,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.39,0.32,0.0,0.0,0.0,0.0,0.11,0.0,0.07,0.0,0.0,0.0,0.0,7
pgr0p9,0.22,0.01,0.0,0.0,0.08,0.01,0.0,0.0,0.0,0.01,0.15,0.02,0.06,0.0,0.03,0.0,0.12,0.25,0.0,0.03,17
pgr4xb,0.19,0.0,0.05,0.0,0.12,0.0,0.0,0.0,0.04,0.0,0.04,0.09,0.14,0.0,0.0,0.04,0.08,0.17,0.0,0.05,0
pgrmw2,0.44,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.24,0.0,0.14,0
pgrp12,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.26,0.43,19
pgrqpj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.42,0.18,18
pgrz0z,0.09,0.0,0.0,0.0,0.0,0.0,0.44,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,6
pgsd6m,0.0,0.0,0.07,0.0,0.0,0.0,0.11,0.12,0.21,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.38,0.0,18
pgt25i,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4
pgt6hv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.65,0.0,0.0,0.0,0.0,0.2,0.0,0.0,12
pgt7f6,0.0,0.06,0.07,0.0,0.31,0.03,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.16,0.04,0.02,4
pgtv24,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.04,0.0,0.22,0.0,0.0,3
pgva2w,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,8
pgvsxc,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
pgx6fl,0.0,0.04,0.42,0.0,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,2
pgxf37,0.17,0.09,0.13,0.17,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
pgy8h8,0.11,0.06,0.0,0.07,0.0,0.01,0.03,0.12,0.08,0.0,0.07,0.0,0.0,0.01,0.04,0.02,0.0,0.0,0.31,0.08,18
pgyhqz,0.27,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
pgzw0k,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.15,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.27,0.16,0.18,0.09,16
ph14dd,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.15,17
ph1kgz,0.0,0.0,0.05,0.0,0.16,0.0,0.0,0.09,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.27,0.12,0.0,11
ph1wp5,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.22,0.0,0.03,12
ph2nmi,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
ph3c9y,0.0,0.01,0.0,0.0,0.24,0.02,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.19,0.16,0.0,0.16,0.04,0.1,0.0,4
ph4vpu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.16,0.0,0.22,0.3,0.0,0.0,0.2,0.0,0.0,14
ph57gm,0.37,0.04,0.03,0.0,0.43,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.05,4
ph7gl7,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.19,0.0,0.0,0.27,0.0,0.0,0.08,0.0,0.0,0.0,0.0,12
ph88q0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.11,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
ph8ow8,0.0,0.05,0.24,0.0,0.29,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.21,0.0,0.0,0.09,0.0,0.0,0.0,4
ph8vsw,0.05,0.0,0.17,0.0,0.0,0.03,0.03,0.0,0.23,0.33,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,9
ph9kw4,0.21,0.04,0.0,0.0,0.42,0.02,0.0,0.0,0.0,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,4
phajym,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0
phcogq,0.0,0.0,0.0,0.0,0.15,0.02,0.0,0.0,0.0,0.0,0.08,0.05,0.0,0.0,0.06,0.0,0.08,0.26,0.17,0.12,17
phd5q7,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,11
phe6ez,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.29,0.0,0.0,0.0,0.0,0.05,0.2,0.17,0.0,0.0,0.0,0.0,0.1,7
pheitd,0.0,0.0,0.07,0.0,0.53,0.0,0.0,0.14,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
phesnj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.17,0.0,0.0,0.2,0.0,0.13,12
phf7pj,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.15,0.06,0.0,0.26,0.0,0.0,4
phhcac,0.13,0.0,0.07,0.14,0.0,0.0,0.08,0.0,0.2,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
phi2bx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.3,12
phioaw,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,8
phnetj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.06,0.26,0.0,0.08,0.13,0.04,0.06,0.0,0.25,0.02,11
pho00p,0.0,0.0,0.0,0.0,0.43,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.0,0.11,4
phpkbj,0.0,0.0,0.16,0.0,0.0,0.04,0.0,0.0,0.0,0.06,0.0,0.12,0.31,0.0,0.0,0.11,0.0,0.07,0.11,0.0,12
phpwc6,0.0,0.0,0.29,0.09,0.0,0.04,0.0,0.0,0.25,0.0,0.13,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.13,0.0,2
phqyec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,17
pht5iy,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.38,0.0,0.06,0.0,0.0,0.0,0.0,0.15,0.13,11
phtml7,0.34,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
phttm0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.16,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.29,19
phvav5,0.3,0.0,0.05,0.0,0.29,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.08,0.0,0.07,0.0,0
phvyso,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.34,0.0,0.03,17
phvzgn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.56,0.0,0.0,17
phycb4,0.0,0.0,0.0,0.0,0.21,0.02,0.0,0.15,0.25,0.14,0.04,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.06,8
phyg4r,0.14,0.0,0.08,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.19,0.0,0.0,0.03,0.0,0.0,0.0,0.0,4
phygoe,0.01,0.04,0.03,0.01,0.0,0.03,0.0,0.0,0.24,0.01,0.07,0.07,0.03,0.0,0.0,0.0,0.0,0.11,0.0,0.34,19
pi0b7q,0.27,0.0,0.0,0.0,0.31,0.0,0.27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
pi0rjp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.33,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,8
pi154k,0.15,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.29,0.1,17
pi1v4c,0.28,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.25,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0
pi4c0f,0.31,0.03,0.0,0.0,0.0,0.0,0.07,0.19,0.09,0.0,0.0,0.07,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0
pi5kk2,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.16,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
pi6tx8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.13,11
pi87nz,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.28,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.45,0.0,0.0,17
piahqi,0.0,0.17,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.26,6
pic3kd,0.08,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.1,11
piecqh,0.08,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.37,0.08,0.04,0.0,0.0,0.0,0.0,0.05,0.0,11
piezui,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.07,0.05,0.0,0.0,0.51,0.07,0.0,0.0,0.0,0.0,0.0,13
pifmh1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.22,0.0,0.0,0.1,0.14,0.0,0.0,11
