,t0 cyst,t1 get,t2 help,t3 symptom,t4 control,t5 eat,t6 pelvic,t7 sex,t8 iud,t9 back,t10 surgery,t11 endometriosis,t12 amp,t13 flare,t14 nausea,t15 like,t16 nt,t17 period,t18 appointment,t19 doctor,dominant_topic
n3mny9,0.12,0.0,0.0,0.0,0.19,0.0,0.02,0.0,0.12,0.0,0.26,0.0,0.0,0.1,0.0,0.0,0.19,0.0,0.0,0.0,10
n3o56w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.27,0.0,0.23,0.0,0.33,19
n3o7vx,0.03,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.06,0.12,0.0,0.2,0.0,0.0,0.24,0.11,0.13,0.0,16
n3ocsc,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.04,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.05,0.0,16
n3oe7u,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.16,0.06,0.0,0.3,19
n3p3fp,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.63,0.0,0.0,0.0,0.0,15
n3qgzt,0.0,0.0,0.59,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n3qq91,0.0,0.0,0.0,0.11,0.13,0.0,0.02,0.0,0.0,0.08,0.03,0.0,0.0,0.0,0.0,0.3,0.28,0.0,0.0,0.05,15
n3ry3c,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
n3sa46,0.0,0.1,0.0,0.05,0.05,0.06,0.0,0.05,0.0,0.15,0.0,0.07,0.0,0.04,0.0,0.43,0.0,0.0,0.0,0.0,15
n3srr6,0.25,0.04,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.12,0.0,0.0,3
n3tgi5,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,16
n3uih5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.74,19
n3v5vw,0.08,0.09,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.27,0.0,0.0,15
n3vavg,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.2,0.0,0.0,0.0,0.12,0.0,0.13,0.07,0.0,0.0,0.39,19
n3vbzl,0.0,0.0,0.08,0.07,0.0,0.0,0.0,0.0,0.2,0.28,0.16,0.13,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,9
n3vgjf,0.1,0.0,0.0,0.3,0.0,0.0,0.17,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.0,7
n3wl7a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,16
n3zm82,0.21,0.0,0.0,0.12,0.0,0.0,0.02,0.22,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.04,8
n4229f,0.0,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.07,0.03,0.08,0.03,0.0,0.0,0.0,0.26,0.0,0.03,0.37,19
n43np8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,16
n469ub,0.0,0.0,0.0,0.27,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.27,0.0,0.0,0.0,3
n479lc,0.0,0.0,0.52,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2
n49rsd,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.09,0.13,0.0,0.11,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.05,0.21,3
n4aanj,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.24,0.0,0.28,19
n4cj2m,0.14,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,16
n4cp8p,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.0,0.07,0.0,0.0,0.15,0.0,0.0,0.0,4
n4fdg9,0.0,0.0,0.09,0.0,0.12,0.0,0.0,0.0,0.0,0.32,0.23,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,9
n4is68,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.12,0.0,0.0,0.42,0.0,0.0,0.0,0.0,15
n4j3zb,0.05,0.03,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.18,0.0,0.0,0.21,0.0,0.22,0.0,0.0,17
n4kcez,0.04,0.13,0.0,0.11,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.49,0.0,0.0,0.0,0.0,15
n4lnpl,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.33,0.0,0.0,0.0,15
n4lolb,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.15,0.29,0.0,0.0,0.0,0.0,8
n4muji,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.11,0.21,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.11,16
n4ne51,0.11,0.13,0.0,0.08,0.06,0.0,0.03,0.03,0.05,0.1,0.0,0.0,0.0,0.02,0.0,0.12,0.0,0.26,0.01,0.0,17
n4nj8i,0.0,0.0,0.43,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.0,0.0,0.08,0.25,0.0,2
n4ntl8,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.08,0.0,0.0,0.12,2
n4o1dv,0.0,0.0,0.34,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.13,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,6
n4p9rj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.5,0.09,0.0,0.0,16
n4ph6w,0.58,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.11,0
n4pxm7,0.0,0.03,0.0,0.0,0.22,0.0,0.0,0.0,0.04,0.04,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.15,0.34,19
n4qf2w,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,15
n4qxvl,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,0.01,0.01,0.01,0.01,15
n4rfhr,0.09,0.14,0.07,0.23,0.0,0.0,0.0,0.0,0.03,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,3
n4rqn8,0.0,0.02,0.08,0.09,0.0,0.03,0.0,0.05,0.12,0.06,0.0,0.02,0.0,0.02,0.05,0.11,0.26,0.09,0.0,0.0,16
n4ttuc,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.14,0.0,0.0,0.0,0.44,0.0,0.0,0.0,16
n4vkmk,0.0,0.0,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n4vnvi,0.07,0.0,0.1,0.0,0.14,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.29,0.0,0.11,0.04,0.12,15
n4wywi,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.53,0.0,0.0,17
n4y1bq,0.0,0.07,0.27,0.0,0.0,0.02,0.01,0.0,0.0,0.18,0.1,0.0,0.02,0.0,0.02,0.23,0.0,0.0,0.0,0.07,2
n500px,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.15,0.0,0.23,0.0,0.0,0.17,0.0,0.0,2
n5018s,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.13,0.0,0.34,0.0,0.0,0.0,0.0,0.07,14
n504q2,0.14,0.0,0.07,0.0,0.22,0.0,0.01,0.06,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.07,0.1,0.16,0.06,0.0,4
n506ng,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.34,0.25,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.11,0.11,9
n5074g,0.21,0.0,0.22,0.26,0.0,0.0,0.0,0.0,0.07,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
n509cn,0.01,0.01,0.59,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.01,2
n50lod,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.01,0.01,0.01,0.01,0.23,0.01,0.01,0.01,0.18,0.01,0.01,8
n50pkf,0.01,0.63,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.01,1
n50tc6,0.0,0.0,0.1,0.31,0.0,0.0,0.0,0.19,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3
n51rz7,0.0,0.0,0.0,0.05,0.0,0.0,0.13,0.09,0.0,0.22,0.0,0.0,0.0,0.07,0.0,0.43,0.0,0.0,0.0,0.0,15
n52nu9,0.05,0.46,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.24,0.0,0.0,0.0,0.0,1
n537bm,0.09,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.28,0.0,0.18,0.0,0.0,0.04,0.0,0.33,0.04,0.0,0.0,16
n54cas,0.0,0.13,0.26,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
n56t55,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,19
n595r3,0.01,0.02,0.0,0.07,0.16,0.0,0.03,0.1,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.05,0.0,0.39,0.0,0.1,17
n5aka1,0.08,0.07,0.0,0.14,0.13,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.2,0.0,0.0,15
n5bi39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.1,0.0,0.0,0.53,0.0,0.0,17
n5cdbz,0.0,0.0,0.17,0.0,0.13,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.05,0.0,0.0,0.0,14
n5cnml,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,15
n5d67e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,16
n5f3oe,0.06,0.0,0.23,0.37,0.07,0.0,0.03,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.02,3
n5hf8o,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.11,0.0,0.09,0.0,0.0,0.0,0.0,0.24,0
n5hs70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.25,0.08,0.14,0.27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,12
n5im0p,0.05,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.28,0.0,0.05,0.0,0.03,0.09,0.02,0.16,0.17,0.07,0.0,0.0,8
n5is34,0.13,0.0,0.0,0.12,0.1,0.2,0.04,0.0,0.15,0.07,0.11,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,5
n5ka3l,0.0,0.08,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.23,0.42,0.0,0.0,0.0,0.0,15
n5kk8w,0.26,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.13,0.17,0.0,0.0,0.06,0.03,0.0,0.16,0.0,0.12,0.0,0.0,0
n5ni68,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,11
n5nstt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.48,0.01,0.01,0.01,16
n5o0l7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.27,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,18
n5opvg,0.08,0.0,0.0,0.2,0.0,0.03,0.12,0.04,0.1,0.06,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3
n5phuj,0.01,0.08,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.12,0.0,0.0,0.04,0.01,0.0,0.23,0.16,0.08,0.01,0.19,15
n5qigt,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.37,19
n5qt34,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.32,0.03,0.33,0.13,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,9
n5rm74,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,4
n5urfz,0.24,0.0,0.11,0.0,0.15,0.0,0.0,0.0,0.0,0.07,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.16,0
n5xipz,0.24,0.0,0.0,0.25,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,0.13,4
n5xjw7,0.0,0.0,0.2,0.15,0.0,0.0,0.06,0.08,0.03,0.0,0.0,0.0,0.0,0.03,0.08,0.03,0.0,0.13,0.06,0.15,2
n5zbnv,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.33,19
n60k5w,0.0,0.19,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n60tnc,0.0,0.0,0.09,0.0,0.0,0.05,0.09,0.0,0.0,0.35,0.06,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,9
n626dd,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,17
n62ztl,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.35,0.0,0.0,0.0,0.0,0.0,0.05,0.14,12
n633lc,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.17,0.35,19
n63fl0,0.19,0.0,0.0,0.11,0.0,0.0,0.09,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.23,19
n63ygd,0.0,0.15,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.12,0.0,0.26,0.0,0.0,0.0,9
n645fe,0.0,0.15,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.12,0.0,0.26,0.0,0.0,0.0,9
n66lwg,0.15,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.19,0.41,0.0,0.0,0.0,0.0,15
n67ndz,0.0,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.25,0.07,0.0,0.0,0.0,0.05,0.46,0.0,0.0,0.01,0.08,15
n687bb,0.17,0.0,0.16,0.0,0.04,0.0,0.0,0.0,0.06,0.0,0.12,0.0,0.05,0.0,0.0,0.08,0.19,0.0,0.0,0.12,16
n68hew,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.64,0.0,0.0,0.0,16
n69d87,0.0,0.0,0.23,0.1,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.22,0.27,19
n69rla,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.16,0.0,0.0,0.0,0.0,0.57,19
n6ada6,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,3
n6bn1u,0.05,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.2,0.03,0.0,15
n6byc8,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.25,0.27,0.0,0.0,0.0,16
n6czve,0.24,0.0,0.0,0.13,0.0,0.0,0.08,0.28,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
n6dt2m,0.0,0.11,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.15,3
n6e0ly,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.51,0.01,18
n6eegv,0.02,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.08,0.37,0.17,0.0,0.0,0.0,15
n6ewid,0.11,0.16,0.08,0.1,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.06,0.04,0.0,0.04,0.25,0.0,0.0,0.0,0.0,15
n6f11s,0.0,0.07,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
n6f34r,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.26,0.02,0.0,0.07,0.06,0.0,0.27,0.0,0.22,0.0,0.0,15
n6giz8,0.0,0.08,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,15
n6h9uu,0.0,0.08,0.0,0.04,0.21,0.0,0.01,0.02,0.03,0.25,0.13,0.12,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08,9
n6iv9j,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.28,0.55,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
n6k6he,0.03,0.04,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.16,0.0,15
n6kkhe,0.0,0.0,0.29,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,4
n6kw9b,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.1,0.0,0.0,0.18,15
n6lu2t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.04,0.0,15
n6md27,0.0,0.23,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,4
n6qbr8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.35,0.18,0.01,0.01,0.01,0.01,0.29,0.01,12
n6qtnj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.15,10
n6rkyh,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.14,0.28,0.0,0.0,0.23,0.0,0.07,0.0,0.0,0.0,0.0,0.0,9
n6seoo,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.48,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11
n6tnfw,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
n6w1ef,0.0,0.0,0.0,0.22,0.0,0.05,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.09,0.0,0.34,0.0,0.0,0.0,16
n6wam1,0.0,0.0,0.29,0.0,0.37,0.0,0.0,0.0,0.0,0.15,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,4
n6wfs6,0.41,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.25,0
n6x3l3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.11,0.0,0.0,0.06,0.61,19
n6y8qx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.41,19
n6ye3n,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.54,19
n6ygci,0.06,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.36,0.0,0.03,0.0,4
n6yzmv,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.27,0.1,0.06,0.0,0.03,0.0,0.0,0.19,0.04,0.0,0.27,9
n7047n,0.15,0.27,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
n7049o,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.18,0.11,0.0,0.03,0.0,0.0,0.0,0.0,0.1,0.16,10
n719mf,0.0,0.0,0.16,0.0,0.03,0.0,0.0,0.0,0.18,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.22,0.06,0.0,0.24,19
n730rg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,9
n734mg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.17,0.24,0.0,0.0,0.43,19
n74pc8,0.0,0.0,0.2,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.13,0.35,0.0,0.0,0.0,0.0,15
n75on0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.01,0.21,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,18
n75uiw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.04,0.11,0.0,0.19,0.0,0.0,0.46,19
n76buk,0.0,0.0,0.35,0.0,0.0,0.03,0.06,0.0,0.0,0.17,0.11,0.0,0.08,0.0,0.04,0.0,0.0,0.04,0.11,0.0,2
n77krp,0.0,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.41,0.0,0.0,0.0,0.13,15
n7bgdx,0.2,0.12,0.0,0.0,0.0,0.05,0.01,0.02,0.1,0.06,0.0,0.02,0.02,0.0,0.03,0.0,0.26,0.0,0.0,0.11,16
n7bgpc,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,2
n7bja6,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,16
n7bpib,0.68,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n7bsml,0.0,0.0,0.25,0.18,0.09,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.15,0.0,0.07,0.0,0.0,2
n7c5ha,0.36,0.0,0.21,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.08,0.0,0
n7d9yf,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.0,0.0,0.0,0.27,0.07,0.0,4
n7dnfb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.2,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.42,0.0,18
n7fdpf,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.0,15
n7fp1z,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.29,0.0,0.45,0.05,0.0,17
n7j767,0.0,0.0,0.09,0.0,0.12,0.0,0.05,0.0,0.3,0.0,0.0,0.09,0.0,0.06,0.0,0.0,0.12,0.16,0.0,0.0,8
n7jt9k,0.0,0.0,0.3,0.0,0.0,0.21,0.03,0.04,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.28,0.06,0.0,0.0,0.0,2
n7nq5u,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,10
